TMCode,店舗名,Status,開店日,都道府県,郵便番号,都道府県,市区町村,それ以下,Category,販路,パートナー先
7729,楽天モバイル ビバモール寝屋川店,OPEN,2021/1/27,大阪府,572-0855,大阪府,寝屋川市,寝屋南2丁目22-2,PS,アイテム,株式会社アイテム
7730,エディオン イズミヤ長岡店,OPEN,2020/12/4,京都府,617-0826,京都府,長岡京市,開田4-7-1,CES,ヒト・コミュニケーションズ,株式会社エディオン
7731,マツヤデンキ 香芝店,OPEN,2020/12/11,奈良県,639-0236,奈良県,香芝市,磯壁3丁目40-1,CES,----,株式会社ヤマダ電機
7732,ジョーシン 彦根店,OPEN,2021/1/15,滋賀県,522-0292,滋賀県,彦根市,高宮町1613-3,CES,ヒト・コミュニケーションズ,上新電機株式会社
7733,ジョーシン 岸和田店,OPEN,2021/1/30,大阪府,596-0826,大阪府,岸和田市,作才町1-3-12,CES,ヒト・コミュニケーションズ,上新電機株式会社
7734,楽天モバイル 横須賀中央駅前店,OPEN,2021/2/1,神奈川県,238-0007,神奈川県,横須賀市,若松町1-1,PS,アルファグループ,アルファグループ
7735,ベスト電器 佐賀本店,OPEN,2021/3/8,佐賀県,849-0919,佐賀県,佐賀市,兵庫北5丁目14番1号,CES,リクルートスタッフィング,株式会社ヤマダ電機
7736,ヤマダデンキ テックランド熊本本店,OPEN,2021/5/18,熊本県,862-0924,熊本県,熊本市,中央区帯山7丁目11番10号,CES,リクルートスタッフィング,株式会社ヤマダ電機
7737,Tecc LIFE SELECT 熊本春日店,OPEN,2021/4/28,熊本県,860-0047,熊本県,熊本市,西区春日七丁目25-30,CES,リクルートスタッフィング,株式会社ヤマダ電機
7738,家電住まいる館YAMADA鹿児島本店,OPEN,2021/4/30,鹿児島県,890-0072,鹿児島県,鹿児島市,新栄町13番8号,CES,リクルートスタッフィング,株式会社ヤマダ電機
7739,ビックカメラ アミュプラザくまもと店,OPEN,2021/3/5,熊本県,860-0047,熊本県,熊本市,西区春日三丁目15番60号,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
7741,楽天モバイル イオンモール橿原店,OPEN,2021/3/19,奈良県,634-0837,奈良県,橿原市,曲川町7丁目20-1,PS,CNX,コネクシオ
7742,楽天モバイル 港南台バーズ店,OPEN,2021/3/25,神奈川県,234-0054,神奈川県,横浜市,港南区港南台3丁目1-3,PS,CNX,コネクシオ
7743,ヤマダデンキ LABI大船,OPEN,2021/3/12,神奈川県,247-0006,神奈川県,横浜市,栄区笠間二丁目2番1号,CES,ライクスタッフィング,株式会社ヤマダ電機
7745,エディオン 京都四条河原町店,OPEN,2021/4/29,京都府,600-8001,京都府,京都市,下京区四条通河原町東入真町68,CES,ウィルオブ・ワーク,株式会社エディオン
7746,楽天モバイル セントシティ北九州小倉店,OPEN,2021/4/9,福岡県,802-0002,福岡県,北九州市,小倉北区京町3丁目1番1号,PS,アール・コミュニケーションズ,アール・コミュニケーションズ株式会社
7747,エディオン 岸和田店,OPEN,2021/4/9,大阪府,596-0076,大阪府,岸和田市,野田町1丁目15-45,CES,ウィルオブ・ワーク,株式会社エディオン
7748,楽天モバイル ららぽーと横浜店,OPEN,2021/4/20,神奈川県,224-0053,神奈川県,横浜市,都筑区池辺町4035-1,PS,CNX,コネクシオ
7749,エディオン 三田ウッディタウン店,OPEN,2021/4/16,兵庫県,669-1321,兵庫県,三田市,けやき台1丁目6-2,CES,パーソルマーケティング,株式会社エディオン
7750,楽天モバイル 神戸三宮センタープラザ店,OPEN,2021/4/22,兵庫県,650-0021,兵庫県,神戸市,中央区三宮町1丁目9-1,DS,楽天モバイル株式会社,楽天モバイル株式会社
7751,楽天モバイル イオンモール鹿児島店,OPEN,2021/4/26,鹿児島県,891-0115,鹿児島県,鹿児島市,東開町7,PS,アール・コミュニケーションズ,アール・コミュニケーションズ株式会社
7752,楽天モバイル 六本木店,OPEN,2021/4/30,東京都,106-0032,東京都,港区,六本木5丁目1-3,DS,楽天モバイル株式会社,楽天モバイル株式会社
7753,ヨドバシカメラ マルチメディア甲府店,OPEN,2022/4/23,山梨県,400-0031,山梨県,甲府市,丸の内1丁目3-3,CES,株式会社エフ・オー・プランニング,株式会社ヨドバシカメラ
7754,楽天モバイル 上野広小路店,OPEN,2021/4/30,東京都,110-0005,東京都,台東区,上野4-5-4,DS,楽天モバイル株式会社,楽天モバイル株式会社
7755,楽天モバイル イオンモール川口店,OPEN,2021/5/25,埼玉県,333-0834,埼玉県,川口市,安行領根岸3180,PS,アルファグループ,アルファグループ
7756,楽天モバイル 名古屋ユニモール店,OPEN,2021/5/21,愛知県,450-0002,愛知県,名古屋市,中村区名駅4-5-26,DS,楽天モバイル株式会社,楽天モバイル株式会社
7757,楽天モバイル 流山おおたかの森S・C店,OPEN,2021/6/1,千葉県,270-0139,千葉県,流山市,おおたかの森南1丁目2-1,PS,株式会社ラネット,株式会社ラネット
7758,楽天モバイル コクーンシティ店,OPEN,2021/5/28,埼玉県,330-0843,埼玉県,さいたま市,大宮区吉敷町4丁目263-1,PS,株式会社ラネット,株式会社ラネット
7759,ヤマダデンキ テックランドイオンモール川口店,OPEN,2021/5/25,埼玉県,333-0834,埼玉県,川口市,安行領根岸3180,CES,ライクスタッフィング,株式会社ヤマダ電機
7760,YAMADA New web.com 府中店,OPEN,2021/6/1,東京都,183-0046,東京都,府中市,西原町1-3-1,CES,リクルートスタッフィング,株式会社ヤマダ電機
7761,家電住まいる館YAMADA福岡香椎店,OPEN,2021/6/1,福岡県,813-0044,福岡県,福岡市,東区千早5-4-8,CES,リクルートスタッフィング,株式会社ヤマダ電機
7762,楽天モバイル 深川郵便局店,OPEN,2021/6/1,東京都,135-8799,東京都,江東区,東陽4丁目4番2号,miniDS,ウィルオブ・ワーク,楽天モバイル株式会社
7763,楽天モバイル 新宿郵便局店,OPEN,2021/6/7,東京都,163-8799,東京都,新宿区,西新宿1-8-8,miniDS,楽天モバイル株式会社,楽天モバイル株式会社
7764,楽天モバイル 葛西店,OPEN,2021/6/1,東京都,134-0083,東京都,江戸川区,中葛西3-29-15,DS,楽天モバイル株式会社,楽天モバイル株式会社
7765,楽天モバイル イオンモール木更津店,OPEN,2021/6/1,千葉県,292-0835,千葉県,木更津市,築地1-4,DS,CNX,楽天モバイル株式会社
7766,楽天モバイル 大船店,OPEN,2021/6/1,神奈川県,247-0056,神奈川県,鎌倉市,大船1-10-1,DS,ウィルオブ・ワーク,楽天モバイル株式会社
7767,楽天モバイル ららぽーと新三郷店,OPEN,2021/6/1,埼玉県,341-0009,埼玉県,三郷市,新三郷ららシティ3丁目1-1,DS,ウィルオブ・ワーク,楽天モバイル株式会社
7768,楽天モバイル イオンモール千葉ニュータウン店,OPEN,2021/6/1,千葉県,270-1350,千葉県,印西市,中央北3-2,DS,CNX,楽天モバイル株式会社
7769,楽天モバイル イオンモール成田店,OPEN,2021/6/1,千葉県,286-0029,千葉県,成田市,ウイング土屋24,DS,CNX,楽天モバイル株式会社
7770,楽天モバイル イオンモール甲府昭和店,OPEN,2021/6/1,山梨県,409-3852,山梨県,中巨摩郡,昭和町飯喰1505-1,PS,T-GAIA,T-GAIA
7771,楽天モバイル 赤羽店,OPEN,2021/6/1,東京都,115-0045,東京都,北区,赤羽2-16-1,DS,楽天モバイル株式会社,楽天モバイル株式会社
7772,楽天モバイル ハッピーロード大山店,OPEN,2021/6/1,東京都,173-0023,東京都,板橋区,大山町31-2,DS,楽天モバイル株式会社,楽天モバイル株式会社
7773,楽天モバイル 武蔵小山店,OPEN,2021/6/1,東京都,142-0062,東京都,品川区,小山3-15-1,DS,楽天モバイル株式会社,楽天モバイル株式会社
7774,楽天モバイル 昭島モリタウン店,OPEN,2021/6/25,東京都,196-0014,東京都,昭島市,田中町 562-1,PS,アルファグループ,アルファグループ
7776,楽天モバイル 湘南台店,OPEN,2021/6/25,神奈川県,252-0804,神奈川県,藤沢市,湘南台2丁目4-9,DS,ウィルオブ・ワーク,楽天モバイル株式会社
7778,楽天モバイル 東急プラザ戸塚店,OPEN,2021/6/18,神奈川県,244-0003,神奈川県,横浜市,戸塚区戸塚町16番地1,PS,CNX,コネクシオ
7779,Tecc LIFE SELECT 姫路本店,OPEN,2021/6/5,兵庫県,670-0971,兵庫県,姫路市,西延末字五反田123-1,CES,ライクスタッフィング,株式会社ヤマダ電機
7780,楽天モバイル ブルメール舞多聞店,OPEN,2021/8/2,兵庫県,655-0052,兵庫県,神戸市,垂水区舞多聞東2丁目1番45号,PS,アイテム,株式会社アイテム
7781,楽天モバイル イオンモール東久留米店,OPEN,2021/7/1,東京都,203-0023,東京都,東久留米市,南沢5-17-62,PS,トシコーポレーション,トシコーポレーション
7785,エディオン 和歌山加納店,OPEN,2021/6/11,和歌山県,640-8391,和歌山県,和歌山市,加納295,CES,----,株式会社エディオン
7787,Tecc LIFE SELECT 札幌本店,OPEN,2021/6/11,北海道,060-0001,北海道,札幌市,中央区北一条西8丁目1-2,CES,ライクスタッフィング,株式会社ヤマダ電機
7788,エディオン 松坂屋高槻店,OPEN,2021/6/18,大阪府,569-0804,大阪府,高槻市,紺屋町2-1,CES,ウィルオブ・ワーク,株式会社エディオン
7789,エディオン アクロスモール春日店,OPEN,2021/6/25,福岡県,816-0814,福岡県,春日市,春日5-17,CES,パーソルマーケティング,株式会社エディオン
7791,楽天モバイル 美浜郵便局店,OPEN,2021/6/28,千葉県,261-8799,千葉県,千葉市,美浜区真砂4-1-1,miniDS,ウィルオブ・ワーク,楽天モバイル株式会社
7792,楽天モバイル 巣鴨店,OPEN,2021/7/1,東京都,170-0002,東京都,豊島区,巣鴨3丁目27番7号,PS,アルファグループ,アルファグループ
7793,楽天モバイル 綾瀬店,OPEN,2021/7/1,東京都,120-0005,東京都,足立区,綾瀬3丁目1-6,PS,アルファグループ,アルファグループ
7796,楽天モバイル イオンモール福岡店,OPEN,2021/7/21,福岡県,811-2303,福岡県,糟屋郡,粕屋町大字酒殿字老ﾉ木192-1,PS,CNX,コネクシオ
7797,楽天モバイル 仙川店,OPEN,2021/7/28,東京都,182-0002,東京都,調布市,仙川町2-21-12,DS,楽天モバイル株式会社,楽天モバイル株式会社
7798,楽天モバイル イオンモール大日店,OPEN,2021/7/22,大阪府,570-0016,大阪府,守口市,大日東町1-18,DS,楽天モバイル株式会社,楽天モバイル株式会社
7799,楽天モバイル 田町店,OPEN,2021/7/30,東京都,108-0014,東京都,港区,芝5-33-1,DS,楽天モバイル株式会社,楽天モバイル株式会社
7800,楽天モバイル 日暮里店,OPEN,2021/8/1,東京都,116-0013,東京都,荒川区,西日暮里2丁目20-1,PS,アルファグループ,アルファグループ
7801,楽天モバイル イオンモール上尾店,OPEN,2021/8/1,埼玉県,362-0034,埼玉県,上尾市,愛宕3丁目8番1号,PS,アルファグループ,アルファグループ
7802,楽天モバイル 経堂店,OPEN,2021/8/6,東京都,156-0052,東京都,世田谷区,経堂2丁目2-10,DS,楽天モバイル株式会社,楽天モバイル株式会社
7804,楽天モバイル ゆめタウン博多店,OPEN,2021/8/4,福岡県,812-0055,福岡県,福岡市,東区東浜一丁目1番1号,DS,楽天モバイル株式会社,楽天モバイル株式会社
7805,楽天モバイル ゆめタウン廿日市店,OPEN,2021/8/13,広島県,738-0023,広島県,廿日市市,下平良二丁目2-1,DS,ウィルオブ・ワーク,楽天モバイル株式会社
7806,家電住まいる館YAMADA神戸本店,OPEN,2021/7/3,兵庫県,651-0073,兵庫県,神戸市,中央区脇浜海岸通2-3-1,CES,ライクスタッフィング,株式会社ヤマダ電機
7807,YAMADA web.com 江東新砂店,OPEN,2021/7/3,東京都,136-0075,東京都,江東区,新砂三丁目1番13号,CES,リクルートスタッフィング,株式会社ヤマダ電機
7808,YAMADA web.com 千種センター店,OPEN,2021/7/3,愛知県,464-0075,愛知県,名古屋市,千種区内山一丁目20-37,CES,リクルートスタッフィング,株式会社ヤマダ電機
7809,家電住まいる館YAMADA木更津請西本店,OPEN,2021/7/10,千葉県,292-0807,千葉県,木更津市,請西南2-27-1,CES,ライクスタッフィング,株式会社ヤマダ電機
7810,ジョーシン 王子店,OPEN,2021/7/29,東京都,114-0004,東京都,北区,堀船1-23-13,CES,ウィルオブ・ワーク,上新電機株式会社
7811,楽天モバイル 学芸大学店,OPEN,2021/8/17,東京都,152-0004,東京都,目黒区,鷹番3-8-6,DS,楽天モバイル株式会社,楽天モバイル株式会社
7812,YAMADA web.com 仙台センター店,OPEN,2021/7/17,宮城県,983-0041,宮城県,仙台市,宮城野区南目館20-20,CES,ライクスタッフィング,株式会社ヤマダ電機
7813,楽天モバイル 本厚木店,OPEN,2021/9/8,神奈川県,243-0014,神奈川県,厚木市,旭町一丁目25-1,DS,ウィルオブ・ワーク,楽天モバイル株式会社
7814,楽天モバイル 十条店,OPEN,2021/8/27,東京都,114-0031,東京都,北区,十条仲原1丁目8-28,DS,楽天モバイル株式会社,楽天モバイル株式会社
7815,楽天モバイル ダイナシティ小田原店,OPEN,2021/8/12,神奈川県,250-0872,神奈川県,小田原市,中里208,PS,アルファグループ,アルファグループ
7816,楽天モバイル イオンモール熊本店,OPEN,2021/8/20,熊本県,861-3106,熊本県,上益城郡,嘉島町大字上島字長池2232,DS,アール・コミュニケーションズ,楽天モバイル株式会社
7817,楽天モバイル 武蔵浦和マーレ店,OPEN,2021/8/27,埼玉県,336-0022,埼玉県,さいたま市,南区白幡5丁目19番19号,DS,ウィルオブ・ワーク,楽天モバイル株式会社
7818,YAMADA web.com 宇都宮本店,OPEN,2021/12/18,栃木県,321-0954,栃木県,宇都宮市,元今泉3丁目1-14,CES,リクルートスタッフィング,株式会社ヤマダ電機
7819,YAMADA web.com 郡山本店,OPEN,2021/12/18,福島県,963-8053,福島県,郡山市,八山田西1丁目273-2,CES,ライクスタッフィング,株式会社ヤマダ電機
7820,楽天モバイル イオンモール倉敷店,OPEN,2021/8/27,岡山県,710-8560,岡山県,倉敷市,水江1,DS,CNX,楽天モバイル株式会社
7821,楽天モバイル 雪が谷大塚店,OPEN,2021/8/30,東京都,145-0066,東京都,大田区,南雪谷2丁目2-16,DS,楽天モバイル株式会社,楽天モバイル株式会社
7822,家電住まいる館YAMADA長野SBC通り店,OPEN,2021/8/21,長野県,381-0043,長野県,長野市,吉田一丁目21-33,CES,----,株式会社ヤマダ電機
7827,楽天モバイル 荻窪店,OPEN,2021/9/1,東京都,167-0051,東京都,杉並区,荻窪5丁目28番12号,PS,アルファグループ,アルファグループ
7828,楽天モバイル ビバモール美原南インター店,OPEN,2021/9/18,大阪府,587-0002,大阪府,堺市,美原区黒山1008番地,PS,アイテム,株式会社アイテム
7829,楽天モバイル ゆめタウン高松店,OPEN,2021/9/17,香川県,761-8072,香川県,高松市,三条町608-1,PS,CNX,コネクシオ
7830,楽天モバイル 府中店,OPEN,2021/9/24,東京都,183-0056,東京都,府中市,寿町1-1-19,PS,アルファグループ,アルファグループ
7831,楽天モバイル イオンモール沖縄ライカム店,OPEN,2021/9/17,沖縄県,901-2306,沖縄県,中頭郡,北中城村字ライカム1番地,PS,T-GAIA,T-GAIA
7832,楽天モバイル 目黒店,OPEN,2021/9/30,東京都,141-0021,東京都,品川区,上大崎2-15-15,DS,楽天モバイル株式会社,楽天モバイル株式会社
7834,楽天モバイル 秋葉原店,OPEN,2021/9/24,東京都,101-0021,東京都,千代田区,外神田1-13-1,DS,楽天モバイル株式会社,楽天モバイル株式会社
7836,家電住まいる館×YAMADA web.com 松山問屋町店,OPEN,2021/8/28,愛媛県,791-8018,愛媛県,松山市,問屋町9-30,CES,----,株式会社ヤマダ電機
7837,楽天モバイル ららぽーと名古屋みなとアクルス店,ToBeReleased,2021/10/15,愛知県,455-0018,愛知県,名古屋市,港区港明2-3-2,DS,楽天モバイル株式会社,楽天モバイル株式会社
7838,楽天モバイル イオンモール新利府南館店,OPEN,2021/10/8,宮城県,981-0114,宮城県,宮城郡,利府町新中道3丁目1-1,DS,CNX,楽天モバイル株式会社
7840,エディオン 小牧店,OPEN,2021/10/1,愛知県,485-0046,愛知県,小牧市,堀の内4-140-1,CES,リクルートスタッフィング,株式会社エディオン
7842,楽天モバイル 高田馬場店,ToBeReleased,2021/10/5,東京都,169-0075,東京都,新宿区,高田馬場1-25-31,DS,楽天モバイル株式会社,楽天モバイル株式会社
7843,楽天モバイル 松戸店,ToBeReleased,2021/10/8,千葉県,271-0091,千葉県,松戸市,本町1-2,DS,ウィルオブ・ワーク,楽天モバイル株式会社
7844,テックランド菊陽店,OPEN,2021/9/18,熊本県,869-1101,熊本県,菊池郡,菊陽町津久礼2464,CES,リクルートスタッフィング,株式会社ヤマダ電機
7845,ケーズデンキ いわき本店,ToBeReleased,2021/10/23,福島県,970-8036,福島県,いわき市,平谷川瀬3丁目20-16,CES,パーソルマーケティング,ケーズホールディングス
7846,楽天モバイル トレッサ横浜店,ToBeReleased,2021/10/22,神奈川県,222-0002,神奈川県,横浜市,港北区師岡町700番地      ,DS,楽天モバイル株式会社,楽天モバイル株式会社
7847,エディオン 高針原店,ToBeReleased,2021/10/22,愛知県,465-0073,愛知県,名古屋市,名東区高針原2-1604,CES,リクルートスタッフィング,株式会社エディオン
7848,コジマ×ビックカメラ イーアス春日井店,ToBeReleased,2021/10/19,愛知県,486-0842,愛知県,春日井市,六軒屋町東丘22,CES,ウィルオブ・ワーク,株式会社ビックカメラ
7849,楽天モバイル MARK IS みなとみらい店,ToBeReleased,2021/10/20,神奈川県,220-0012,神奈川県,横浜市,西区みなとみらい3-5-1,DS,楽天モバイル株式会社,楽天モバイル株式会社
7850,YAMADA web.com 長岡店,OPEN,2021/10/29,新潟県,940-2106,新潟県,長岡市,古正寺1丁目3141,CES,ライクスタッフィング,株式会社ヤマダ電機
7851,Tecc LIFE SELECT 久喜菖蒲店,OPEN,2021/9/30,埼玉県,346-0106,埼玉県,久喜市,菖蒲町菖蒲7004,CES,----,株式会社ヤマダ電機
7852,テックランドムサシ姫路広畑店,OPEN,2021/9/30,兵庫県,671-1122,兵庫県,姫路市,広畑区夢前町3丁目1-7,CES,----,株式会社ヤマダ電機
7853,楽天モバイル アリオ加古川店,ToBeReleased,2021/10/28,兵庫県,675-0124,兵庫県,加古川市,別府町緑町2番地,DS,楽天モバイル株式会社,楽天モバイル株式会社
7854,楽天モバイル 国立店,ToBeReleased,2021/10/15,東京都,186-0002,東京都,国立市,東1-6-24,DS,楽天モバイル株式会社,楽天モバイル株式会社
7855,Tecc LIFE SELECT 加古川本店,OPEN,2021/9/30,兵庫県,675-0115,兵庫県,加古川市,平岡町一色100-1,CES,ライクスタッフィング,株式会社ヤマダ電機
7856,楽天モバイル 成城学園前店,ToBeReleased,2021/11/1,東京都,157-0066,東京都,世田谷区,成城6丁目10番7号,PS,アルファグループ,アルファグループ
7857,楽天モバイル コビルナ町田店,ToBeReleased,2021/11/1,東京都,194-0013,東京都,町田市,原町田6丁目9番19号,PS,アルファグループ,アルファグループ
7858,楽天モバイル イオンモール北戸田店,ToBeReleased,2021/10/22,埼玉県,335-0032,埼玉県,戸田市,美女木東1-3-2,DS,楽天モバイル株式会社,楽天モバイル株式会社
7859,楽天モバイル ピオニウォーク東松山店,ToBeReleased,2021/11/1,埼玉県,355-0048,埼玉県,東松山市,あずま町四丁目3,PS,アルファグループ,アルファグループ
7860,楽天モバイル イオンモール座間店,ToBeReleased,2021/11/1,神奈川県,252-0012,神奈川県,座間市,広野台2丁目10-4,PS,株式会社ラネット,株式会社ラネット
7861,テックランド博多本店,ToBeReleased,2021/11/19,福岡県,812-0007,福岡県,福岡市,博多区東比恵3-33-16,CES,リクルートスタッフィング,株式会社ヤマダ電機
7862,Tecc LIFE SELECT 徳島本店,ToBeReleased,2021/11/19,徳島県,770-0804,徳島県,徳島市,中吉野町4丁目1-1,CES,リクルートスタッフィング,株式会社ヤマダ電機
7863,楽天モバイル イオンモール姫路リバーシティ店,OPEN,2021/11/12,兵庫県,672-8064,兵庫県,姫路市,飾磨区細江2560,DS,リクルートスタッフィング,楽天モバイル株式会社
7864,エディオン イオンモール八幡東店,OPEN,2021/11/19,福岡県,805-0071,福岡県,北九州市,八幡東区東田3丁目2-102,CES,パーソルマーケティング,株式会社エディオン
7866,楽天モバイル 池袋西口店,OPEN,2021/11/5,東京都,171-0021,東京都,豊島区,西池袋1丁目16-1,DS,楽天モバイル株式会社,楽天モバイル株式会社
7867,楽天モバイル 高円寺店,OPEN,2021/11/26,東京都,166-0002,東京都,杉並区,高円寺北2丁目7-6,DS,楽天モバイル株式会社,楽天モバイル株式会社
7868,楽天モバイル 新百合丘オーパ店,OPEN,2021/11/12,神奈川県,215-0021,神奈川県,川崎市,麻生区上麻生1丁目1-1,DS,楽天モバイル株式会社,楽天モバイル株式会社
7869,ジョーシン 宝塚店,OPEN,2021/11/26,兵庫県,665-0845,兵庫県,宝塚市,栄町1丁目8-35,CES,リクルートスタッフィング,上新電機株式会社
7870,楽天モバイル ビーンズ中山店,OPEN,2021/11/9,神奈川県,226-0013,神奈川県,横浜市,緑区寺山町59,DS,楽天モバイル株式会社,楽天モバイル株式会社
7871,楽天モバイル イオンモール大和郡山店,OPEN,2021/11/18,奈良県,639-1101,奈良県,大和郡山市,下三橋町741,PS,CNX,コネクシオ
7872,楽天モバイル ゆめタウン大牟田店,OPEN,2021/11/19,福岡県,836-0807,福岡県,大牟田市,旭町2丁目28-1,DS,アール・コミュニケーションズ,楽天モバイル株式会社
7873,LABI LIFE SELECT 茅ヶ崎店,OPEN,2021/11/5,神奈川県,253-0044,神奈川県,茅ヶ崎市,新栄町12-3,CES,ライクスタッフィング,株式会社ヤマダ電機
7874,テックランド New本庄店,OPEN,2021/11/5,埼玉県,367-0016,埼玉県,本庄市,鵜森265-1,CES,リクルートスタッフィング,株式会社ヤマダ電機
7875,楽天モバイル 行徳郵便局店,OPEN,2021/11/18,千葉県,272-0141,千葉県,市川市,香取2丁目1-16,miniDS,ウィルオブ・ワーク,楽天モバイル株式会社
7876,楽天モバイル 朝霞郵便局店,OPEN,2021/11/19,埼玉県,351-8799,埼玉県,朝霞市,本町2丁目1-32,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
7877,楽天モバイル さいたま新都心郵便局店,OPEN,2021/11/18,埼玉県,330-9799,埼玉県,さいたま市,中央区新都心3-1,miniDS,ウィルオブ・ワーク,楽天モバイル株式会社
7878,楽天モバイル 船橋東郵便局店,OPEN,2021/11/18,千葉県,274-8799,千葉県,船橋市,習志野台2丁目50-12,miniDS,リクルートスタッフィング,楽天モバイル株式会社
7879,楽天モバイル 蕨郵便局店,OPEN,2021/11/19,埼玉県,335-8799,埼玉県,蕨市,中央5丁目8-21,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
7880,楽天モバイル 坂戸郵便局店,OPEN,2021/11/19,埼玉県,350-0299,埼玉県,坂戸市,千代田2丁目5-15,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
7881,楽天モバイル 狭山郵便局店,OPEN,2021/11/19,埼玉県,350-1399,埼玉県,狭山市,富士見1丁目15-32,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
7882,楽天モバイル フレスポ鳥栖店,OPEN,2021/11/26,佐賀県,841-0026,佐賀県,鳥栖市,本鳥栖町537-1,DS,コネクシオ（業務委託）,楽天モバイル株式会社
7883,楽天モバイル 所沢西郵便局店,OPEN,2021/11/22,埼玉県,359-1199,埼玉県,所沢市,若狭2丁目2594-1,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
7884,楽天モバイル 松戸郵便局店,OPEN,2021/11/22,千葉県,271-8799,千葉県,松戸市,松戸1743-8,miniDS,ウィルオブ・ワーク,楽天モバイル株式会社
7885,楽天モバイル 八千代郵便局店,OPEN,2021/11/25,千葉県,276-8799,千葉県,八千代市,ゆりのき台1丁目1-1,miniDS,リクルートスタッフィング,楽天モバイル株式会社
7888,楽天モバイル 川越西郵便局店,OPEN,2021/11/24,埼玉県,350-1199,埼玉県,川越市,小室22-1,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
7889,楽天モバイル 筑波学園郵便局店,OPEN,2021/11/25,茨城県,305-8799,茨城県,つくば市,吾妻1丁目13-2,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
7890,楽天モバイル 前橋中央郵便局店,OPEN,2021/11/25,群馬県,371-8799,群馬県,前橋市,城東町1丁目6-5,miniDS,リクルートスタッフィング,楽天モバイル株式会社
7891,楽天モバイル 桶川郵便局店,OPEN,2021/11/26,埼玉県,363-8799,埼玉県,桶川市,若宮1丁目6-30,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
7892,楽天モバイル 花見川郵便局店,OPEN,2021/11/26,千葉県,262-8799,千葉県,千葉市,花見川区さつきが丘1丁目30-1,miniDS,リクルートスタッフィング,楽天モバイル株式会社
7893,楽天モバイル 桐生郵便局店,OPEN,2021/11/26,群馬県,376-8799,群馬県,桐生市,巴町2丁目1113,miniDS,リクルートスタッフィング,楽天モバイル株式会社
7894,楽天モバイル 松戸南郵便局店,OPEN,2021/11/26,千葉県,270-2299,千葉県,松戸市,松飛台470-1,miniDS,ウィルオブ・ワーク,楽天モバイル株式会社
7896,楽天モバイル 水戸中央郵便局店,OPEN,2021/11/29,茨城県,310-8799,茨城県,水戸市,三の丸1丁目4-29,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
7897,楽天モバイル 川越郵便局店,OPEN,2021/11/29,埼玉県,350-8799,埼玉県,川越市,三久保町13-1,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
7898,楽天モバイル 太田郵便局店,OPEN,2021/11/29,群馬県,373-8799,群馬県,太田市,飯田町948,miniDS,リクルートスタッフィング,楽天モバイル株式会社
7899,楽天モバイル ひたちなか郵便局店,OPEN,2021/11/29,茨城県,312-8799,茨城県,ひたちなか市,石川町28-1,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
7900,楽天モバイル 東金郵便局店,OPEN,2021/11/29,千葉県,283-8799,千葉県,東金市,東岩崎2丁目23-1,miniDS,リクルートスタッフィング,楽天モバイル株式会社
7902,楽天モバイル 浦安店,OPEN,2021/11/30,千葉県,279-0004,千葉県,浦安市,猫実4丁目18-27,DS,楽天モバイル株式会社,楽天モバイル株式会社
7903,エディオン 日吉店,OPEN,2021/12/3,神奈川県,223-0051,神奈川県,横浜市,港北区箕輪町2丁目4-37,CES,ウィルオブ・ワーク,株式会社エディオン
7904,楽天モバイル あびこショッピングプラザ店,OPEN,2021/12/1,千葉県,270-1166,千葉県,我孫子市,我孫子4丁目11-1,PS,CNX,コネクシオ
7905,楽天モバイル イオンスタイル豊田店,OPEN,2021/11/26,愛知県,471-0864,愛知県,豊田市,広路町1丁目1,DS,リクルートスタッフィング,楽天モバイル株式会社
7908,楽天モバイル 佐倉郵便局店,OPEN,2021/12/3,千葉県,285-8799,千葉県,佐倉市,海隣寺町2-5,miniDS,リクルートスタッフィング,楽天モバイル株式会社
7909,楽天モバイル アリオ蘇我店,OPEN,2021/12/1,千葉県,260-0835,千葉県,千葉市,中央区川崎町52-7,PS,アルファグループ,アルファグループ
7910,楽天モバイル 浦和店,OPEN,2021/12/1,埼玉県,330-0062,埼玉県,さいたま市,浦和区仲町1丁目4-12,PS,アルファグループ,アルファグループ
7911,楽天モバイル テラスウォーク一宮店,OPEN,2021/11/25,愛知県,491-0022,愛知県,一宮市,両郷町1丁目2,DS,楽天モバイル株式会社,楽天モバイル株式会社
7912,楽天モバイル イオン藤井寺SC店,OPEN,2021/11/26,大阪府,583-0027,大阪府,藤井寺市,岡2丁目10-11,DS,楽天モバイル株式会社,楽天モバイル株式会社
7913,楽天モバイル 駒込店,OPEN,2021/12/10,東京都,170-0003,東京都,豊島区,駒込2丁目15-9,DS,楽天モバイル株式会社,楽天モバイル株式会社
