TMCode,店舗名,Status,開店日,都道府県,郵便番号,都道府県,市区町村,それ以下,Category,販路,パートナー先
4771,楽天モバイル イオンモール日の出店,OPEN,2018/10/19,東京都,190-0182,東京都,西多摩郡,日の出町平井字三吉野桜木237番地3,PS,アルファグループ,アルファグループ
4781,ジョーシン 神戸北町店,OPEN,2018/10/19,兵庫県,651-1233,兵庫県,神戸市,北区日の峰2丁目9-1,CES,リクルートスタッフィング,上新電機株式会社
4791,エディオン イオンモール福岡店,OPEN,2018/10/26,福岡県,811-2303,福岡県,糟屋郡,粕屋町酒殿字老ノ木192-1,CES,パーソルマーケティング,株式会社エディオン
4811,楽天モバイル つかしん店,OPEN,2018/11/9,兵庫県,661-0001,兵庫県,尼崎市,塚口本町4丁目8番1号,PS,アイテム,株式会社アイテム
4871,エディオン イオンモール津南店,OPEN,2018/11/6,三重県,514-0817,三重県,津市,高茶屋小森町145番地,CES,ウィルオブ・ワーク,株式会社エディオン
4881,エディオン 天白店,OPEN,2018/10/18,愛知県,468-0043,愛知県,名古屋市,天白区菅田二丁目901,CES,ヒト・コミュニケーションズ,株式会社エディオン
4891,エディオン もりのみや店,OPEN,2018/10/19,大阪府,540-0003,大阪府,大阪市,中央区森ノ宮中央2丁目1番30号,CES,ヒト・コミュニケーションズ,株式会社エディオン
4901,エディオン 佐賀本店,OPEN,2018/10/18,佐賀県,849-0919,佐賀県,佐賀市,兵庫北6丁目4番21号,CES,パーソルマーケティング,株式会社エディオン
4911,エディオン イオンモール新居浜店,OPEN,2018/10/23,愛媛県,792-0007,愛媛県,新居浜市,前田町8-8,CES,リクルートスタッフィング,株式会社エディオン
4921,エディオン 桑名店,OPEN,2018/10/25,三重県,511-0811,三重県,桑名市,東方福島前777番,CES,ウィルオブ・ワーク,株式会社エディオン
4941,エディオン 四日市日永店,OPEN,2018/10/30,三重県,510-0885,三重県,四日市市,日永四丁目1番4号,CES,ウィルオブ・ワーク,株式会社エディオン
4951,楽天モバイル イオンモール長久手店,OPEN,2018/11/9,愛知県,480-1100,愛知県,長久手市,中央土地区画整理事業地内5・10・11街区,PS,CNX,コネクシオ
4961,楽天モバイル ららぽーと磐田店,OPEN,2018/10/31,静岡県,438-0801,静岡県,磐田市,高見丘1200番地,PS,T-GAIA,T-GAIA
4971,エディオン アルパーク南店,OPEN,2018/10/25,広島県,733-0833,広島県,広島市,西区商工センター2丁目5-1,CES,ヒト・コミュニケーションズ,株式会社エディオン
4981,エディオン 八木店,OPEN,2018/10/31,広島県,731-0101,広島県,広島市,安佐南区八木2-16-10,CES,ウィルオブ・ワーク,株式会社エディオン
4991,コジマ×ビックカメラ 宇都宮本店,OPEN,2018/10/31,栃木県,321-0962,栃木県,宇都宮市,今泉町2996-1,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
5021,ビックカメラ 大宮西口そごう店,OPEN,2018/12/14,埼玉県,330-0854,埼玉県,さいたま市,大宮区桜木町1-8-4,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
5031,ビックカメラ 広島駅前店,OPEN,2018/12/14,広島県,732-0822,広島県,広島市,南区松原町5-1,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
5041,エディオン イオンモール堺北花田店,OPEN,2018/11/2,大阪府,591-8008,大阪府,堺市,北区東浅香山町4丁目1-12,CES,ヒト・コミュニケーションズ,株式会社エディオン
5051,エディオン イオンモール浜松市野店,OPEN,2018/11/9,静岡県,435-0052,静岡県,浜松市,東区天王町字諏訪1981-3,CES,ウィルオブ・ワーク,株式会社エディオン
5061,楽天モバイル 新潟ラブラ店,OPEN,2018/11/16,新潟県,950-0088,新潟県,新潟市,中央区万代1-4-8,PS,アルファグループ,アルファグループ
5071,楽天モバイル 長野川中島店,OPEN,2018/11/16,長野県,381-2217,長野県,長野市,稲里町中央2-12-1,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
5131,エディオン イオンモール和歌山店,OPEN,2018/11/22,和歌山県,640-8451,和歌山県,和歌山市,中字楠谷573番地,CES,ヒト・コミュニケーションズ,株式会社エディオン
5141,楽天モバイル 本庄早稲田店,OPEN,2018/11/23,埼玉県,367-0030,埼玉県,本庄市,早稲田の杜2丁目1-46,miniDS,パーソルマーケティング,楽天モバイル株式会社
5171,エディオン 名古屋本店,OPEN,2018/11/29,愛知県,450-0003,愛知県,名古屋市,中村区名駅南2-4-22,CES,ヒト・コミュニケーションズ,株式会社エディオン
5181,ジョーシン 三田ウッディタウン店,OPEN,2018/11/16,兵庫県,669-1321,兵庫県,三田市,けやき台1-5,CES,リクルートスタッフィング,上新電機株式会社
5191,エディオン ららぽーとEXPOCITY店,OPEN,2018/11/16,大阪府,565-0826,大阪府,吹田市,千里万博公園2-1,CES,ヒト・コミュニケーションズ,株式会社エディオン
5201,ジョーシン 川西イオンタウン店,OPEN,2018/11/21,兵庫県,666-0124,兵庫県,川西市,多田桜木1丁目4番1号,CES,リクルートスタッフィング,上新電機株式会社
5221,エディオン イオンモール神戸北店,OPEN,2018/11/29,兵庫県,651-1515,兵庫県,神戸市,北区上津台8-1-1,CES,パーソルマーケティング,株式会社エディオン
5231,ジョーシン 伊勢ララパーク店,OPEN,2018/11/29,三重県,516-0007,三重県,伊勢市,小木町字曽祢538,CES,ウィルオブ・ワーク,上新電機株式会社
5241,エディオン 新下関店,OPEN,2018/11/30,山口県,751-0873,山口県,下関市,秋根西町二丁目6番1号,CES,ウィルオブ・ワーク,株式会社エディオン
5251,エディオン 六地蔵MOMOテラス店,OPEN,2018/11/29,京都府,612-8002,京都府,京都市,伏見区桃山町山ノ下32,CES,ヒト・コミュニケーションズ,株式会社エディオン
5261,エディオン 京橋店,OPEN,2018/11/30,大阪府,536-0016,大阪府,大阪市,城東区蒲生1-9-10,CES,ヒト・コミュニケーションズ,株式会社エディオン
5291,楽天モバイル あまがさきキューズモール店,OPEN,2018/12/19,兵庫県,661-0976,兵庫県,尼崎市,潮江1丁目3-1,PS,アイテム,株式会社アイテム
5301,エディオン 泉大津店,OPEN,2018/12/7,大阪府,595-0004,大阪府,泉大津市,千原町1-88-1,CES,ヒト・コミュニケーションズ,株式会社エディオン
5321,楽天モバイル 竹ノ塚店,OPEN,2018/12/13,東京都,121-0813,東京都,足立区,竹の塚6-3-15,PS,アルファグループ,アルファグループ
5331,100満ボルト 帯広本店,OPEN,2018/12/14,北海道,080-0831,北海道,帯広市,稲田町南9線西11-1,CES,ヒト・コミュニケーションズ,株式会社エディオン
5341,エディオン 東淡路店,OPEN,2018/12/21,大阪府,533-0023,大阪府,大阪市,東淀川区東淡路5丁目8番20号,CES,ヒト・コミュニケーションズ,株式会社エディオン
5371,ケーズデンキ 埼大通り店,OPEN,2018/12/20,埼玉県,338-0823,埼玉県,さいたま市,桜区栄和4-10-18,CES,パーソルマーケティング,ケーズホールディングス
5391,楽天モバイル 新潟中央インター店,OPEN,2018/12/21,新潟県,950-1151,新潟県,新潟市,中央区湖南4-8,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
5401,エディオン 多治見インター店,OPEN,2018/12/21,岐阜県,507-0051,岐阜県,多治見市,西坂町5-31-1,CES,ウィルオブ・ワーク,株式会社エディオン
5411,エディオン 都城吉尾店,OPEN,2018/12/14,宮崎県,885-0006,宮崎県,都城市,吉尾町6099,CES,パーソルマーケティング,株式会社エディオン
5431,エディオン 佐世保店,OPEN,2018/12/25,長崎県,857-1151,長崎県,佐世保市,日宇町2855-7,CES,ライクスタッフィング,株式会社エディオン
5441,エディオン 京都ファミリー店,OPEN,2018/12/14,京都府,615-0072,京都府,京都市,右京区山ノ内池尻町1-1,CES,ヒト・コミュニケーションズ,株式会社エディオン
5451,エディオン 下中野店,OPEN,2018/12/14,岡山県,700-0973,岡山県,岡山市,北区下中野五ノ坪441,CES,パーソルマーケティング,株式会社エディオン
5461,エディオン 知立店,OPEN,2018/12/15,愛知県,472-0053,愛知県,知立市,南新地1丁目13番地13,CES,ヒト・コミュニケーションズ,株式会社エディオン
5471,エディオン 岩国店,OPEN,2018/12/21,山口県,740-0018,山口県,岩国市,麻里布町7-9-40,CES,ウィルオブ・ワーク,株式会社エディオン
5481,エディオン 松本なぎさ店,OPEN,2018/12/21,長野県,390-0841,長野県,松本市,渚1丁目7番1号,CES,ヒト・コミュニケーションズ,株式会社エディオン
5511,エディオン 周南本店,OPEN,2018/12/21,山口県,746-0001,山口県,周南市,川崎3-17-8,CES,ウィルオブ・ワーク,株式会社エディオン
5521,エディオン 大山シティ店,OPEN,2018/12/21,沖縄県,901-2223,沖縄県,宜野湾市,大山7-1-2,CES,ヒト・コミュニケーションズ,株式会社エディオン
5531,楽天モバイル 大森駅前店,OPEN,2019/2/1,東京都,143-0016,東京都,大田区,大森北1-34-3,DS,楽天モバイル株式会社,楽天モバイル株式会社
5541,楽天モバイル イオンモール多摩平の森店,OPEN,2019/2/15,東京都,191-0062,東京都,日野市,多摩平2丁目4番1,DS,パーソルマーケティング,楽天モバイル株式会社
5551,楽天モバイル イオンモール茨木店,OPEN,2019/2/25,大阪府,567-0033,大阪府,茨木市,松ケ本町8-30,DS,ヒト・コミュニケーションズ,楽天モバイル株式会社
5561,楽天モバイル レイクタウンmori店,OPEN,2019/3/20,埼玉県,343-0828,埼玉県,越谷市,レイクタウン3丁目1-1,DS,楽天モバイル株式会社,楽天モバイル株式会社
5571,楽天モバイル 津田沼店,OPEN,2019/2/28,千葉県,275-0016,千葉県,習志野市,津田沼1-10-47,PS,アルファグループ,アルファグループ
5581,楽天モバイル ゆめタウン佐賀店,OPEN,2019/2/8,佐賀県,849-0919,佐賀県,佐賀市,兵庫北5丁目14番1号,PS,CNX,コネクシオ
5591,楽天モバイル 新発田店,OPEN,2019/2/1,新潟県,957-0063,新潟県,新発田市,新栄町3丁目1-31,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
5601,楽天モバイル 諏訪中洲店,OPEN,2019/3/29,長野県,392-0015,長野県,諏訪市,中洲5762-1,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
5621,楽天モバイル 上田大屋店,OPEN,2019/3/8,長野県,386-0152,長野県,上田市,大屋219-5,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
5631,楽天モバイル 須坂店,OPEN,2019/2/25,長野県,382-0045,長野県,須坂市,井上770,miniDS,ヒト・コミュニケーションズ,楽天モバイル株式会社
5641,楽天モバイル 北千住店,OPEN,2019/2/15,東京都,120-0034,東京都,足立区,千住三丁目75-3,PS,CNX,コネクシオ
5661,楽天モバイル イオンモール松本店,OPEN,2019/2/27,長野県,390-8560,長野県,松本市,中央4-9-51,PS,T-GAIA,T-GAIA
5671,楽天モバイル 京橋店,OPEN,2019/2/27,大阪府,534-0025,大阪府,大阪市,都島区片町2丁目4番8号,PS,アイテム,株式会社アイテム
5691,楽天モバイル 新小岩ルミエール店,OPEN,2019/3/1,東京都,124-0024,東京都,葛飾区,新小岩１丁目42-8,PS,D-POPS,D-POPS
5701,ケーズデンキ クロスモール富田林店,OPEN,2019/2/28,大阪府,584-0058,大阪府,富田林市,大字彼方989,CES,リクルートスタッフィング,ケーズホールディングス
5721,楽天モバイル イオンモール宮崎店,OPEN,2019/3/1,宮崎県,880-0834,宮崎県,宮崎市,新別府町江口862-1,DS,アール・コミュニケーションズ,楽天モバイル株式会社
5731,楽天モバイル イオンモール神戸北店,OPEN,2019/3/1,兵庫県,651-1515,兵庫県,神戸市,北区上津台8丁目1-1,DS,リクルートスタッフィング,楽天モバイル株式会社
5741,楽天モバイル おのだサンパーク店,OPEN,2019/3/1,山口県,756-0806,山口県,山陽小野田市,中川6丁目4-1,DS,アール・コミュニケーションズ,楽天モバイル株式会社
5751,楽天モバイル イオンモール堺鉄砲町店,OPEN,2019/3/14,大阪府,590-0905,大阪府,堺市,堺区鉄砲町1,DS,楽天モバイル株式会社,楽天モバイル株式会社
5761,楽天モバイル イオンモール京都五条店,OPEN,2019/3/15,京都府,615-0035,京都府,京都市,右京区西院追分町25-1,DS,ヒト・コミュニケーションズ,楽天モバイル株式会社
5771,ビックカメラ 横浜西口店,OPEN,2019/2/27,神奈川県,220-0005,神奈川県,横浜市,西区南幸2-1-29,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
5781,ビックカメラ 柏店,OPEN,2019/2/28,千葉県,277-0005,千葉県,柏市,柏1-1-20,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
5791,楽天モバイル ジョイナステラス二俣川店,OPEN,2019/3/1,神奈川県,241-0821,神奈川県,横浜市,旭区二俣川2丁目91-7,PS,CNX,コネクシオ
5801,楽天モバイル 横浜ジョイナス店,OPEN,2019/3/1,神奈川県,220-0005,神奈川県,横浜市,西区南幸1丁目5-1,PS,CNX,コネクシオ
5821,楽天モバイル ポールタウン札幌店,OPEN,2019/3/1,北海道,060-0063,北海道,札幌市,中央区南3条西3丁目,DS,楽天モバイル株式会社,楽天モバイル株式会社
5831,LABI1 日本総本店池袋,OPEN,2019/3/15,東京都,170-0013,東京都,豊島区,東池袋1-5-7,CES,リクルートスタッフィング,株式会社ヤマダ電機
5851,LABI品川大井町,OPEN,2019/3/21,東京都,140-0011,東京都,品川区,東大井5丁目20-1,CES,ライクスタッフィング,株式会社ヤマダ電機
5861,ヤマダデンキ LABI上大岡,OPEN,2019/3/23,神奈川県,233-0002,神奈川県,横浜市,港南区上大岡西1-18-5,CES,ライクスタッフィング,株式会社ヤマダ電機
5871,ヤマダデンキ テックランド札幌発寒店,OPEN,2019/3/29,北海道,063-0831,北海道,札幌市,西区発寒十一条14丁目1069-21,CES,ライクスタッフィング,株式会社ヤマダ電機
5881,楽天モバイル 宇都宮インターパークビレッジ店,OPEN,2019/3/20,栃木県,321-0118,栃木県,宇都宮市,インターパーク4-1-3,PS,T-GAIA,T-GAIA
5891,ケーズデンキ 市川インター店,OPEN,2019/3/14,千葉県,272-0014,千葉県,市川市,田尻1-6-5,CES,ウィルオブ・ワーク,ケーズホールディングス
5901,楽天モバイル なんばウォーク店,OPEN,2019/3/19,大阪府,542-0074,大阪府,大阪市,中央区千日前1-5-5,DS,ヒト・コミュニケーションズ,楽天モバイル株式会社
5911,楽天モバイル イオンモールむさし村山店,OPEN,2019/3/20,東京都,208-0022,東京都,武蔵村山市,榎1-1-3,DS,パーソルマーケティング,楽天モバイル株式会社
5921,ケーズデンキ 川崎野川店,OPEN,2019/3/21,神奈川県,213-0029,神奈川県,川崎市,高津区東野川1丁目3番24号,CES,ライクスタッフィング,ケーズホールディングス
5931,ケーズデンキ 湘南藤沢店,OPEN,2019/3/21,神奈川県,252-0822,神奈川県,藤沢市,葛原字滝谷戸1695-3,CES,ライクスタッフィング,ケーズホールディングス
5941,楽天モバイル アリオ八尾店,OPEN,2019/3/21,大阪府,581-0803,大阪府,八尾市,光町2丁目3,DS,ヒト・コミュニケーションズ,楽天モバイル株式会社
5971,楽天モバイル 十三駅前路面店,OPEN,2019/3/29,大阪府,532-0024,大阪府,大阪市,淀川区十三本町1丁目9-16,DS,ヒト・コミュニケーションズ,楽天モバイル株式会社
5981,楽天モバイル イオンモールナゴヤドーム前店,OPEN,2019/3/20,愛知県,461-0048,愛知県,名古屋市,東区矢田南四丁目 102番3号,DS,ヒト・コミュニケーションズ,楽天モバイル株式会社
6001,ビックカメラ なんば店,OPEN,2019/3/19,大阪府,542-0074,大阪府,大阪市,中央区千日前2-10-1,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
6011,楽天モバイル イオンモール福津店,OPEN,2019/3/28,福岡県,811-3209,福岡県,福津市,日蒔野6丁目16番地-1,DS,楽天モバイル株式会社,楽天モバイル株式会社
6021,楽天モバイル イオンモール春日部店,OPEN,2019/4/30,埼玉県,344-0122,埼玉県,春日部市,下柳420-1,DS,パーソルマーケティング,楽天モバイル株式会社
6031,楽天モバイル イオンモールつくば店,OPEN,2019/4/30,茨城県,305-0071,茨城県,つくば市,稲岡66-1,DS,楽天モバイル株式会社,楽天モバイル株式会社
6051,ビックカメラ 新横浜店,OPEN,2019/3/28,神奈川県,222-0033,神奈川県,横浜市,港北区新横浜2-100-45,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
6061,楽天モバイル イーアス高尾店,OPEN,2019/4/12,東京都,193-0834,東京都,八王子市,東浅川町550-1,DS,ウィルオブ・ワーク,楽天モバイル株式会社
6071,ビックカメラ 渋谷東口店,OPEN,2019/3/29,東京都,150-0002,東京都,渋谷区,渋谷1-24-10,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
6111,コジマ×ビックカメラ 函館店,OPEN,2019/3/27,北海道,041-0813,北海道,函館市,亀田本町55-8,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
6141,楽天モバイル 下北沢店,OPEN,2019/3/29,東京都,155-0031,東京都,世田谷区,北沢二丁目10番10号,DS,楽天モバイル株式会社,楽天モバイル株式会社
6151,楽天モバイル イオンモール名取店,OPEN,2019/4/19,宮城県,981-1227,宮城県,名取市,杜せきのした5丁目3-1,PS,CNX,コネクシオ
6161,楽天モバイル 川崎ゼロゲート店,OPEN,2019/8/8,神奈川県,210-0023,神奈川県,川崎市,川崎区小川町1番地1,DS,楽天モバイル株式会社,楽天モバイル株式会社
6171,楽天モバイル イオンモール筑紫野店,OPEN,2019/4/26,福岡県,818-0042,福岡県,筑紫野市,立明寺434-1,PS,CNX,コネクシオ
6181,ビックカメラ あべのキューズモール店,OPEN,2019/4/5,大阪府,545-0052,大阪府,大阪市,阿倍野区阿倍野筋1-6-1,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
6191,ケーズデンキ アクロスプラザ八尾店,OPEN,2019/4/18,大阪府,581-0023,大阪府,八尾市,都塚四丁目45-1,CES,ヒト・コミュニケーションズ,ケーズホールディングス
6201,ケーズデンキ カナートモール和泉府中店,OPEN,2019/4/25,大阪府,595-0021,大阪府,泉大津市,東豊中町1丁目5-5,CES,ヒト・コミュニケーションズ,ケーズホールディングス
6211,楽天モバイル パークプレイス大分店,OPEN,2019/4/26,大分県,870-0174,大分県,大分市,公園通り西2-1,PS,T-GAIA,T-GAIA
6221,楽天モバイル イオンモール東浦店,OPEN,2019/4/16,愛知県,470-2102,愛知県,知多郡,東浦町大字緒川字旭13-2,DS,リクルートスタッフィング,楽天モバイル株式会社
6231,楽天モバイル 池袋東口店,OPEN,2019/4/25,東京都,171-0022,東京都,豊島区,南池袋1-19-5,DS,楽天モバイル株式会社,楽天モバイル株式会社
6251,コジマ×ビックカメラ イオン西岡店,OPEN,2019/4/18,北海道,062-0033,北海道,札幌市,豊平区西岡3条3丁目4-1,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
6271,ビックカメラ 池袋西口店,OPEN,2019/4/26,東京都,171-0021,東京都,豊島区,西池袋1-16-3,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
6291,ビックカメラ 京王調布店,OPEN,2019/4/25,東京都,182-0026,東京都,調布市,小島町2-48-6,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
6301,コジマ×ビックカメラ 広島インター緑井店,OPEN,2019/4/25,広島県,731-0103,広島県,広島市,安佐南区緑井1丁目3-1,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
6311,ヤマダデンキ LABI LIFE SELECT 自由が丘,OPEN,2019/4/25,東京都,152-0034,東京都,目黒区,緑が丘2-17-9,CES,リクルートスタッフィング,株式会社ヤマダ電機
6321,エディオン イオンモール橿原店,OPEN,2019/4/26,奈良県,634-0837,奈良県,橿原市,曲川町7-20-1,CES,ヒト・コミュニケーションズ,株式会社エディオン
6331,ヤマダデンキ LABI名古屋,OPEN,2019/4/26,愛知県,450-0002,愛知県,名古屋市,中村区名駅1-2-5,CES,リクルートスタッフィング,株式会社ヤマダ電機
6341,楽天モバイル イオンモール和歌山店,OPEN,2019/5/31,和歌山県,640-8451,和歌山県,和歌山市,中字楠谷573番地,DS,CNX,楽天モバイル株式会社
6351,楽天モバイル ならファミリー店,OPEN,2019/5/31,奈良県,631-0821,奈良県,奈良市,西大寺東町2丁目4-1,DS,ヒト・コミュニケーションズ,楽天モバイル株式会社
6361,ビックカメラ 新宿東口駅前店,OPEN,2019/5/14,東京都,160-0022,東京都,新宿区,新宿3-26-10,CES,株式会社ラネット,株式会社ビックカメラ
6371,ビックカメラ 新宿西口店,OPEN,2019/5/16,東京都,160-0023,東京都,新宿区,西新宿1-5-1,CES,株式会社ラネット,株式会社ビックカメラ
6381,ビックカメラ 高崎東口店,OPEN,2019/5/15,群馬県,370-0841,群馬県,高崎市,栄町10-10,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
6391,ビックカメラ 名古屋JRゲートタワー店,OPEN,2019/5/22,愛知県,450-6610,愛知県,名古屋市,中村区名駅1-1-3,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
6401,ビックカメラ 立川店,OPEN,2019/5/30,東京都,190-0012,東京都,立川市,曙町2-12-2,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
6441,ヤマダデンキ LABI三宮,OPEN,2019/5/23,兵庫県,650-0021,兵庫県,神戸市,中央区三宮1-5-8,CES,ライクスタッフィング,株式会社ヤマダ電機
6451,ビックカメラ 赤坂見附駅店,OPEN,2019/5/31,東京都,107-0052,東京都,港区,赤坂3-1-6,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
6461,楽天モバイル イオンモール草津店,OPEN,2019/6/1,滋賀県,525-0067,滋賀県,草津市,新浜町300,PS,上新電機,上新電機株式会社
6471,楽天モバイル ららぽーと和泉店,OPEN,2019/6/1,大阪府,594-1157,大阪府,和泉市,あゆみ野4-4-7,DS,CNX,楽天モバイル株式会社
6491,エディオン なんば本店,OPEN,2019/6/7,大阪府,542-0076,大阪府,大阪市,中央区難波3丁目2-18,CES,ヒト・コミュニケーションズ,株式会社エディオン
6501,楽天モバイル イオンモール久御山店,OPEN,2019/6/14,京都府,613-0024,京都府,久世郡,久御山町森南大内156-1,DS,ヒト・コミュニケーションズ,楽天モバイル株式会社
6511,楽天モバイル イオンモール幕張新都心店,OPEN,2019/6/14,千葉県,261-0024,千葉県,千葉市,美浜区豊砂1-1,DS,ウィルオブ・ワーク,楽天モバイル株式会社
6531,楽天モバイル セブンパークアリオ柏店,OPEN,2019/6/21,千葉県,277-0922,千葉県,柏市,大島田1丁目6番地1,DS,ウィルオブ・ワーク,楽天モバイル株式会社
6541,楽天モバイル イオンモール大阪ドームシティ店,OPEN,2019/6/21,大阪府,550-0023,大阪府,大阪市,西区千代崎3丁目13番1,DS,ヒト・コミュニケーションズ,楽天モバイル株式会社
6551,ジョーシン 高槻店,OPEN,2019/6/20,大阪府,569-1144,大阪府,高槻市,大畑町24-10,CES,リクルートスタッフィング,上新電機株式会社
6561,ケーズデンキ 熊本中央店,OPEN,2019/6/25,熊本県,862-0971,熊本県,熊本市,中央区大江3丁目2番20号,CES,パーソルマーケティング,ケーズホールディングス
6571,楽天モバイル 岸和田カンカンベイサイドモール店,OPEN,2019/6/28,大阪府,596-0014,大阪府,岸和田市,港緑町3-1,DS,リクルートスタッフィング,楽天モバイル株式会社
6581,楽天モバイル イオンモール大垣店,OPEN,2019/6/28,岐阜県,503-0933,岐阜県,大垣市,外野2丁目100番地,DS,ウィルオブ・ワーク,楽天モバイル株式会社
6591,楽天モバイル イオンモール鶴見緑地店,OPEN,2019/6/28,大阪府,538-0053,大阪府,大阪市,鶴見区鶴見4丁目17-1,DS,リクルートスタッフィング,楽天モバイル株式会社
6601,楽天モバイル イオンモール東員店,OPEN,2019/6/28,三重県,511-0255,三重県,員弁郡,東員町大字長深字築田510番地1,DS,ヒト・コミュニケーションズ,楽天モバイル株式会社
6611,楽天モバイル イオンモール高岡店,OPEN,2019/7/3,富山県,933-0813,富山県,高岡市,下伏間江383,PS,CNX,コネクシオ
6621,ビックカメラ 水戸駅店,OPEN,2019/6/11,茨城県,310-0015,茨城県,水戸市,宮町1-7-31,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
6641,ヤマダデンキ LABI渋谷,OPEN,2019/6/14,東京都,150-0043,東京都,渋谷区,道玄坂2丁目29番20,CES,リクルートスタッフィング,株式会社ヤマダ電機
6651,ヤマダデンキ LABI1 なんば,OPEN,2019/6/21,大阪府,556-0011,大阪府,大阪市,浪速区難波中2丁目11番35号,CES,ライクスタッフィング,株式会社ヤマダ電機
6661,ヤマダデンキ LABI LIFE SELECT 千里,OPEN,2019/6/21,大阪府,560-0082,大阪府,豊中市,新千里東町1丁目2-20,CES,ライクスタッフィング,株式会社ヤマダ電機
6681,楽天モバイル 沖縄パルコシティ店,OPEN,2019/6/27,沖縄県,901-2123,沖縄県,浦添市,西洲3-1-1,PS,T-GAIA,T-GAIA
6701,ヤマダデンキ LABI東京八重洲,OPEN,2019/6/27,東京都,103-0028,東京都,中央区,八重洲1丁目5番22号,CES,リクルートスタッフィング,株式会社ヤマダ電機
6711,ヤマダデンキ テックランド横浜本店,OPEN,2019/6/28,神奈川県,233-0016,神奈川県,横浜市,港南区下永谷5-2-1,CES,ライクスタッフィング,株式会社ヤマダ電機
6731,ビックカメラ 天神1号館,OPEN,2019/6/19,福岡県,810-0021,福岡県,福岡市,中央区今泉1-25-1,CES,リクルートスタッフィング,株式会社ビックカメラ
6741,ケーズデンキ 郡山本店,OPEN,2019/6/21,福島県,963-8022,福島県,郡山市,西ノ内2-11-35,CES,パーソルマーケティング,ケーズホールディングス
6751,ビックカメラ アリオ八尾店,OPEN,2019/7/1,大阪府,581-0803,大阪府,八尾市,光町2丁目3番,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
6761,楽天モバイル 四日市駅前店,OPEN,2019/7/12,三重県,510-0085,三重県,四日市市,諏訪栄町7-34,DS,ヒト・コミュニケーションズ,楽天モバイル株式会社
6781,家電住まいる館YAMADA長崎本店,OPEN,2019/6/28,長崎県,852-8031,長崎県,長崎市,三芳町2-1,CES,リクルートスタッフィング,株式会社ヤマダ電機
6791,楽天モバイル 仙台一番町店,OPEN,2019/7/12,宮城県,980-0811,宮城県,仙台市,青葉区一番町3-10-24,DS,CNX,楽天モバイル株式会社
6801,コジマ×ビックカメラ 相模原店,OPEN,2019/6/27,神奈川県,252-0234,神奈川県,相模原市,中央区共和 4-18-19,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
6821,コジマ×ビックカメラ 横須賀店,OPEN,2019/6/28,神奈川県,238-0006,神奈川県,横須賀市,日の出町3丁目16-1,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
6831,コジマ×ビックカメラ 那覇店,OPEN,2019/7/4,沖縄県,900-0003,沖縄県,那覇市,安謝664-5,CES,ヒト・コミュニケーションズ,株式会社ビックカメラ
6841,楽天モバイル イオンモール土浦店,OPEN,2019/7/19,茨城県,300-0811,茨城県,土浦市,上高津367,DS,楽天モバイル株式会社,楽天モバイル株式会社
6851,楽天モバイル ららぽーと甲子園店,OPEN,2019/8/9,兵庫県,663-8178,兵庫県,西宮市,甲子園八番町1-100,DS,パーソルマーケティング,楽天モバイル株式会社
6861,ケーズデンキ いわき鹿島店,OPEN,2019/7/25,福島県,971-8145,福島県,いわき市,鹿島町船戸字京塚3-1,CES,ライクスタッフィング,ケーズホールディングス
6871,楽天モバイル イオンモール伊丹昆陽店,OPEN,2019/7/26,兵庫県,664-0027,兵庫県,伊丹市,池尻4丁目1番地1,PS,上新電機,上新電機株式会社
6881,楽天モバイル イオンモール盛岡南店,OPEN,2019/8/1,岩手県,020-0866,岩手県,盛岡市,本宮7丁目1-1,DS,CNX,楽天モバイル株式会社
6891,楽天モバイル イオンモールいわき小名浜店,OPEN,2019/8/1,福島県,971-8555,福島県,いわき市,小名浜辰巳町79番地,DS,ライクスタッフィング,楽天モバイル株式会社
