category,copy,manufacturer,name,code,color,dimensions,weight,sizeType,resolution,CPU,OS,memory,cardslot,battery,wirelessCharge,standbyTime1,talkTime1,down(LTE),up(LTE),down(sub6),up(sub6),down (mmW),up (mmW),SIM,fullsegOneseg,FeliCa,NFC,waterDustresistant,shockResistant,biometricID,fastCharge,accessories1,connectivity1,connectivity2,wifi,tethering,bluetooth,infrared,resolution1,opticalZoom1,digitalZoom1,stabilizer1,autoFocus1,focalratio1,ISO1,HDR1,LEDflash1,AIcamera1,resolution2,opticalZoom2,digitalZoom2,stabilizer2,autoFocus2,focalratio2,ISO2,HDR2,LEDflash2,AIcamera2,HiRes,ETWS,microphonejack,USB,GPS,codec1,5G(sub6)1,5G (mmW)1,LTE1,tdLTE1,wcdma1,GSM1
スマートフォン,新しいスマホ。新しいワタシ。,ソニー,Xperia 5 V,xperia-5m5,ブラック / プラチナシルバー,約154 x 約68 x 約8.6 (mm),約182g,約6.1インチ / Glass-OLED,"FHD+ / 1,080 × 2,520",Snapdragon®  8 Gen2 Mobile Platform / オクタコア 3.2GHz x 1 + 2.8GHz x 4 + 2GHz x 3,Android™ 13,8GB (RAM) / 128GB (ROM),micro SDXC™ (最大 1TB),"5,000mAh",対応,約630時間,約50時間,400Mbps,75Mbps,2.14Gbps,217Mbps,-,-,nanoSIM / eSIM,非対応 / 非対応,対応,対応,対応 (IPX5・IPX8 / IP6X),非対応,対応 / 非対応,対応,取扱説明書 ～ 重要なお知らせ x 1 / 保証書 x 1,対応,対応,IEEE 802.11 a/b/g/n/ac/ax/ax(6GHz),10台,5.3,非対応,"約4,800万画素 (広角) + 約1,200万画素 (超広角)",約2倍 / 約2倍,約6倍 / 約6倍,対応 / 対応,対応,"f/1.9, f/2.2","6,400, 12,800",対応,対応,非対応,"約1,200万画素 (広角)",非対応,非対応,対応 / 対応,非対応,f/2,"3,200",対応,対応,非対応,対応,対応,対応,USB Type-C / USB 3.2 (Gen 2x2),対応,H.263 / H.264 / H.265 / MPEG-4Video / VP8 / VP9,Band n1 (2.1GHz) / Band n3 (1.7GHz) / Band n5 (850MHz) / Band n28 (700MHz) / Band n41 (2.5GHz) / Band n77 (3.8GHz) / Band n78 (3.5GHz) / Band n79 (4.5GHz),-,Band 1 (2.0GHz) / Band 3 (1.7GHz) / Band 4 (1.7GHz / 2.1GHz) / Band 5 (850MHz) / Band 7 (2.6GHz) / Band 8 (900MHz) / Band 12 (700MHz) / Band 13 (750MHz) / Band 17 (700MHz) / Band 18 (800MHz) / Band 19 (800MHz) / Band 21 (1.5GHz) / Band 26 (800MHz) / Band 28 (700MHz),Band 38 (2.6GHz) / Band 39 (1.9GHz) / Band 40 (2.3GHz) / Band 41 (2.5GHz) / Band 42 (3.5GHz),Band I (2.0GHz) / Band V (850MHz) / Band VI (800MHz) / Band VIII (900MHz) / Band XIX (800MHz),850MHz / 900MHz / 1.8GHz / 1.9GHz
