update,number,area,company,line,station,code,4g,ground,between,omit,branch
,1578,関西,Osaka Metro,四つ橋線,岸里～玉出,,データ高速無制限,地下,駅間,,
,1579,関西,Osaka Metro,四つ橋線,玉出,Y19,データ高速無制限,地下,駅,,
,1580,関西,Osaka Metro,四つ橋線,玉出～北加賀屋,,データ高速無制限,地下,駅間,,
,1581,関西,Osaka Metro,四つ橋線,北加賀屋,Y20,データ高速無制限,地下,駅,,
,1582,関西,Osaka Metro,四つ橋線,北加賀屋～住之江公園,,データ高速無制限,地下,駅間,,
,1583,関西,Osaka Metro,四つ橋線,住之江公園,Y21,データ高速無制限,地下,駅,,
,1584,関西,Osaka Metro,中央線,コスモスクエア,C10,データ高速無制限,地下,駅,,
,1585,関西,Osaka Metro,中央線,コスモスクエア～大阪港,,データ高速無制限,地下,駅間,,
,1586,関西,Osaka Metro,中央線,大阪港,C11,データ高速無制限,地上,駅,,
,1587,関西,Osaka Metro,中央線,大阪港～朝潮橋,,データ高速無制限,地上,駅間,,
,1588,関西,Osaka Metro,中央線,朝潮橋,C12,データ高速無制限,地上,駅,,
,1589,関西,Osaka Metro,中央線,朝潮橋～弁天町,,データ高速無制限,地上,駅間,,
,1590,関西,Osaka Metro,中央線,弁天町,C13,データ高速無制限,地上,駅,,
,1591,関西,Osaka Metro,中央線,弁天町～九条,,データ高速無制限,地上,駅間,,
,1592,関西,Osaka Metro,中央線,九条,C14,データ高速無制限,地上,駅,,
,1593,関西,Osaka Metro,中央線,九条～阿波座,,データ高速無制限,地下,駅間,,
,1594,関西,Osaka Metro,中央線,阿波座,C15,データ高速無制限,地下,駅,,
,1595,関西,Osaka Metro,中央線,阿波座～本町,,データ高速無制限,地下,駅間,,
,1596,関西,Osaka Metro,中央線,本町,C16,データ高速無制限,地下,駅,,
,1597,関西,Osaka Metro,中央線,本町～堺筋本町,,データ高速無制限,地下,駅間,,
,1598,関西,Osaka Metro,中央線,堺筋本町,C17,データ高速無制限,地下,駅,,
,1599,関西,Osaka Metro,中央線,堺筋本町～谷町四丁目,,データ高速無制限,地下,駅間,,
,1600,関西,Osaka Metro,中央線,谷町四丁目,C18,データ高速無制限,地下,駅,,
,1601,関西,Osaka Metro,中央線,谷町四丁目～森ノ宮,,データ高速無制限,地下,駅間,,
,1602,関西,Osaka Metro,中央線,森ノ宮,C19,データ高速無制限,地下,駅,,
,1603,関西,Osaka Metro,中央線,森ノ宮～緑橋,,データ高速無制限,地下,駅間,,
,1604,関西,Osaka Metro,中央線,緑橋,C20,データ高速無制限,地下,駅,,
,1605,関西,Osaka Metro,中央線,緑橋～深江橋,,データ高速無制限,地下,駅間,,
,1606,関西,Osaka Metro,中央線,深江橋,C21,データ高速無制限,地下,駅,,
,1607,関西,Osaka Metro,中央線,深江橋～高井田,,データ高速無制限,地下,駅間,,
,1608,関西,Osaka Metro,中央線,高井田,C22,データ高速無制限,地下,駅,,
,1609,関西,Osaka Metro,中央線,高井田～長田,,データ高速無制限,地下,駅間,,
,1610,関西,Osaka Metro,中央線,長田,C23,データ高速無制限,地下,駅,,
,1611,関西,Osaka Metro,千日前線,野田阪神,S11,データ高速無制限,地下,駅,,
,1612,関西,Osaka Metro,千日前線,野田阪神～玉川,,データ高速無制限,地下,駅間,,
,1613,関西,Osaka Metro,千日前線,玉川,S12,データ高速無制限,地下,駅,,
,1614,関西,Osaka Metro,千日前線,玉川～阿波座,,データ高速無制限,地下,駅間,,
,1615,関西,Osaka Metro,千日前線,阿波座,S13,データ高速無制限,地下,駅,,
,1616,関西,Osaka Metro,千日前線,阿波座～西長堀,,データ高速無制限,地下,駅間,,
,1617,関西,Osaka Metro,千日前線,西長堀,S14,データ高速無制限,地下,駅,,
,1618,関西,Osaka Metro,千日前線,西長堀～桜川,,データ高速無制限,地下,駅間,,
,1619,関西,Osaka Metro,千日前線,桜川,S15,データ高速無制限,地下,駅,,
,1620,関西,Osaka Metro,千日前線,桜川～なんば,,データ高速無制限,地下,駅間,,
,1621,関西,Osaka Metro,千日前線,なんば,S16,データ高速無制限,地下,駅,,
,1622,関西,Osaka Metro,千日前線,なんば～日本橋,,データ高速無制限,地下,駅間,,
,1623,関西,Osaka Metro,千日前線,日本橋,S17,データ高速無制限,地下,駅,,
,1624,関西,Osaka Metro,千日前線,日本橋～谷町九丁目,,データ高速無制限,地下,駅間,,
,1625,関西,Osaka Metro,千日前線,谷町九丁目,S18,データ高速無制限,地下,駅,,
,1626,関西,Osaka Metro,千日前線,谷町九丁目～鶴橋,,データ高速無制限,地下,駅間,,
,1627,関西,Osaka Metro,千日前線,鶴橋,S19,データ高速無制限,地下,駅,,
,1628,関西,Osaka Metro,千日前線,鶴橋～今里,,データ高速無制限,地下,駅間,,
,1629,関西,Osaka Metro,千日前線,今里,S20,データ高速無制限,地下,駅,,
,1630,関西,Osaka Metro,千日前線,今里～新深江,,データ高速無制限,地下,駅間,,
,1631,関西,Osaka Metro,千日前線,新深江,S21,データ高速無制限,地下,駅,,
,1632,関西,Osaka Metro,千日前線,新深江～小路,,データ高速無制限,地下,駅間,,
,1633,関西,Osaka Metro,千日前線,小路,S22,データ高速無制限,地下,駅,,
,1634,関西,Osaka Metro,千日前線,小路～北巽,,データ高速無制限,地下,駅間,,
,1635,関西,Osaka Metro,千日前線,北巽,S23,データ高速無制限,地下,駅,,
,1636,関西,Osaka Metro,千日前線,北巽～南巽,,データ高速無制限,地下,駅間,,
,1637,関西,Osaka Metro,千日前線,南巽,S24,データ高速無制限,地下,駅,,
,1638,関西,Osaka Metro,堺筋線,天神橋筋六丁目,K11,データ高速無制限,地下,駅,,
,1639,関西,Osaka Metro,堺筋線,天神橋筋六丁目～扇町,,データ高速無制限,地下,駅間,,
,1640,関西,Osaka Metro,堺筋線,扇町,K12,データ高速無制限,地下,駅,,
,1641,関西,Osaka Metro,堺筋線,扇町～南森町,,データ高速無制限,地下,駅間,,
,1642,関西,Osaka Metro,堺筋線,南森町,K13,データ高速無制限,地下,駅,,
,1643,関西,Osaka Metro,堺筋線,南森町～北浜,,データ高速無制限,地下,駅間,,
,1644,関西,Osaka Metro,堺筋線,北浜,K14,データ高速無制限,地下,駅,,
,1645,関西,Osaka Metro,堺筋線,北浜～堺筋本町,,データ高速無制限,地下,駅間,,
,1646,関西,Osaka Metro,堺筋線,堺筋本町,K15,データ高速無制限,地下,駅,,
,1647,関西,Osaka Metro,堺筋線,堺筋本町～長堀橋,,データ高速無制限,地下,駅間,,
,1648,関西,Osaka Metro,堺筋線,長堀橋,K16,データ高速無制限,地下,駅,,
,1649,関西,Osaka Metro,堺筋線,長堀橋～日本橋,,データ高速無制限,地下,駅間,,
,1650,関西,Osaka Metro,堺筋線,日本橋,K17,データ高速無制限,地下,駅,,
,1651,関西,Osaka Metro,堺筋線,日本橋～恵美須町,,データ高速無制限,地下,駅間,,
,1652,関西,Osaka Metro,堺筋線,恵美須町,K18,データ高速無制限,地下,駅,,
,1653,関西,Osaka Metro,堺筋線,恵美須町～動物園前,,データ高速無制限,地下,駅間,,
,1654,関西,Osaka Metro,堺筋線,動物園前,K19,データ高速無制限,地下,駅,,
,1655,関西,Osaka Metro,堺筋線,動物園前～天下茶屋,,データ高速無制限,地下,駅間,,
,1656,関西,Osaka Metro,堺筋線,天下茶屋,K20,,地下,駅,,
,1657,関西,Osaka Metro,長堀鶴見緑地線,大正,N11,データ高速無制限,地下,駅,,
,1658,関西,Osaka Metro,長堀鶴見緑地線,大正～ドーム前千代崎,,データ高速無制限,地下,駅間,,
,1659,関西,Osaka Metro,長堀鶴見緑地線,ドーム前千代崎,N12,データ高速無制限,地下,駅,,
,1660,関西,Osaka Metro,長堀鶴見緑地線,ドーム前千代崎～西長堀,,データ高速無制限,地下,駅間,,
,1661,関西,Osaka Metro,長堀鶴見緑地線,西長堀,N13,データ高速無制限,地下,駅,,
,1662,関西,Osaka Metro,長堀鶴見緑地線,西長堀～西大橋,,データ高速無制限,地下,駅間,,
,1663,関西,Osaka Metro,長堀鶴見緑地線,西大橋,N14,データ高速無制限,地下,駅,,
,1664,関西,Osaka Metro,長堀鶴見緑地線,西大橋～心斎橋,,データ高速無制限,地下,駅間,,
,1665,関西,Osaka Metro,長堀鶴見緑地線,心斎橋,N15,データ高速無制限,地下,駅,,
,1666,関西,Osaka Metro,長堀鶴見緑地線,心斎橋～長堀橋,,データ高速無制限,地下,駅間,,
,1667,関西,Osaka Metro,長堀鶴見緑地線,長堀橋,N16,データ高速無制限,地下,駅,,
,1668,関西,Osaka Metro,長堀鶴見緑地線,長堀橋～松屋町,,データ高速無制限,地下,駅間,,
,1669,関西,Osaka Metro,長堀鶴見緑地線,松屋町,N17,データ高速無制限,地下,駅,,
,1670,関西,Osaka Metro,長堀鶴見緑地線,松屋町～谷町六丁目,,データ高速無制限,地下,駅間,,
,1671,関西,Osaka Metro,長堀鶴見緑地線,谷町六丁目,N18,データ高速無制限,地下,駅,,
,1672,関西,Osaka Metro,長堀鶴見緑地線,谷町六丁目～玉造,,データ高速無制限,地下,駅間,,
,1673,関西,Osaka Metro,長堀鶴見緑地線,玉造,N19,データ高速無制限,地下,駅,,
,1674,関西,Osaka Metro,長堀鶴見緑地線,玉造～森ノ宮,,データ高速無制限,地下,駅間,,
,1675,関西,Osaka Metro,長堀鶴見緑地線,森ノ宮,N20,データ高速無制限,地下,駅,,
,1676,関西,Osaka Metro,長堀鶴見緑地線,森ノ宮～大阪ビジネスパーク,,データ高速無制限,地下,駅間,,
,1677,関西,Osaka Metro,長堀鶴見緑地線,大阪ビジネスパーク,N21,データ高速無制限,地下,駅,,
,1678,関西,Osaka Metro,長堀鶴見緑地線,大阪ビジネスパーク～京橋,,データ高速無制限,地下,駅間,,
,1679,関西,Osaka Metro,長堀鶴見緑地線,京橋,N22,データ高速無制限,地下,駅,,
,1680,関西,Osaka Metro,長堀鶴見緑地線,京橋～蒲生四丁目,,データ高速無制限,地下,駅間,,
,1681,関西,Osaka Metro,長堀鶴見緑地線,蒲生四丁目,N23,データ高速無制限,地下,駅,,
,1682,関西,Osaka Metro,長堀鶴見緑地線,蒲生四丁目～今福鶴見,,データ高速無制限,地下,駅間,,
,1683,関西,Osaka Metro,長堀鶴見緑地線,今福鶴見,N24,データ高速無制限,地下,駅,,
,1684,関西,Osaka Metro,長堀鶴見緑地線,今福鶴見～横堤,,データ高速無制限,地下,駅間,,
,1685,関西,Osaka Metro,長堀鶴見緑地線,横堤,N25,データ高速無制限,地下,駅,,
,1686,関西,Osaka Metro,長堀鶴見緑地線,横堤～鶴見緑地,,データ高速無制限,地下,駅間,,
,1687,関西,Osaka Metro,長堀鶴見緑地線,鶴見緑地,N26,データ高速無制限,地下,駅,,
,1688,関西,Osaka Metro,長堀鶴見緑地線,鶴見緑地～門真南,,データ高速無制限,地下,駅間,,
,1689,関西,Osaka Metro,長堀鶴見緑地線,門真南,N27,データ高速無制限,地下,駅,,
,1690,関西,Osaka Metro,今里筋線,井高野,I11,データ高速無制限,地下,駅,,
,1691,関西,Osaka Metro,今里筋線,井高野～瑞光四丁目,,データ高速無制限,地下,駅間,,
,1692,関西,Osaka Metro,今里筋線,瑞光四丁目,I12,データ高速無制限,地下,駅,,
,1693,関西,Osaka Metro,今里筋線,瑞光四丁目～だいどう豊里,,データ高速無制限,地下,駅間,,
,1694,関西,Osaka Metro,今里筋線,だいどう豊里,I13,データ高速無制限,地下,駅,,
,1695,関西,Osaka Metro,今里筋線,だいどう豊里～太子橋今市,,データ高速無制限,地下,駅間,,
,1696,関西,Osaka Metro,今里筋線,太子橋今市,I14,データ高速無制限,地下,駅,,
,1697,関西,Osaka Metro,今里筋線,太子橋今市～清水,,データ高速無制限,地下,駅間,,
,1698,関西,Osaka Metro,今里筋線,清水,I15,データ高速無制限,地下,駅,,
,1699,関西,Osaka Metro,今里筋線,清水～新森古市,,データ高速無制限,地下,駅間,,
,1700,関西,Osaka Metro,今里筋線,新森古市,I16,データ高速無制限,地下,駅,,
,1701,関西,Osaka Metro,今里筋線,新森古市～関目成育,,データ高速無制限,地下,駅間,,
,1702,関西,Osaka Metro,今里筋線,関目成育,I17,データ高速無制限,地下,駅,,
,1703,関西,Osaka Metro,今里筋線,関目成育～蒲生四丁目,,データ高速無制限,地下,駅間,,
,1704,関西,Osaka Metro,今里筋線,蒲生四丁目,I18,データ高速無制限,地下,駅,,
,1705,関西,Osaka Metro,今里筋線,蒲生四丁目～鴫野,,データ高速無制限,地下,駅間,,
,1706,関西,Osaka Metro,今里筋線,鴫野,I19,データ高速無制限,地下,駅,,
,1707,関西,Osaka Metro,今里筋線,鴫野～緑橋,,データ高速無制限,地下,駅間,,
,1708,関西,Osaka Metro,今里筋線,緑橋,I20,データ高速無制限,地下,駅,,
,1709,関西,Osaka Metro,今里筋線,緑橋～今里,,データ高速無制限,地下,駅間,,
,1710,関西,Osaka Metro,今里筋線,今里,I21,データ高速無制限,地下,駅,,
,1711,関西,Osaka Metro,南港ポートタウン線（ニュートラム）,コスモスクエア,P09,データ高速無制限,地下,駅,,
,1712,関西,Osaka Metro,南港ポートタウン線（ニュートラム）,コスモスクエア～トレードセンター前,,,地下,駅間,,
,1713,関西,Osaka Metro,南港ポートタウン線（ニュートラム）,トレードセンター前,P10,データ高速無制限,地上,駅,,
,1714,関西,Osaka Metro,南港ポートタウン線（ニュートラム）,トレードセンター前～中ふ頭,,データ高速無制限,地上,駅間,,
,1715,関西,Osaka Metro,南港ポートタウン線（ニュートラム）,中ふ頭,P11,データ高速無制限,地上,駅,,
,1716,関西,Osaka Metro,南港ポートタウン線（ニュートラム）,中ふ頭～ポートタウン西,,データ高速無制限,地上,駅間,,
,1717,関西,Osaka Metro,南港ポートタウン線（ニュートラム）,ポートタウン西,P12,データ高速無制限,地上,駅,,
,1718,関西,Osaka Metro,南港ポートタウン線（ニュートラム）,ポートタウン西～ポートタウン東,,データ高速無制限,地上,駅間,,
,1719,関西,Osaka Metro,南港ポートタウン線（ニュートラム）,ポートタウン東,P13,データ高速無制限,地上,駅,,
,1720,関西,Osaka Metro,南港ポートタウン線（ニュートラム）,ポートタウン東～フェリーターミナル,,データ高速無制限,地上,駅間,,
,1721,関西,Osaka Metro,南港ポートタウン線（ニュートラム）,フェリーターミナル,P14,データ高速無制限,地上,駅,,
,1722,関西,Osaka Metro,南港ポートタウン線（ニュートラム）,フェリーターミナル～南港東,,データ高速無制限,地上,駅間,,
,1723,関西,Osaka Metro,南港ポートタウン線（ニュートラム）,南港東,P15,データ高速無制限,地上,駅,,
,1724,関西,Osaka Metro,南港ポートタウン線（ニュートラム）,南港東～南港口,,データ高速無制限,地上,駅間,,
,1725,関西,Osaka Metro,南港ポートタウン線（ニュートラム）,南港口,P16,データ高速無制限,地上,駅,,
,1726,関西,Osaka Metro,南港ポートタウン線（ニュートラム）,南港口～平林,,データ高速無制限,地上,駅間,,
,1727,関西,Osaka Metro,南港ポートタウン線（ニュートラム）,平林,P17,データ高速無制限,地上,駅,,
,1728,関西,Osaka Metro,南港ポートタウン線（ニュートラム）,平林～住之江公園,,データ高速無制限,地上,駅間,,
,1729,関西,Osaka Metro,南港ポートタウン線（ニュートラム）,住之江公園,P18,データ高速無制限,地上,駅,,
,1730,関西,京都市営地下鉄,烏丸線,国際会館,K01,データ高速無制限,地下,駅,,
,1731,関西,京都市営地下鉄,烏丸線,国際会館～松ヶ崎,,データ高速無制限,地下,駅間,,
,1732,関西,京都市営地下鉄,烏丸線,松ヶ崎,K02,データ高速無制限,地下,駅,,
,1733,関西,京都市営地下鉄,烏丸線,松ヶ崎～北山,,データ高速無制限,地下,駅間,,
,1734,関西,京都市営地下鉄,烏丸線,北山,K03,データ高速無制限,地下,駅,,
,1735,関西,京都市営地下鉄,烏丸線,北山～北大路,,データ高速無制限,地下,駅間,,
,1736,関西,京都市営地下鉄,烏丸線,北大路,K04,データ高速無制限,地下,駅,,
,1737,関西,京都市営地下鉄,烏丸線,北大路～鞍馬口,,データ高速無制限,地下,駅間,,
,1738,関西,京都市営地下鉄,烏丸線,鞍馬口,K05,データ高速無制限,地下,駅,,
,1739,関西,京都市営地下鉄,烏丸線,鞍馬口～今出川,,データ高速無制限,地下,駅間,,
,1740,関西,京都市営地下鉄,烏丸線,今出川,K06,データ高速無制限,地下,駅,,
,1741,関西,京都市営地下鉄,烏丸線,今出川～丸太町,,データ高速無制限,地下,駅間,,
,1742,関西,京都市営地下鉄,烏丸線,丸太町,K07,データ高速無制限,地下,駅,,
,1743,関西,京都市営地下鉄,烏丸線,丸太町～烏丸御池,,データ高速無制限,地下,駅間,,
,1744,関西,京都市営地下鉄,烏丸線,烏丸御池,K08,データ高速無制限,地下,駅,,
,1745,関西,京都市営地下鉄,烏丸線,烏丸御池～四条,,データ高速無制限,地下,駅間,,
,1746,関西,京都市営地下鉄,烏丸線,四条,K09,データ高速無制限,地下,駅,,
,1747,関西,京都市営地下鉄,烏丸線,四条～五条,,データ高速無制限,地下,駅間,,
,1748,関西,京都市営地下鉄,烏丸線,五条,K10,データ高速無制限,地下,駅,,
,1749,関西,京都市営地下鉄,烏丸線,五条～京都,,データ高速無制限,地下,駅間,,
,1750,関西,京都市営地下鉄,烏丸線,京都,K11,データ高速無制限,地下,駅,,
,1751,関西,京都市営地下鉄,烏丸線,京都～九条,,データ高速無制限,地下,駅間,,
,1752,関西,京都市営地下鉄,烏丸線,九条,K12,データ高速無制限,地下,駅,,
,1753,関西,京都市営地下鉄,烏丸線,九条～十条,,データ高速無制限,地下,駅間,,
,1754,関西,京都市営地下鉄,烏丸線,十条,K13,データ高速無制限,地下,駅,,
,1755,関西,京都市営地下鉄,烏丸線,十条～くいな橋,,データ高速無制限,地下,駅間,,
,1756,関西,京都市営地下鉄,烏丸線,くいな橋,K14,データ高速無制限,地下,駅,,
,1757,関西,京都市営地下鉄,烏丸線,くいな橋～竹田,,データ高速無制限,地下,駅間,,
,1758,関西,京都市営地下鉄,烏丸線,竹田,K15,データ高速無制限,地上,駅,,
,1759,関西,京都市営地下鉄,東西線,六地蔵,T01,データ高速無制限,地下,駅,,
,1760,関西,京都市営地下鉄,東西線,六地蔵～石田,,データ高速無制限,地下,駅間,,
,1761,関西,京都市営地下鉄,東西線,石田,T02,データ高速無制限,地下,駅,,
,1762,関西,京都市営地下鉄,東西線,石田～醍醐,,データ高速無制限,地下,駅間,,
,1763,関西,京都市営地下鉄,東西線,醍醐,T03,データ高速無制限,地下,駅,,
,1764,関西,京都市営地下鉄,東西線,醍醐～小野,,データ高速無制限,地下,駅間,,
,1765,関西,京都市営地下鉄,東西線,小野,T04,データ高速無制限,地下,駅,,
,1766,関西,京都市営地下鉄,東西線,小野～椥辻,,データ高速無制限,地下,駅間,,
,1767,関西,京都市営地下鉄,東西線,椥辻,T05,データ高速無制限,地下,駅,,
,1768,関西,京都市営地下鉄,東西線,椥辻～東野,,データ高速無制限,地下,駅間,,
,1769,関西,京都市営地下鉄,東西線,東野,T06,データ高速無制限,地下,駅,,
,1770,関西,京都市営地下鉄,東西線,東野～山科,,データ高速無制限,地下,駅間,,
,1771,関西,京都市営地下鉄,東西線,山科,T07,データ高速無制限,地下,駅,,
,1772,関西,京都市営地下鉄,東西線,山科～御陵,,データ高速無制限,地下,駅間,,
,1773,関西,京都市営地下鉄,東西線,御陵,T08,データ高速無制限,地下,駅,,
,1774,関西,京都市営地下鉄,東西線,御陵～蹴上,,データ高速無制限,地下,駅間,,
,1775,関西,京都市営地下鉄,東西線,蹴上,T09,データ高速無制限,地下,駅,,
,1776,関西,京都市営地下鉄,東西線,蹴上～東山,,データ高速無制限,地下,駅間,,
,1777,関西,京都市営地下鉄,東西線,東山,T10,データ高速無制限,地下,駅,,
,1778,関西,京都市営地下鉄,東西線,東山～三条京阪,,データ高速無制限,地下,駅間,,
,1779,関西,京都市営地下鉄,東西線,三条京阪,T11,データ高速無制限,地下,駅,,
,1780,関西,京都市営地下鉄,東西線,三条京阪～京都市役所前,,データ高速無制限,地下,駅間,,
,1781,関西,京都市営地下鉄,東西線,京都市役所前,T12,データ高速無制限,地下,駅,,
,1782,関西,京都市営地下鉄,東西線,京都市役所前～烏丸御池,,データ高速無制限,地下,駅間,,
,1783,関西,京都市営地下鉄,東西線,烏丸御池,T13,データ高速無制限,地下,駅,,
,1784,関西,京都市営地下鉄,東西線,烏丸御池～二条城前,,データ高速無制限,地下,駅間,,
,1785,関西,京都市営地下鉄,東西線,二条城前,T14,データ高速無制限,地下,駅,,
,1786,関西,京都市営地下鉄,東西線,二条城前～二条,,データ高速無制限,地下,駅間,,
,1787,関西,京都市営地下鉄,東西線,二条,T15,データ高速無制限,地下,駅,,
,1788,関西,京都市営地下鉄,東西線,二条～西大路御池,,データ高速無制限,地下,駅間,,
,1789,関西,京都市営地下鉄,東西線,西大路御池,T16,データ高速無制限,地下,駅,,
,1790,関西,京都市営地下鉄,東西線,西大路御池～太秦天神川,,データ高速無制限,地下,駅間,,
,1791,関西,京都市営地下鉄,東西線,太秦天神川,T17,データ高速無制限,地下,駅,,
,1792,関西,神戸市営地下鉄,西神・山手線,新神戸,S02,データ高速無制限,地下,駅,,
,1793,関西,神戸市営地下鉄,西神・山手線,新神戸～三宮,,データ高速無制限,地下,駅間,,
,1794,関西,神戸市営地下鉄,西神・山手線,三宮,S03,データ高速無制限,地下,駅,,
,1795,関西,神戸市営地下鉄,西神・山手線,三宮～県庁前,,データ高速無制限,地下,駅間,,
,1796,関西,神戸市営地下鉄,西神・山手線,県庁前,S04,データ高速無制限,地下,駅,,
,1797,関西,神戸市営地下鉄,西神・山手線,県庁前～大倉山,,データ高速無制限,地下,駅間,,
,1798,関西,神戸市営地下鉄,西神・山手線,大倉山,S05,データ高速無制限,地下,駅,,
,1799,関西,神戸市営地下鉄,西神・山手線,大倉山～湊川公園,,データ高速無制限,地下,駅間,,
,1800,関西,神戸市営地下鉄,西神・山手線,湊川公園,S06,データ高速無制限,地下,駅,,
,1801,関西,神戸市営地下鉄,西神・山手線,湊川公園～上沢,,データ高速無制限,地下,駅間,,
,1802,関西,神戸市営地下鉄,西神・山手線,上沢,S07,データ高速無制限,地下,駅,,
,1803,関西,神戸市営地下鉄,西神・山手線,上沢～長田,,データ高速無制限,地下,駅間,,
,1804,関西,神戸市営地下鉄,西神・山手線,長田,S08,データ高速無制限,地下,駅,,
,1805,関西,神戸市営地下鉄,西神・山手線,長田～新長田,,データ高速無制限,地下,駅間,,
,1806,関西,神戸市営地下鉄,西神・山手線,新長田,S09,データ高速無制限,地下,駅,,
,1807,関西,神戸市営地下鉄,西神・山手線,新長田～板宿,,データ高速無制限,地下,駅間,,
,1808,関西,神戸市営地下鉄,西神・山手線,板宿,S10,データ高速無制限,地下,駅,,
,1809,関西,神戸市営地下鉄,西神・山手線,板宿～妙法寺,,データ高速無制限,地下,駅間,,
,1810,関西,神戸市営地下鉄,西神・山手線,妙法寺,S11,データ高速無制限,地上,駅,,
,1811,関西,神戸市営地下鉄,西神・山手線,妙法寺～名谷,,データ高速無制限,地下,駅間,,
,1812,関西,神戸市営地下鉄,西神・山手線,名谷,S12,データ高速無制限,地上,駅,,
,1813,関西,神戸市営地下鉄,西神・山手線,名谷～総合運動公園,,データ高速無制限,地下,駅間,,
,1814,関西,神戸市営地下鉄,西神・山手線,総合運動公園,S13,データ高速無制限,地上,駅,,
,1815,関西,神戸市営地下鉄,西神・山手線,総合運動公園～学園都市,,データ高速無制限,地下,駅間,,
,1816,関西,神戸市営地下鉄,西神・山手線,学園都市,S14,データ高速無制限,地上,駅,,
,1817,関西,神戸市営地下鉄,西神・山手線,学園都市～伊川谷,,データ高速無制限,地下,駅間,,
,1818,関西,神戸市営地下鉄,西神・山手線,伊川谷,S15,データ高速無制限,地上,駅,,
,1819,関西,神戸市営地下鉄,西神・山手線,伊川谷～西神南,,データ高速無制限,地下,駅間,,
,1820,関西,神戸市営地下鉄,西神・山手線,西神南,S16,データ高速無制限,地上,駅,,
,1821,関西,神戸市営地下鉄,西神・山手線,西神南～西神中央,,データ高速無制限,地下,駅間,,
,1822,関西,神戸市営地下鉄,西神・山手線,西神中央,S17,データ高速無制限,地上,駅,,
,1823,関西,神戸市営地下鉄,海岸線,三宮・花時計前,K01,データ高速無制限,地下,駅,,
,1824,関西,神戸市営地下鉄,海岸線,三宮・花時計前～旧居留地・大丸前,,データ高速無制限,地下,駅間,,
,1825,関西,神戸市営地下鉄,海岸線,旧居留地・大丸前,K02,データ高速無制限,地下,駅,,
,1826,関西,神戸市営地下鉄,海岸線,旧居留地・大丸前～みなと元町,,データ高速無制限,地下,駅間,,
,1827,関西,神戸市営地下鉄,海岸線,みなと元町,K03,データ高速無制限,地下,駅,,
,1828,関西,神戸市営地下鉄,海岸線,みなと元町～ハーバーランド,,データ高速無制限,地下,駅間,,
,1829,関西,神戸市営地下鉄,海岸線,ハーバーランド,K04,データ高速無制限,地下,駅,,
,1830,関西,神戸市営地下鉄,海岸線,ハーバーランド～中央市場前,,データ高速無制限,地下,駅間,,
,1831,関西,神戸市営地下鉄,海岸線,中央市場前,K05,データ高速無制限,地下,駅,,
,1832,関西,神戸市営地下鉄,海岸線,中央市場前～和田岬,,データ高速無制限,地下,駅間,,
,1833,関西,神戸市営地下鉄,海岸線,和田岬,K06,データ高速無制限,地下,駅,,
,1834,関西,神戸市営地下鉄,海岸線,和田岬～御崎公園,,データ高速無制限,地下,駅間,,
,1835,関西,神戸市営地下鉄,海岸線,御崎公園,K07,データ高速無制限,地下,駅,,
,1836,関西,神戸市営地下鉄,海岸線,御崎公園～苅藻,,データ高速無制限,地下,駅間,,
,1837,関西,神戸市営地下鉄,海岸線,苅藻,K08,データ高速無制限,地下,駅,,
,1838,関西,神戸市営地下鉄,海岸線,苅藻～駒ヶ林,,データ高速無制限,地下,駅間,,
,1839,関西,神戸市営地下鉄,海岸線,駒ヶ林,K09,データ高速無制限,地下,駅,,
,1840,関西,神戸市営地下鉄,海岸線,駒ヶ林～新長田,,データ高速無制限,地下,駅間,,
,1841,関西,神戸市営地下鉄,海岸線,新長田,K10,データ高速無制限,地下,駅,,
,1842,関西,神戸市営地下鉄,北神線,谷上,S01,データ高速無制限,地上,駅,,
,1843,関西,神戸市営地下鉄,北神線,谷上～新神戸,,データ高速無制限,地下,駅間,,
,1844,関西,神戸市営地下鉄,北神線,新神戸,S02,データ高速無制限,地下,駅,,
,1845,関西,JR西日本,東西線,京橋,JR-H41,データ高速無制限,地上,駅,,
,1846,関西,JR西日本,東西線,京橋～大阪城北詰,,データ高速無制限,地下,駅間,,
,1847,関西,JR西日本,東西線,大阪城北詰,JR-H42,データ高速無制限,地下,駅,,
,1848,関西,JR西日本,東西線,大阪城北詰～大阪天満宮,,データ高速無制限,地下,駅間,,
,1849,関西,JR西日本,東西線,大阪天満宮,JR-H43,データ高速無制限,地下,駅,,
,1850,関西,JR西日本,東西線,大阪天満宮～北新地,,データ高速無制限,地下,駅間,,
,1851,関西,JR西日本,東西線,北新地,JR-H44,データ高速無制限,地下,駅,,
,1852,関西,JR西日本,東西線,北新地～新福島,,データ高速無制限,地下,駅間,,
,1853,関西,JR西日本,東西線,新福島,JR-H45,データ高速無制限,地下,駅,,
,1854,関西,JR西日本,東西線,新福島～海老江,,データ高速無制限,地下,駅間,,
,1855,関西,JR西日本,東西線,海老江,JR-H46,データ高速無制限,地下,駅,,
,1856,関西,JR西日本,東西線,海老江～御幣島,,データ高速無制限,地下,駅間,,
,1857,関西,JR西日本,東西線,御幣島,JR-H47,データ高速無制限,地下,駅,,
,1858,関西,JR西日本,東西線,御幣島～加島,,データ高速無制限,地下,駅間,,
,1859,関西,JR西日本,東西線,加島,JR-H48,データ高速無制限,地下,駅,,
,1860,関西,JR西日本,東西線,加島～尼崎,,データ高速無制限,地下,駅間,,
