update,number,area,company,line,station,code,4g,ground,between,omit,branch
2023/6/1,1,北海道,札幌市営地下鉄,南北線,麻生,N01,データ高速無制限,地下,駅,,
,2,北海道,札幌市営地下鉄,南北線,麻生～北34条,,データ高速無制限,地下,駅間,,
,3,北海道,札幌市営地下鉄,南北線,北34条,N02,データ高速無制限,地下,駅,,
,4,北海道,札幌市営地下鉄,南北線,北34条～北24条,,データ高速無制限,地下,駅間,,
,5,北海道,札幌市営地下鉄,南北線,北24条,N03,データ高速無制限,地下,駅,,
,6,北海道,札幌市営地下鉄,南北線,北24条～北18条,,データ高速無制限,地下,駅間,,
,7,北海道,札幌市営地下鉄,南北線,北18条,N04,データ高速無制限,地下,駅,,
,8,北海道,札幌市営地下鉄,南北線,北18条～北12条,,データ高速無制限,地下,駅間,,
,9,北海道,札幌市営地下鉄,南北線,北12条,N05,データ高速無制限,地下,駅,,
,10,北海道,札幌市営地下鉄,南北線,北12条～さっぽろ,,データ高速無制限,地下,駅間,,
,11,北海道,札幌市営地下鉄,南北線,さっぽろ,N06,データ高速無制限,地下,駅,,
,12,北海道,札幌市営地下鉄,南北線,さっぽろ～大通,,データ高速無制限,地下,駅間,,
,13,北海道,札幌市営地下鉄,南北線,大通,N07,データ高速無制限,地下,駅,,
,14,北海道,札幌市営地下鉄,南北線,大通～すすきの,,データ高速無制限,地下,駅間,,
,15,北海道,札幌市営地下鉄,南北線,すすきの,N08,データ高速無制限,地下,駅,,
,16,北海道,札幌市営地下鉄,南北線,すすきの～中島公園,,データ高速無制限,地下,駅間,,
,17,北海道,札幌市営地下鉄,南北線,中島公園,N09,データ高速無制限,地下,駅,,
,18,北海道,札幌市営地下鉄,南北線,中島公園～幌平橋,,データ高速無制限,地下,駅間,,
,19,北海道,札幌市営地下鉄,南北線,幌平橋,N10,データ高速無制限,地下,駅,,
,20,北海道,札幌市営地下鉄,南北線,幌平橋～中の島,,データ高速無制限,地下,駅間,,
,21,北海道,札幌市営地下鉄,南北線,中の島,N11,データ高速無制限,地下,駅,,
,22,北海道,札幌市営地下鉄,南北線,中の島～平岸,,データ高速無制限,地下,駅間,,
,23,北海道,札幌市営地下鉄,南北線,平岸,N12,データ高速無制限,地下,駅,,
,24,北海道,札幌市営地下鉄,南北線,平岸～南平岸,,データ高速無制限,地下,駅間,,
,25,北海道,札幌市営地下鉄,南北線,南平岸,N13,データ高速無制限,地上,駅,,
,26,北海道,札幌市営地下鉄,南北線,南平岸～澄川,,データ高速無制限,地上,駅間,,
,27,北海道,札幌市営地下鉄,南北線,澄川,N14,データ高速無制限,地上,駅,,
,28,北海道,札幌市営地下鉄,南北線,澄川～自衛隊前,,データ高速無制限,地上,駅間,,
,29,北海道,札幌市営地下鉄,南北線,自衛隊前,N15,データ高速無制限,地上,駅,,
,30,北海道,札幌市営地下鉄,南北線,自衛隊前～真駒内,,データ高速無制限,地上,駅間,,
,31,北海道,札幌市営地下鉄,南北線,真駒内,N16,データ高速無制限,地上,駅,,
,32,北海道,札幌市営地下鉄,東西線,宮の沢,T01,データ高速無制限,地下,駅,,
,33,北海道,札幌市営地下鉄,東西線,宮の沢～発寒南,,データ高速無制限,地下,駅間,,
,34,北海道,札幌市営地下鉄,東西線,発寒南,T02,データ高速無制限,地下,駅,,
,35,北海道,札幌市営地下鉄,東西線,発寒南～琴似,,データ高速無制限,地下,駅間,,
,36,北海道,札幌市営地下鉄,東西線,琴似,T03,データ高速無制限,地下,駅,,
,37,北海道,札幌市営地下鉄,東西線,琴似～二十四軒,,データ高速無制限,地下,駅間,,
,38,北海道,札幌市営地下鉄,東西線,二十四軒,T04,データ高速無制限,地下,駅,,
,39,北海道,札幌市営地下鉄,東西線,二十四軒～西28丁目,,データ高速無制限,地下,駅間,,
,40,北海道,札幌市営地下鉄,東西線,西28丁目,T05,データ高速無制限,地下,駅,,
,41,北海道,札幌市営地下鉄,東西線,西28丁目～円山公園,,データ高速無制限,地下,駅間,,
,42,北海道,札幌市営地下鉄,東西線,円山公園,T06,データ高速無制限,地下,駅,,
,43,北海道,札幌市営地下鉄,東西線,円山公園～西18丁目,,データ高速無制限,地下,駅間,,
,44,北海道,札幌市営地下鉄,東西線,西18丁目,T07,データ高速無制限,地下,駅,,
,45,北海道,札幌市営地下鉄,東西線,西18丁目～西11丁目,,データ高速無制限,地下,駅間,,
,46,北海道,札幌市営地下鉄,東西線,西11丁目,T08,データ高速無制限,地下,駅,,
,47,北海道,札幌市営地下鉄,東西線,西11丁目～大通,,データ高速無制限,地下,駅間,,
,48,北海道,札幌市営地下鉄,東西線,大通,T09,データ高速無制限,地下,駅,,
,49,北海道,札幌市営地下鉄,東西線,大通～バスセンター前,,データ高速無制限,地下,駅間,,
,50,北海道,札幌市営地下鉄,東西線,バスセンター前,T10,データ高速無制限,地下,駅,,
,51,北海道,札幌市営地下鉄,東西線,バスセンター前～菊水,,データ高速無制限,地下,駅間,,
,52,北海道,札幌市営地下鉄,東西線,菊水,T11,データ高速無制限,地下,駅,,
,53,北海道,札幌市営地下鉄,東西線,菊水～東札幌,,データ高速無制限,地下,駅間,,
,54,北海道,札幌市営地下鉄,東西線,東札幌,T12,データ高速無制限,地下,駅,,
,55,北海道,札幌市営地下鉄,東西線,東札幌～白石,,データ高速無制限,地下,駅間,,
,56,北海道,札幌市営地下鉄,東西線,白石,T13,データ高速無制限,地下,駅,,
,57,北海道,札幌市営地下鉄,東西線,白石～南郷7丁目,,データ高速無制限,地下,駅間,,
,58,北海道,札幌市営地下鉄,東西線,南郷7丁目,T14,データ高速無制限,地下,駅,,
,59,北海道,札幌市営地下鉄,東西線,南郷7丁目～南郷13丁目,,データ高速無制限,地下,駅間,,
,60,北海道,札幌市営地下鉄,東西線,南郷13丁目,T15,データ高速無制限,地下,駅,,
,61,北海道,札幌市営地下鉄,東西線,南郷13丁目～南郷18丁目,,データ高速無制限,地下,駅間,,
,62,北海道,札幌市営地下鉄,東西線,南郷18丁目,T16,データ高速無制限,地下,駅,,
,63,北海道,札幌市営地下鉄,東西線,南郷18丁目～大谷地,,データ高速無制限,地下,駅間,,
,64,北海道,札幌市営地下鉄,東西線,大谷地,T17,データ高速無制限,地下,駅,,
,65,北海道,札幌市営地下鉄,東西線,大谷地～ひばりが丘,,データ高速無制限,地下,駅間,,
,66,北海道,札幌市営地下鉄,東西線,ひばりが丘,T18,データ高速無制限,地下,駅,,
,67,北海道,札幌市営地下鉄,東西線,ひばりが丘～新さっぽろ,,データ高速無制限,地下,駅間,,
,68,北海道,札幌市営地下鉄,東西線,新さっぽろ,T19,データ高速無制限,地下,駅,,
,69,北海道,札幌市営地下鉄,東豊線,栄町,H01,データ高速無制限,地下,駅,,
,70,北海道,札幌市営地下鉄,東豊線,栄町～新道東,,データ高速無制限,地下,駅間,,
,71,北海道,札幌市営地下鉄,東豊線,新道東,H02,データ高速無制限,地下,駅,,
,72,北海道,札幌市営地下鉄,東豊線,新道東～元町,,データ高速無制限,地下,駅間,,
,73,北海道,札幌市営地下鉄,東豊線,元町,H03,データ高速無制限,地下,駅,,
,74,北海道,札幌市営地下鉄,東豊線,元町～環状通東,,データ高速無制限,地下,駅間,,
,75,北海道,札幌市営地下鉄,東豊線,環状通東,H04,データ高速無制限,地下,駅,,
,76,北海道,札幌市営地下鉄,東豊線,環状通東～東区役所前,,データ高速無制限,地下,駅間,,
,77,北海道,札幌市営地下鉄,東豊線,東区役所前,H05,データ高速無制限,地下,駅,,
,78,北海道,札幌市営地下鉄,東豊線,東区役所前～北13条東,,データ高速無制限,地下,駅間,,
,79,北海道,札幌市営地下鉄,東豊線,北13条東,H06,データ高速無制限,地下,駅,,
,80,北海道,札幌市営地下鉄,東豊線,北13条東～さっぽろ,,データ高速無制限,地下,駅間,,
,81,北海道,札幌市営地下鉄,東豊線,さっぽろ,H07,データ高速無制限,地下,駅,,
,82,北海道,札幌市営地下鉄,東豊線,さっぽろ～大通,,データ高速無制限,地下,駅間,,
,83,北海道,札幌市営地下鉄,東豊線,大通,H08,データ高速無制限,地下,駅,,
,84,北海道,札幌市営地下鉄,東豊線,大通～豊水すすきの,,データ高速無制限,地下,駅間,,
,85,北海道,札幌市営地下鉄,東豊線,豊水すすきの,H09,データ高速無制限,地下,駅,,
,86,北海道,札幌市営地下鉄,東豊線,豊水すすきの～学園前,,データ高速無制限,地下,駅間,,
,87,北海道,札幌市営地下鉄,東豊線,学園前,H10,データ高速無制限,地下,駅,,
,88,北海道,札幌市営地下鉄,東豊線,学園前～豊平公園,,データ高速無制限,地下,駅間,,
,89,北海道,札幌市営地下鉄,東豊線,豊平公園,H11,データ高速無制限,地下,駅,,
,90,北海道,札幌市営地下鉄,東豊線,豊平公園～美園,,データ高速無制限,地下,駅間,,
,91,北海道,札幌市営地下鉄,東豊線,美園,H12,データ高速無制限,地下,駅,,
,92,北海道,札幌市営地下鉄,東豊線,美園～月寒中央,,データ高速無制限,地下,駅間,,
,93,北海道,札幌市営地下鉄,東豊線,月寒中央,H13,データ高速無制限,地下,駅,,
,94,北海道,札幌市営地下鉄,東豊線,月寒中央～福住,,データ高速無制限,地下,駅間,,
,95,北海道,札幌市営地下鉄,東豊線,福住,H14,データ高速無制限,地下,駅,,
,96,東北,仙台市地下鉄,南北線,泉中央,N01,,地下,駅,,
,97,東北,仙台市地下鉄,南北線,泉中央～八乙女,,データ高速無制限,地下,駅間,,
,98,東北,仙台市地下鉄,南北線,八乙女,N02,データ高速無制限,地上,駅,,
,99,東北,仙台市地下鉄,南北線,八乙女～黒松,,データ高速無制限,地上,駅間,,
,100,東北,仙台市地下鉄,南北線,黒松,N03,データ高速無制限,地下,駅,,
,101,東北,仙台市地下鉄,南北線,黒松～旭ヶ丘,,データ高速無制限,地下,駅間,,
,102,東北,仙台市地下鉄,南北線,旭ヶ丘,N04,データ高速無制限,地下,駅,,
,103,東北,仙台市地下鉄,南北線,旭ヶ丘～台原,,データ高速無制限,地下,駅間,,
,104,東北,仙台市地下鉄,南北線,台原,N05,データ高速無制限,地下,駅,,
,105,東北,仙台市地下鉄,南北線,台原～北仙台,,データ高速無制限,地下,駅間,,
,106,東北,仙台市地下鉄,南北線,北仙台,N06,データ高速無制限,地下,駅,,
,107,東北,仙台市地下鉄,南北線,北仙台～北四番丁,,データ高速無制限,地下,駅間,,
,108,東北,仙台市地下鉄,南北線,北四番丁,N07,データ高速無制限,地下,駅,,
,109,東北,仙台市地下鉄,南北線,北四番丁～勾当台公園,,データ高速無制限,地下,駅間,,
,110,東北,仙台市地下鉄,南北線,勾当台公園,N08,データ高速無制限,地下,駅,,
,111,東北,仙台市地下鉄,南北線,勾当台公園～広瀬通,,データ高速無制限,地下,駅間,,
,112,東北,仙台市地下鉄,南北線,広瀬通,N09,データ高速無制限,地下,駅,,
,113,東北,仙台市地下鉄,南北線,広瀬通～仙台,,データ高速無制限,地下,駅間,,
,114,東北,仙台市地下鉄,南北線,仙台,N10,データ高速無制限,地下,駅,,
,115,東北,仙台市地下鉄,南北線,仙台～五橋,,データ高速無制限,地下,駅間,,
,116,東北,仙台市地下鉄,南北線,五橋,N11,データ高速無制限,地下,駅,,
,117,東北,仙台市地下鉄,南北線,五橋～愛宕橋,,データ高速無制限,地下,駅間,,
,118,東北,仙台市地下鉄,南北線,愛宕橋,N12,データ高速無制限,地下,駅,,
,119,東北,仙台市地下鉄,南北線,愛宕橋～河原町,,データ高速無制限,地下,駅間,,
,120,東北,仙台市地下鉄,南北線,河原町,N13,データ高速無制限,地下,駅,,
,121,東北,仙台市地下鉄,南北線,河原町～長町一丁目,,データ高速無制限,地下,駅間,,
,122,東北,仙台市地下鉄,南北線,長町一丁目,N14,データ高速無制限,地下,駅,,
,123,東北,仙台市地下鉄,南北線,長町一丁目～長町,,データ高速無制限,地下,駅間,,
,124,東北,仙台市地下鉄,南北線,長町,N15,データ高速無制限,地下,駅,,
,125,東北,仙台市地下鉄,南北線,長町～長町南,,データ高速無制限,地下,駅間,,
,126,東北,仙台市地下鉄,南北線,長町南,N16,データ高速無制限,地下,駅,,
,127,東北,仙台市地下鉄,南北線,長町南～富沢,,データ高速無制限,地下,駅間,,
,128,東北,仙台市地下鉄,南北線,富沢,N17,データ高速無制限,地上,駅,,
,129,東北,仙台市地下鉄,東西線,八木山動物公園,T01,データ高速無制限,地下,駅,,
,130,東北,仙台市地下鉄,東西線,八木山動物公園～青葉山,,データ高速無制限,地下,駅間,,
,131,東北,仙台市地下鉄,東西線,青葉山,T02,データ高速無制限,地下,駅,,
,132,東北,仙台市地下鉄,東西線,青葉山～川内,,データ高速無制限,地下,駅間,,
,133,東北,仙台市地下鉄,東西線,川内,T03,データ高速無制限,地下,駅,,
,134,東北,仙台市地下鉄,東西線,川内～国際センター,,データ高速無制限,地下,駅間,,
,135,東北,仙台市地下鉄,東西線,国際センター,T04,データ高速無制限,地下,駅,,
,136,東北,仙台市地下鉄,東西線,国際センター～大町西公園,,データ高速無制限,地下,駅間,,
,137,東北,仙台市地下鉄,東西線,大町西公園,T05,データ高速無制限,地下,駅,,
,138,東北,仙台市地下鉄,東西線,大町西公園～青葉通一番町,,データ高速無制限,地下,駅間,,
,139,東北,仙台市地下鉄,東西線,青葉通一番町,T06,データ高速無制限,地下,駅,,
,140,東北,仙台市地下鉄,東西線,青葉通一番町～仙台,,データ高速無制限,地下,駅間,,
,141,東北,仙台市地下鉄,東西線,仙台,T07,データ高速無制限,地下,駅,,
,142,東北,仙台市地下鉄,東西線,仙台～宮城野通,,データ高速無制限,地下,駅間,,
,143,東北,仙台市地下鉄,東西線,宮城野通,T08,データ高速無制限,地下,駅,,
,144,東北,仙台市地下鉄,東西線,宮城野通～連坊,,データ高速無制限,地下,駅間,,
,145,東北,仙台市地下鉄,東西線,連坊,T09,データ高速無制限,地下,駅,,
,146,東北,仙台市地下鉄,東西線,連坊～薬師堂,,データ高速無制限,地下,駅間,,
,147,東北,仙台市地下鉄,東西線,薬師堂,T10,データ高速無制限,地下,駅,,
,148,東北,仙台市地下鉄,東西線,薬師堂～卸町,,データ高速無制限,地下,駅間,,
,149,東北,仙台市地下鉄,東西線,卸町,T11,データ高速無制限,地下,駅,,
,150,東北,仙台市地下鉄,東西線,卸町～六丁の目,,データ高速無制限,地下,駅間,,
,151,東北,仙台市地下鉄,東西線,六丁の目,T12,データ高速無制限,地下,駅,,
,152,東北,仙台市地下鉄,東西線,六丁の目～荒井,,データ高速無制限,地下,駅間,,
,153,東北,仙台市地下鉄,東西線,荒井,T13,データ高速無制限,地下,駅,,
,154,東北,JR東日本,仙石線,あおば通,,データ高速無制限,地下,駅,,
,155,東北,JR東日本,仙石線,あおば通～仙台,,データ高速無制限,地下,駅間,,
,156,東北,JR東日本,仙石線,仙台,,データ高速無制限,地下,駅,,
,157,東北,JR東日本,仙石線,仙台～榴ヶ岡,,データ高速無制限,地下,駅間,,
,158,東北,JR東日本,仙石線,榴ヶ岡,,データ高速無制限,地下,駅,,
,159,東北,JR東日本,仙石線,榴ヶ岡～宮城野原,,データ高速無制限,地下,駅間,,
,160,東北,JR東日本,仙石線,宮城野原,,データ高速無制限,地下,駅,,
,161,東北,JR東日本,仙石線,宮城野原～陸前原ノ町,,データ高速無制限,地下,駅間,,
,162,東北,JR東日本,仙石線,陸前原ノ町,,データ高速無制限,地下,駅,,
,163,東北,JR東日本,仙石線,陸前原ノ町～苦竹,,データ高速無制限,地下,駅間,,
,164,東北,JR東日本,仙石線,苦竹,,データ高速無制限,地上,駅,,
,165,関東,東京メトロ,銀座線,渋谷,G-01,データ高速無制限,地上,駅,,
,166,関東,東京メトロ,銀座線,渋谷〜表参道,,データ高速無制限,地下,駅間,,
,167,関東,東京メトロ,銀座線,表参道,G-02,データ高速無制限,地下,駅,,
,168,関東,東京メトロ,銀座線,表参道〜外苑前,,データ高速無制限,地下,駅間,,
,169,関東,東京メトロ,銀座線,外苑前,G-03,データ高速無制限,地下,駅,,
,170,関東,東京メトロ,銀座線,外苑前〜青山一丁目,,データ高速無制限,地下,駅間,,
,171,関東,東京メトロ,銀座線,青山一丁目,G-04,データ高速無制限,地下,駅,,
,172,関東,東京メトロ,銀座線,青山一丁目〜赤坂見附,,データ高速無制限,地下,駅間,,
,173,関東,東京メトロ,銀座線,赤坂見附,G-05,データ高速無制限,地下,駅,,
,174,関東,東京メトロ,銀座線,赤坂見附〜溜池山王,,データ高速無制限,地下,駅間,,
,175,関東,東京メトロ,銀座線,溜池山王,G-06,データ高速無制限,地下,駅,,
,176,関東,東京メトロ,銀座線,溜池山王〜虎ノ門,,データ高速無制限,地下,駅間,,
,177,関東,東京メトロ,銀座線,虎ノ門,G-07,データ高速無制限,地下,駅,,
,178,関東,東京メトロ,銀座線,虎ノ門〜新橋,,データ高速無制限,地下,駅間,,
,179,関東,東京メトロ,銀座線,新橋,G-08,データ高速無制限,地下,駅,,
,180,関東,東京メトロ,銀座線,新橋〜銀座,,データ高速無制限,地下,駅間,,
,181,関東,東京メトロ,銀座線,銀座,G-09,データ高速無制限,地下,駅,,
,182,関東,東京メトロ,銀座線,銀座〜京橋,,データ高速無制限,地下,駅間,,
,183,関東,東京メトロ,銀座線,京橋,G-10,データ高速無制限,地下,駅,,
,184,関東,東京メトロ,銀座線,京橋〜日本橋,,データ高速無制限,地下,駅間,,
,185,関東,東京メトロ,銀座線,日本橋,G-11,データ高速無制限,地下,駅,,
,186,関東,東京メトロ,銀座線,日本橋〜三越前,,データ高速無制限,地下,駅間,,
,187,関東,東京メトロ,銀座線,三越前,G-12,データ高速無制限,地下,駅,,
,188,関東,東京メトロ,銀座線,三越前〜神田,,データ高速無制限,地下,駅間,,
,189,関東,東京メトロ,銀座線,神田,G-13,データ高速無制限,地下,駅,,
,190,関東,東京メトロ,銀座線,神田〜末広町,,データ高速無制限,地下,駅間,,
,191,関東,東京メトロ,銀座線,末広町,G-14,データ高速無制限,地下,駅,,
,192,関東,東京メトロ,銀座線,末広町〜上野広小路,,データ高速無制限,地下,駅間,,
,193,関東,東京メトロ,銀座線,上野広小路,G-15,データ高速無制限,地下,駅,,
,194,関東,東京メトロ,銀座線,上野広小路〜上野,,データ高速無制限,地下,駅間,,
,195,関東,東京メトロ,銀座線,上野,G-16,データ高速無制限,地下,駅,,
,196,関東,東京メトロ,銀座線,上野〜稲荷町,,データ高速無制限,地下,駅間,,
,197,関東,東京メトロ,銀座線,稲荷町,G-17,データ高速無制限,地下,駅,,
,198,関東,東京メトロ,銀座線,稲荷町〜田原町,,データ高速無制限,地下,駅間,,
,199,関東,東京メトロ,銀座線,田原町,G-18,データ高速無制限,地下,駅,,
,200,関東,東京メトロ,銀座線,田原町〜浅草,,データ高速無制限,地下,駅間,,
,201,関東,東京メトロ,銀座線,浅草,G-19,データ高速無制限,地下,駅,,
,202,関東,東京メトロ,丸ノ内線,荻窪,M-01,データ高速無制限,地下,駅,,
,203,関東,東京メトロ,丸ノ内線,荻窪〜南阿佐ケ谷,,データ高速無制限,地下,駅間,,
,204,関東,東京メトロ,丸ノ内線,南阿佐ケ谷,M-02,データ高速無制限,地下,駅,,
,205,関東,東京メトロ,丸ノ内線,南阿佐ケ谷〜新高円寺,,データ高速無制限,地下,駅間,,
,206,関東,東京メトロ,丸ノ内線,新高円寺,M-03,データ高速無制限,地下,駅,,
,207,関東,東京メトロ,丸ノ内線,新高円寺〜東高円寺,,データ高速無制限,地下,駅間,,
,208,関東,東京メトロ,丸ノ内線,東高円寺,M-04,データ高速無制限,地下,駅,,
,209,関東,東京メトロ,丸ノ内線,東高円寺〜新中野,,データ高速無制限,地下,駅間,,
,210,関東,東京メトロ,丸ノ内線,新中野,M-05,データ高速無制限,地下,駅,,
,211,関東,東京メトロ,丸ノ内線,新中野〜中野坂上,,データ高速無制限,地下,駅間,,
,212,関東,東京メトロ,丸ノ内線,中野坂上,M-06,データ高速無制限,地下,駅,,line-1
,213,関東,東京メトロ,丸ノ内線,中野坂上〜西新宿,,データ高速無制限,地下,駅間,,
,214,関東,東京メトロ,丸ノ内線,西新宿,M-07,データ高速無制限,地下,駅,,
,215,関東,東京メトロ,丸ノ内線,西新宿〜新宿,,データ高速無制限,地下,駅間,,
,216,関東,東京メトロ,丸ノ内線,新宿,M-08,データ高速無制限,地下,駅,,
,217,関東,東京メトロ,丸ノ内線,新宿〜新宿三丁目,,データ高速無制限,地下,駅間,,
,218,関東,東京メトロ,丸ノ内線,新宿三丁目,M-09,データ高速無制限,地下,駅,,
,219,関東,東京メトロ,丸ノ内線,新宿三丁目〜新宿御苑前,,データ高速無制限,地下,駅間,,
,220,関東,東京メトロ,丸ノ内線,新宿御苑前,M-10,データ高速無制限,地下,駅,,
,221,関東,東京メトロ,丸ノ内線,新宿御苑前〜四谷三丁目,,データ高速無制限,地下,駅間,,
,222,関東,東京メトロ,丸ノ内線,四谷三丁目,M-11,データ高速無制限,地下,駅,,
,223,関東,東京メトロ,丸ノ内線,四谷三丁目〜四ツ谷,,データ高速無制限,地下,駅間,,
,224,関東,東京メトロ,丸ノ内線,四ツ谷,M-12,データ高速無制限,地上,駅,,
,225,関東,東京メトロ,丸ノ内線,四ツ谷〜赤坂見附,,データ高速無制限,地下,駅間,,
,226,関東,東京メトロ,丸ノ内線,赤坂見附,M-13,データ高速無制限,地下,駅,,
,227,関東,東京メトロ,丸ノ内線,赤坂見附〜国会議事堂前,,データ高速無制限,地下,駅間,,
,228,関東,東京メトロ,丸ノ内線,国会議事堂前,M-14,データ高速無制限,地下,駅,,
,229,関東,東京メトロ,丸ノ内線,国会議事堂前〜霞ケ関,,データ高速無制限,地下,駅間,,
,230,関東,東京メトロ,丸ノ内線,霞ケ関,M-15,データ高速無制限,地下,駅,,
,231,関東,東京メトロ,丸ノ内線,霞ケ関〜銀座,,データ高速無制限,地下,駅間,,
,232,関東,東京メトロ,丸ノ内線,銀座,M-16,データ高速無制限,地下,駅,,
,233,関東,東京メトロ,丸ノ内線,銀座〜東京,,データ高速無制限,地下,駅間,,
,234,関東,東京メトロ,丸ノ内線,東京,M-17,データ高速無制限,地下,駅,,
,235,関東,東京メトロ,丸ノ内線,東京〜大手町,,データ高速無制限,地下,駅間,,
,236,関東,東京メトロ,丸ノ内線,大手町,M-18,データ高速無制限,地下,駅,,
,237,関東,東京メトロ,丸ノ内線,大手町〜淡路町,,データ高速無制限,地下,駅間,,
,238,関東,東京メトロ,丸ノ内線,淡路町,M-19,データ高速無制限,地下,駅,,
,239,関東,東京メトロ,丸ノ内線,淡路町〜御茶ノ水,,データ高速無制限,地下,駅間,,
,240,関東,東京メトロ,丸ノ内線,御茶ノ水,M-20,データ高速無制限,地下,駅,,
,241,関東,東京メトロ,丸ノ内線,御茶ノ水〜本郷三丁目,,データ高速無制限,地下,駅間,,
,242,関東,東京メトロ,丸ノ内線,本郷三丁目,M-21,データ高速無制限,地下,駅,,
,243,関東,東京メトロ,丸ノ内線,本郷三丁目〜後楽園,,データ高速無制限,地下,駅間,,
,244,関東,東京メトロ,丸ノ内線,後楽園,M-22,データ高速無制限,地上,駅,,
,245,関東,東京メトロ,丸ノ内線,後楽園〜茗荷谷,,データ高速無制限,地下,駅間,,
,246,関東,東京メトロ,丸ノ内線,茗荷谷,M-23,データ高速無制限,地下,駅,,
,247,関東,東京メトロ,丸ノ内線,茗荷谷〜新大塚,,データ高速無制限,地下,駅間,,
,248,関東,東京メトロ,丸ノ内線,新大塚,M-24,データ高速無制限,地下,駅,,
,249,関東,東京メトロ,丸ノ内線,新大塚〜池袋,,データ高速無制限,地下,駅間,,
,250,関東,東京メトロ,丸ノ内線,池袋,M-25,データ高速無制限,地下,駅,,
,251,関東,東京メトロ,丸ノ内線,中野新橋～中野坂上,,データ高速無制限,地下,駅間,,line-1
,252,関東,東京メトロ,丸ノ内線,中野新橋,Mb-05,データ高速無制限,地下,駅,,line-1
,253,関東,東京メトロ,丸ノ内線,中野富士見町〜中野新橋,,データ高速無制限,地下,駅間,,line-1
,254,関東,東京メトロ,丸ノ内線,中野富士見町,Mb-04,データ高速無制限,地下,駅,,line-1
,255,関東,東京メトロ,丸ノ内線,方南町〜中野富士見町,,データ高速無制限,地下,駅間,,line-1
,256,関東,東京メトロ,丸ノ内線,方南町,Mb-03,データ高速無制限,地下,駅,,line-1
,257,関東,東京メトロ,日比谷線,中目黒,H-01,データ高速無制限,地上,駅,,
,258,関東,東京メトロ,日比谷線,中目黒〜恵比寿,,データ高速無制限,地下,駅間,,
,259,関東,東京メトロ,日比谷線,恵比寿,H-02,データ高速無制限,地下,駅,,
,260,関東,東京メトロ,日比谷線,恵比寿〜広尾,,データ高速無制限,地下,駅間,,
,261,関東,東京メトロ,日比谷線,広尾,H-03,データ高速無制限,地下,駅,,
,262,関東,東京メトロ,日比谷線,広尾〜六本木,,データ高速無制限,地下,駅間,,
,263,関東,東京メトロ,日比谷線,六本木,H-04,データ高速無制限,地下,駅,,
,264,関東,東京メトロ,日比谷線,六本木〜神谷町,,データ高速無制限,地下,駅間,,
,265,関東,東京メトロ,日比谷線,神谷町,H-05,データ高速無制限,地下,駅,,
,266,関東,東京メトロ,日比谷線,神谷町〜虎ノ門ヒルズ,,データ高速無制限,地下,駅間,,
,267,関東,東京メトロ,日比谷線,虎ノ門ヒルズ,H-06,データ高速無制限,地下,駅,,
,268,関東,東京メトロ,日比谷線,虎ノ門ヒルズ〜霞ケ関,,データ高速無制限,地下,駅間,,
,269,関東,東京メトロ,日比谷線,霞ケ関,H-07,データ高速無制限,地下,駅,,
,270,関東,東京メトロ,日比谷線,霞ケ関〜日比谷,,データ高速無制限,地下,駅間,,
,271,関東,東京メトロ,日比谷線,日比谷,H-08,データ高速無制限,地下,駅,,
,272,関東,東京メトロ,日比谷線,日比谷〜銀座,,データ高速無制限,地下,駅間,,
,273,関東,東京メトロ,日比谷線,銀座,H-09,データ高速無制限,地下,駅,,
,274,関東,東京メトロ,日比谷線,銀座〜東銀座,,データ高速無制限,地下,駅間,,
,275,関東,東京メトロ,日比谷線,東銀座,H-10,データ高速無制限,地下,駅,,
,276,関東,東京メトロ,日比谷線,東銀座〜築地,,データ高速無制限,地下,駅間,,
,277,関東,東京メトロ,日比谷線,築地,H-11,データ高速無制限,地下,駅,,
,278,関東,東京メトロ,日比谷線,築地〜八丁堀,,データ高速無制限,地下,駅間,,
,279,関東,東京メトロ,日比谷線,八丁堀,H-12,データ高速無制限,地下,駅,,
,280,関東,東京メトロ,日比谷線,八丁堀〜茅場町,,データ高速無制限,地下,駅間,,
,281,関東,東京メトロ,日比谷線,茅場町,H-13,データ高速無制限,地下,駅,,
,282,関東,東京メトロ,日比谷線,茅場町〜人形町,,データ高速無制限,地下,駅間,,
,283,関東,東京メトロ,日比谷線,人形町,H-14,データ高速無制限,地下,駅,,
,284,関東,東京メトロ,日比谷線,人形町〜小伝馬町,,データ高速無制限,地下,駅間,,
,285,関東,東京メトロ,日比谷線,小伝馬町,H-15,データ高速無制限,地下,駅,,
,286,関東,東京メトロ,日比谷線,小伝馬町〜秋葉原,,データ高速無制限,地下,駅間,,
,287,関東,東京メトロ,日比谷線,秋葉原,H-16,データ高速無制限,地下,駅,,
,288,関東,東京メトロ,日比谷線,秋葉原〜仲御徒町,,データ高速無制限,地下,駅間,,
,289,関東,東京メトロ,日比谷線,仲御徒町,H-17,データ高速無制限,地下,駅,,
,290,関東,東京メトロ,日比谷線,仲御徒町〜上野,,データ高速無制限,地下,駅間,,
,291,関東,東京メトロ,日比谷線,上野,H-18,データ高速無制限,地下,駅,,
,292,関東,東京メトロ,日比谷線,上野〜入谷,,データ高速無制限,地下,駅間,,
,293,関東,東京メトロ,日比谷線,入谷,H-19,データ高速無制限,地下,駅,,
,294,関東,東京メトロ,日比谷線,入谷〜三ノ輪,,データ高速無制限,地下,駅間,,
