Shop ID,カテゴリ,取り扱い開始日,店舗名,一次代理店名,来店予約の公開有無,来店予約トップURL,店舗一覧ページ_掲出タイミング,店舗一覧ページ_来店予約リンクボタン中の文言,取り扱い状況,店舗一覧ページ_注釈の文言
5551,DS,2021/4/30,楽天モバイル イオンモール茨木店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=162&event_id=217,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5561,DS,2021/4/30,楽天モバイル レイクタウンmori店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=161&event_id=215,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5571,PS,2021/4/30,楽天モバイル 津田沼店,アルファグループ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=163&event_id=219,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5581,PS,2021/4/30,楽天モバイル ゆめタウン佐賀店,コネクシオ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=160&event_id=213,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5641,PS,2021/4/30,楽天モバイル 北千住店,コネクシオ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=158&event_id=209,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5661,PS,2021/4/30,楽天モバイル イオンモール松本店,株式会社ティーガイア,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=153&event_id=199,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5671,PS,2021/4/30,楽天モバイル 京橋店,株式会社アイテム,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=152&event_id=197,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5681,CES,2021/4/30,ビックカメラ 町田店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=390&event_id=527,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
5691,PS,2021/4/30,楽天モバイル 新小岩ルミエール店,株式会社ディ・ポップス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=151&event_id=195,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5701,CES,2021/4/30,ケーズデンキ クロスモール富田林店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=550&event_id=687,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
5721,DS,2021/4/30,楽天モバイル イオンモール宮崎店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=148&event_id=189,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5731,DS,2021/4/30,楽天モバイル イオンモール神戸北店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=146&event_id=185,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5741,DS,2021/4/30,楽天モバイル おのだサンパーク店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=147&event_id=187,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5751,DS,2021/4/30,楽天モバイル イオンモール堺鉄砲町店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=149&event_id=191,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5761,DS,2021/4/30,楽天モバイル イオンモール京都五条店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=150&event_id=193,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5771,CES,2099/1/1,ビックカメラ 横浜西口店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=389&event_id=526,,,,
5781,CES,2021/4/30,ビックカメラ 柏店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=388&event_id=525,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5791,PS,2021/4/30,楽天モバイル ジョイナステラス二俣川店,コネクシオ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=143&event_id=179,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5801,PS,2021/4/30,楽天モバイル 横浜ジョイナス店,コネクシオ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=144&event_id=181,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5821,DS,2021/4/30,楽天モバイル ポールタウン札幌店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=145&event_id=183,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5831,CES,2021/4/30,LABI1 日本総本店池袋,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=348&event_id=485,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
5841,CES,2021/4/30,LABI1 LIFE SELECT 高崎,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=347&event_id=484,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
5851,CES,2021/4/30,LABI品川大井町,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=346&event_id=483,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
5861,CES,2021/4/30,ヤマダデンキ LABI上大岡,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=345&event_id=482,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
5871,CES,2021/4/30,ヤマダデンキ テックランド札幌発寒店,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=349&event_id=486,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
5881,PS,2021/4/30,楽天モバイル 宇都宮インターパークビレッジ店,株式会社ティーガイア,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=142&event_id=177,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5891,CES,2021/4/30,ケーズデンキ 市川インター店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=547&event_id=684,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
5901,DS,2021/4/30,楽天モバイル なんばウォーク店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=139&event_id=171,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5911,DS,2021/4/30,楽天モバイル イオンモールむさし村山店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=140&event_id=173,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5921,CES,2021/4/30,ケーズデンキ 川崎野川店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=549&event_id=686,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
5931,CES,2021/4/30,ケーズデンキ 湘南藤沢店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=548&event_id=685,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
5941,DS,2021/4/30,楽天モバイル アリオ八尾店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=141&event_id=175,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5971,DS,2021/4/30,楽天モバイル 十三駅前路面店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=138&event_id=169,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
5981,DS,2021/4/30,楽天モバイル イオンモールナゴヤドーム前店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=137&event_id=167,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6001,CES,2021/4/30,ビックカメラ なんば店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=387&event_id=524,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6011,DS,2021/4/30,楽天モバイル イオンモール福津店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=134&event_id=161,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6021,DS,2021/4/30,楽天モバイル イオンモール春日部店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=135&event_id=163,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6031,DS,2021/4/30,楽天モバイル イオンモールつくば店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=133&event_id=159,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6051,CES,2021/4/30,ビックカメラ 新横浜店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=385&event_id=522,2021/5/28,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6061,DS,2021/4/30,楽天モバイル イーアス高尾店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=132&event_id=157,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6071,CES,2021/4/30,ビックカメラ 渋谷東口店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=386&event_id=523,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6081,CES,2021/4/30,コジマ×ビックカメラ イオンモール沖縄ライカム店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=381&event_id=518,2021/5/28,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6091,CES,2099/1/1,コジマ×ビックカメラ 卸団地店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=382&event_id=519,,,,
6111,CES,2021/4/30,コジマ×ビックカメラ 函館店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=384&event_id=521,2021/5/28,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6141,DS,2021/4/30,楽天モバイル 下北沢店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=129&event_id=151,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6151,PS,2021/4/30,楽天モバイル イオンモール名取店,コネクシオ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=130&event_id=153,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6161,DS,2021/4/30,楽天モバイル 川崎ゼロゲート店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=128&event_id=149,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6171,PS,2021/4/30,楽天モバイル イオンモール筑紫野店,コネクシオ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=127&event_id=147,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6181,CES,2099/1/1,ビックカメラ あべのキューズモール店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=379&event_id=516,,,,
6191,CES,2021/4/30,ケーズデンキ アクロスプラザ八尾店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=546&event_id=683,2021/6/18,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6201,CES,2021/4/30,ケーズデンキ カナートモール和泉府中店,株式会社ケーズホールディングス,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=545&event_id=682,2021/6/18,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6211,PS,2021/4/30,楽天モバイル パークプレイス大分店,株式会社ティーガイア,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=126&event_id=145,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6221,DS,2021/4/30,楽天モバイル イオンモール東浦店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=124&event_id=141,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6231,DS,2021/4/30,楽天モバイル 池袋東口店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=123&event_id=139,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6251,CES,2021/4/30,コジマ×ビックカメラ イオン西岡店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=373&event_id=510,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6271,CES,2099/1/1,ビックカメラ 池袋西口店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=376&event_id=513,,,,
6281,CES,2099/1/1,ビックカメラ 渋谷ハチ公口店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=374&event_id=511,,,,
6291,CES,2021/4/30,ビックカメラ 京王調布店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=377&event_id=514,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6301,CES,2021/4/30,コジマ×ビックカメラ 広島インター緑井店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=372&event_id=509,2021/5/28,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6311,CES,2021/4/30,ヤマダデンキ LABI LIFE SELECT 自由が丘,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=344&event_id=481,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6321,CES,2021/4/30,エディオン イオンモール橿原店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=433&event_id=570,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6331,CES,2021/4/30,ヤマダデンキ LABI名古屋,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=343&event_id=480,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6341,DS,2021/4/30,楽天モバイル イオンモール和歌山店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=122&event_id=137,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6351,DS,2021/4/30,楽天モバイル ならファミリー店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=121&event_id=135,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6361,CES,2099/1/1,ビックカメラ 新宿東口駅前店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=371&event_id=508,,,,
6371,CES,2021/4/30,ビックカメラ 新宿西口店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=369&event_id=506,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6381,CES,2099/1/1,ビックカメラ 高崎東口店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=370&event_id=507,,,,
6391,CES,2021/4/30,ビックカメラ 名古屋JRゲートタワー店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=368&event_id=505,2021/5/28,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6401,CES,2021/4/30,ビックカメラ 立川店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=367&event_id=504,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6431,CES,2099/1/1,コジマ×ビックカメラ 熊谷店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=366&event_id=503,,,,
6441,CES,2021/4/30,ヤマダデンキ LABI三宮,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=342&event_id=479,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6451,CES,2021/4/30,ビックカメラ 赤坂見附駅店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=365&event_id=502,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6461,PS,2021/4/30,楽天モバイル イオンモール草津店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=118&event_id=129,2021/4/23,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6471,DS,2021/4/30,楽天モバイル ららぽーと和泉店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=117&event_id=127,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6481,CES,2021/4/30,ビックカメラ 聖蹟桜ヶ丘駅店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=364&event_id=501,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6491,CES,2021/4/30,エディオン なんば本店,株式会社エディオン,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=432&event_id=569,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6501,DS,2021/4/30,楽天モバイル イオンモール久御山店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=112&event_id=117,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6511,DS,2021/4/30,楽天モバイル イオンモール幕張新都心店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=116&event_id=125,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6521,DS,2021/4/30,楽天モバイル 阿佐ヶ谷店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=114&event_id=121,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6531,DS,2021/4/30,楽天モバイル セブンパークアリオ柏店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=115&event_id=123,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6541,DS,2021/4/30,楽天モバイル イオンモール大阪ドームシティ店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=113&event_id=119,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6551,CES,2021/4/30,ジョーシン 高槻店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=250&event_id=387,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6561,CES,2021/4/30,ケーズデンキ 熊本中央店,株式会社ケーズホールディングス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=544&event_id=681,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6571,DS,2021/4/30,楽天モバイル 岸和田カンカンベイサイドモール店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=111&event_id=115,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6581,DS,2021/4/30,楽天モバイル イオンモール大垣店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=100&event_id=93,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6591,DS,2021/4/30,楽天モバイル イオンモール鶴見緑地店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=110&event_id=113,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6601,DS,2021/4/30,楽天モバイル イオンモール東員店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=109&event_id=111,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6611,PS,2021/4/30,楽天モバイル イオンモール高岡店,コネクシオ株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=108&event_id=109,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6621,CES,2021/4/30,ビックカメラ 水戸駅店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=363&event_id=500,2021/5/28,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6641,CES,2021/4/30,ヤマダデンキ LABI渋谷,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=336&event_id=473,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6651,CES,2021/6/21,ヤマダデンキ LABI1 なんば,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=340&event_id=477,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6661,CES,2021/6/21,ヤマダデンキ LABI LIFE SELECT 千里,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=335&event_id=472,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6671,PS,2021/4/30,楽天モバイル ゆめタウン光の森店,株式会社ティーガイア,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=106&event_id=105,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6681,PS,2021/4/30,楽天モバイル 沖縄パルコシティ店,株式会社ティーガイア,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=107&event_id=107,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6691,CES,2021/4/30,ヤマダデンキ LABI新橋,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=338&event_id=475,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6701,CES,2021/4/30,ヤマダデンキ LABI東京八重洲,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=337&event_id=474,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6711,CES,2021/4/30,ヤマダデンキ テックランド横浜本店,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=339&event_id=476,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6731,CES,2021/4/30,ビックカメラ 天神1号館,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=361&event_id=498,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6741,CES,2021/4/30,ケーズデンキ 郡山本店,株式会社ケーズホールディングス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=543&event_id=680,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6751,CES,2021/4/30,ビックカメラ アリオ八尾店,株式会社ラネット,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=362&event_id=499,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6761,DS,2021/4/30,楽天モバイル 四日市駅前店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=104&event_id=101,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6771,DS,2021/4/30,楽天モバイル 西荻窪店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=105&event_id=103,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6781,CES,2021/4/30,家電住まいる館YAMADA長崎本店,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=334&event_id=471,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6791,DS,2021/4/30,楽天モバイル 仙台一番町店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=125&event_id=143,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6801,CES,2099/1/1,コジマ×ビックカメラ 相模原店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=359&event_id=496,,,,
6811,CES,2099/1/1,ビックカメラ 船橋駅FACE店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=360&event_id=497,,,,
6821,CES,2021/4/30,コジマ×ビックカメラ 横須賀店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=357&event_id=494,2021/5/28,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
6831,CES,2099/1/1,コジマ×ビックカメラ 那覇店,株式会社ラネット,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=358&event_id=495,,,,
6841,DS,2021/4/30,楽天モバイル イオンモール土浦店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=102&event_id=97,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6851,DS,2021/4/30,楽天モバイル ららぽーと甲子園店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=103&event_id=99,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6861,CES,2021/4/30,ケーズデンキ いわき鹿島店,株式会社ケーズホールディングス,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=542&event_id=679,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6871,PS,2021/4/30,楽天モバイル イオンモール伊丹昆陽店,上新電機株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=101&event_id=95,2021/6/18,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6881,DS,2021/4/30,楽天モバイル イオンモール盛岡南店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=98&event_id=89,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6891,DS,2021/4/30,楽天モバイル イオンモールいわき小名浜店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=97&event_id=87,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6901,DS,2021/4/30,楽天モバイル シーモール下関店,楽天モバイル株式会社,公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=99&event_id=91,4/23 PM9:00,予約注文をしてショップ（店舗）で 購入する,2021年4月30日,
6921,CES,2021/4/30,ヤマダデンキ LABI津田沼,株式会社ヤマダデンキ,非公開,https://reserve.mobile.rakuten.net/reservations/about?label_id=332&event_id=469,2021/4/30,,,"2021年4月30日～取り扱い開始
ご来店の上ショップスタッフにお申し出ください"
