product,priority,release,update,new,sale,basictext,releasetext,directory,flag-5g,colorcode,price1,price2,price3,price4,strikethrough,style,battery,display,pointtotal,txt1,point1,note1,discountprice,mnp,discount-note,txt3a,txt3b,number3,txt3c,note3,note3b,netpayment,threshold,top-carousel-48-note,top-carousel-point-note,txt2,replacement-flag
Rakuten Hand 5G,15,2022/2/14,2023/10/17,,,キャンペーン値引き対象,,rakuten-hand-5g,1,#BF0000/#222222/#FFFFFF,17274,19001,791,395,,3ニュースタンダード,2630,5.1,,,,,19000,,※1,キャンペーンで,本体単体価格,1,円,※1,,1,13300.7,,*9,ポイント還元！,1
