code,name
001823170,芦沢郵便局
001823180,平窪郵便局
001823190,門田郵便局
001823200,中畑郵便局
001823210,岩井沢郵便局
001823220,檜枝岐郵便局
001823230,山舟生郵便局
001823240,白坂郵便局
001823250,古関郵便局
001823270,岳温泉郵便局
001823300,郡山麓山郵便局
001823310,若松旭町郵便局
001823320,木幡郵便局
001823330,堂島郵便局
001823340,立子山郵便局
001823350,小名浜東郵便局
001823370,鳥川郵便局
001823390,平田郵便局
001823400,上三宮郵便局
001823410,富田郵便局
001823420,下川崎郵便局
001823430,大枝郵便局
001823440,堰本郵便局
001823450,高瀬郵便局
001823460,石城山田郵便局
001823470,永田郵便局
001823480,福島泉郵便局
001823490,磐城小野田郵便局
001823500,要田郵便局
001823510,二本松大平郵便局
001823530,長野郵便局
001823540,四倉新町郵便局
001823550,福島三河町郵便局
001823560,下関河内郵便局
001823570,伊達福田郵便局
001823580,北好間郵便局
001823590,勿来酒井郵便局
001823600,喜多方駅前郵便局
001823610,郡山深沢郵便局
001823620,湯本駅前郵便局
001823630,上川崎郵便局
001823660,水原郵便局
001823670,湯野郵便局
001823710,旭田郵便局
001823720,小田川郵便局
001823730,若松赤井郵便局
001823740,住吉郵便局
001823750,平野郵便局
001823760,社川郵便局
001823770,原町桜井町郵便局
001823780,会津赤沢郵便局
001823790,会津アピオ郵便局
001823800,福島本内郵便局
001823810,中妻郵便局
001823820,東長原郵便局
001823840,郡山方八町郵便局
001823850,福島花園町郵便局
001823860,若松小田垣郵便局
001823870,泉玉露郵便局
001823880,内郷御厩郵便局
001823890,野木沢郵便局
001823900,若松南町郵便局
001823910,裏磐梯郵便局
001823930,須賀川上野郵便局
001823940,福島八島町郵便局
001823950,原町南町郵便局
001823970,若松山鹿町郵便局
001823980,川谷郵便局
001823990,内郷高坂町郵便局
001824000,喜多方北町郵便局
001824010,石川新町郵便局
001824020,郡山希望ケ丘郵便局
001824030,相馬大手先郵便局
001824040,郡山五百淵郵便局
001824050,石城夏井郵便局
001824060,北沢又郵便局
001824070,三春駅前郵便局
001824080,原町本町郵便局
001824090,松川駅前郵便局
001824100,田島西町郵便局
001824120,磐城新地郵便局
001824130,半田郵便局
001824140,本宮北郵便局
001824150,三本松郵便局
001824160,芦ノ牧郵便局
001824170,喜多方桜ケ丘郵便局
001824180,いわき金山郵便局
001824190,郡山若葉町郵便局
001824200,八ツ坂郵便局
001824210,二本松亀谷郵便局
001824220,神谷郵便局
001824230,小名浜北郵便局
001824240,若松橋本郵便局
001824250,常磐下船尾郵便局
001824260,福島県庁内郵便局
001824270,笹谷東郵便局
001824280,福島蓬莱郵便局
001824290,郡山卸町郵便局
001824300,郡山中町郵便局
001824310,郡山台新郵便局
001824320,福島吉倉郵便局
001824330,若松一箕町郵便局
001824340,郡山久留米郵便局
001824350,郡山緑ヶ丘郵便局
001824360,若松居合郵便局
001824370,郡山大槻郵便局
001824380,福島御山郵便局
001824390,郡山笹川郵便局
001824400,郡山金屋郵便局
001824410,須賀川西川郵便局
001824420,いわき中央台郵便局
001824430,郡山荒井郵便局
001824440,福島医科大学内郵便局
001824450,郡山市役所内郵便局
001824470,新白河駅前郵便局
001824480,郡山柴宮郵便局
001824490,若松黒岩郵便局
001824500,郡山駅前大通り郵便局
001824520,若松千石町郵便局
001824530,福島野田町郵便局
001824540,白河みさか郵便局
001824550,郡山並木郵便局
001824580,富田東郵便局
001824610,城北郵便局
001824620,豊間郵便局
001824630,いわき自由ケ丘郵便局
001060010,水戸中央郵便局
001060020,下館郵便局
001060030,土浦郵便局
001060040,笠間郵便局
001060050,常陸太田郵便局
001060060,江戸崎郵便局
001060070,古河郵便局
001060080,水海道郵便局
001060090,結城郵便局
001060100,水戸下市郵便局
001060110,石岡郵便局
001060120,大洗郵便局
001060130,下妻郵便局
001060140,真壁郵便局
001060150,湊本町郵便局
001060160,龍ケ崎郵便局
001060170,波崎郵便局
001060180,大津郵便局
001060190,利根郵便局
001060200,那珂郵便局
001060210,鉾田郵便局
001060220,高萩郵便局
001060230,取手郵便局
001060240,潮来郵便局
001060250,筑波谷田部郵便局
001060260,千代川郵便局
001060270,平潟郵便局
001060280,茨城境郵便局
001060290,麻生郵便局
001060300,大子郵便局
001060310,筑波郵便局
001060320,大宮郵便局
001060330,玉造郵便局
001060340,川尻郵便局
001060350,久慈浜郵便局
001060360,関城郵便局
001060370,岩瀬郵便局
001060380,守谷郵便局
001060390,岩井郵便局
001060400,八千代菅谷郵便局
001060410,天下野郵便局
001060420,八里郵便局
001060430,石塚郵便局
001060440,大中郵便局
001060450,馬渡郵便局
001060460,宍戸郵便局
001060470,常陸小川郵便局
001060480,八郷郵便局
001060490,美浦郵便局
001060500,土浦南郵便局
001060510,大穂郵便局
001060520,田伏郵便局
001060530,萩原郵便局
001060540,河内郵便局
001060550,石下郵便局
001060560,五霞郵便局
001060570,鹿嶋郵便局
001060580,大野郵便局
001060590,大洋郵便局
001060600,三和郵便局
001060610,堅倉郵便局
001060620,日立郵便局
001060630,牛久郵便局
001060640,吉沼郵便局
001060650,水戸大工町郵便局
001060660,明野郵便局
001060670,緒川郵便局
001060680,多賀郵便局
001060690,藤代郵便局
001060700,水戸末広郵便局
001060710,阿波郵便局
001060720,山方郵便局
001060730,美和郵便局
001060740,西金郵便局
001060750,町付郵便局
001060760,伊奈郵便局
001060770,北茨城郵便局
001060780,瓜連郵便局
001060790,協和郵便局
001060800,町屋郵便局
001060810,御前山郵便局
001060820,野口郵便局
001060830,内原郵便局
001060840,茨城郵便局
001060850,黒子郵便局
001060860,海老沢郵便局
001060870,北浦郵便局
001060880,額田郵便局
001060890,出島郵便局
001060900,川島郵便局
001060910,若栗郵便局
001060920,塩子郵便局
001060930,子生郵便局
001060940,生瀬郵便局
001060950,平磯郵便局
001060960,高浜郵便局
001060970,岩間郵便局
001060980,上郷郵便局
001060990,矢田部郵便局
001061000,福原郵便局
001061010,石下飯沼郵便局
001061020,古河中田郵便局
001061030,総和郵便局
001061040,牛堀郵便局
001061050,高道祖郵便局
001061060,大貫郵便局
001061070,日立水木郵便局
001061080,桜川古渡郵便局
001061090,猿島郵便局
001061100,藤沢郵便局
001061110,つくば小田郵便局
001061120,雨引郵便局
001061130,中上野郵便局
001061140,小栗郵便局
001061150,日立大和田郵便局
001061160,東那珂郵便局
001061170,金江津郵便局
001061180,笠間石井郵便局
001061190,松平郵便局
001061200,東海郵便局
001061210,根本郵便局
001061220,赤塚郵便局
001061230,飯富郵便局
001061240,竹原郵便局
001061250,高萩上手綱郵便局
001061260,小幡郵便局
001061270,千代田志筑郵便局
001061280,下吉影郵便局
001061290,矢幡郵便局
001061300,久米郵便局
001061310,深芝郵便局
001061320,真鍋郵便局
001061330,稲田郵便局
001061340,十王郵便局
001061350,中里郵便局
001061360,井上郵便局
001061370,菅生郵便局
001061380,水戸五軒町郵便局
001061400,大塚郵便局
001061410,北茨城華川郵便局
001061420,浮島郵便局
001061430,延方郵便局
001061440,羽生郵便局
001061450,藤代山王郵便局
001061460,東海駅西口郵便局
001061470,筑波山郵便局
001061480,沖宿郵便局
001061490,常陸太田栄町郵便局
001061500,村田郵便局
001061510,大国郵便局
001061520,友部郵便局
001061530,大宮玉川郵便局
001061540,日立会瀬郵便局
001061550,羽鳥郵便局
001061560,里美郵便局
001061570,桜郵便局
001061580,柴崎郵便局
001061590,上大島郵便局
001061600,阿波山郵便局
001061610,東郵便局
001061620,水戸袴塚郵便局
001061630,日立金沢団地内郵便局
001061640,汲上郵便局
001061650,勝田稲田郵便局
001061660,大宝郵便局
001061670,金砂郵便局
001061680,安飾郵便局
001061690,奥野郵便局
001061700,瓦会郵便局
001061710,秋津郵便局
001061720,行方郵便局
001061730,橋場郵便局
001061740,大場郵便局
001061760,鉾田鳥栖郵便局
001061770,南中郷郵便局
001061780,土浦駅前郵便局
001061790,阿見郵便局
001061800,今宿郵便局
001061810,田崎郵便局
001061820,村松郵便局
001061830,協和桑山郵便局
001061840,日高郵便局
001061850,三坂郵便局
001061860,八千代郵便局
001061870,大子佐原郵便局
001061880,高萩花貫郵便局
001061890,真瀬郵便局
001061900,水戸緑岡郵便局
001061910,橘郵便局
001061920,水戸本町郵便局
001061930,上小川郵便局
001061940,小絹郵便局
001061950,大賀郵便局
001061960,南川根郵便局
001061970,葛城郵便局
001061980,森戸郵便局
001062000,総和小堤郵便局
001062010,武田郵便局
001062020,下金沢郵便局
001062030,上妻郵便局
001062040,檜沢郵便局
001062050,大池田郵便局
001062060,八俣郵便局
001062070,千代田七会郵便局
001062080,旭郵便局
001062090,中野郵便局
001062100,沢辺郵便局
001062110,若松郵便局
001062120,大和郵便局
001062130,七郷郵便局
001062140,安静郵便局
001062150,磯崎郵便局
001062160,常澄郵便局
001062170,結城武井郵便局
001062180,あずま伊崎郵便局
001062190,稲戸井郵便局
001062200,土浦大手町郵便局
001062220,戸多郵便局
001062230,大子下野宮郵便局
001062240,高松郵便局
001062250,北那珂郵便局
001062260,日立宮田郵便局
001062270,谷和原郵便局
001062280,生板郵便局
001062290,夏海郵便局
001062300,常陸太田藤田郵便局
001062310,菅原郵便局
001062320,川根郵便局
001062330,大子袋田郵便局
001062340,本新島郵便局
001062350,日立幸町郵便局
001062360,下館駅前郵便局
001062370,牛渡郵便局
001062380,紫尾郵便局
001062390,水戸杉崎郵便局
001062400,実穀郵便局
001062420,岩井長須郵便局
001062430,日立金沢郵便局
001062440,水府郵便局
001062450,佐貫駅前郵便局
001062460,上野合郵便局
001062470,栗原郵便局
001062480,つくば作谷郵便局
001062490,龍ケ崎米町郵便局
001062500,笠間駅前郵便局
001062510,境山崎郵便局
001062520,野木崎郵便局
001062530,金郷郵便局
001062550,鯉淵郵便局
001062560,絹川郵便局
001062570,茨城石崎郵便局
001062580,水戸元吉田郵便局
001062590,勝田枝川郵便局
001062600,日立成沢郵便局
001062610,つくば九重郵便局
001062620,土浦鷹匠町郵便局
001062630,古河横山町郵便局
001062640,生子菅郵便局
001062660,守谷松ヶ丘郵便局
001062670,関本郵便局
001062680,水戸米沢郵便局
001062690,山方長田郵便局
001062720,徳蔵郵便局
001062730,安中郵便局
001062740,新宮郵便局
001062750,茎崎みなみ郵便局
001062760,龍ケ崎藤ヶ丘郵便局
001062770,君原郵便局
001062780,七重郵便局
001062820,勝田東大島郵便局
001062830,神大実郵便局
001062840,ひたちなか郵便局
001062850,高倉郵便局
001062860,上野宮郵便局
001062870,逆井山郵便局
001062880,北文間郵便局
001062890,五所郵便局
001062900,徳宿郵便局
001062910,西豊田郵便局
001062920,高萩島名郵便局
001062930,小野川郵便局
001062940,阿見原郵便局
001062950,日立若葉町郵便局
001062960,佐竹郵便局
001062970,志士庫郵便局
001062980,小桜郵便局
001062990,川西郵便局
001063000,日立兎平郵便局
001063010,大生原郵便局
001063020,荒井郵便局
001063030,大須賀郵便局
001063040,島名郵便局
001063050,土浦下高津郵便局
001063060,金上駅前郵便局
001063070,木崎郵便局
001063080,日立土木内郵便局
001063090,水海道五箇郵便局
001063100,水海道豊岡郵便局
001063110,三和尾崎郵便局
001063120,結城矢畑郵便局
001063130,つくば田井郵便局
001063140,常陸太田小目郵便局
001063150,土浦小松郵便局
001063160,日立鮎川一郵便局
001063170,河間郵便局
001063180,北川根郵便局
001063190,常陸太田里野宮郵便局
001063200,諏訪郵便局
001063210,総和上辺見郵便局
001063220,鳩崎郵便局
001063230,嘉田生崎郵便局
001063240,東文間郵便局
001063250,小文間郵便局
001063260,要郵便局
001063270,葦穂郵便局
001063280,石岡守木町郵便局
001063290,国田郵便局
001063300,那珂五台郵便局
001063310,岩船郵便局
001063320,長戸郵便局
001063330,稲敷大宮郵便局
001063340,下館折本郵便局
001063350,大形郵便局
001063360,谷井田郵便局
001063370,林郵便局
001063380,土浦都和郵便局
001063400,園部郵便局
001063410,山ノ荘郵便局
001063420,千代田新治郵便局
001063430,下太田郵便局
001063440,神立駅前郵便局
001063450,総和釈迦郵便局
001063460,日立河原子郵便局
001063470,那珂湊相金郵便局
001063480,古河下山郵便局
001063490,福岡郵便局
001063500,土浦中村郵便局
001063510,三和諸川郵便局
001063520,水戸松が丘郵便局
001063530,友部上市原郵便局
001063540,岩井小山郵便局
001063550,下館西方郵便局
001063560,水海道諏訪郵便局
001063570,原研前郵便局
001063580,結城白銀郵便局
001063590,常陸太田駅前郵便局
001063600,古河台町郵便局
001063610,取手白山郵便局
001063620,土浦霞ヶ岡郵便局
001063630,岩井飯島郵便局
001063640,茨城大学前郵便局
001063650,高萩東本町郵便局
001063660,下妻砂沼郵便局
001063670,勝田堀口郵便局
001063680,関城霞台郵便局
001063690,玉造上山郵便局
001063700,日立滑川郵便局
001063710,大甕駅前郵便局
001063720,日立鮎川三郵便局
001063730,水戸東原郵便局
001063740,水海道坂手郵便局
001063750,鉾田駅前郵便局
001063770,土浦中貫郵便局
001063780,茨城長岡郵便局
001063790,水戸城東郵便局
001063800,常陸太田下大門郵便局
001063810,岩井弓田郵便局
001063820,阿見中央一郵便局
001063830,茎崎高崎郵便局
001063840,牛久本町郵便局
001063850,水戸渡里郵便局
001063860,水戸見和郵便局
001063870,藤代清水郵便局
001063880,別所郵便局
001063890,勝田田彦郵便局
001063900,水戸酒門郵便局
001063910,牛久岡見郵便局
001063930,岩井辺田郵便局
001063940,大洗祝町郵便局
001063950,玉里郵便局
001063960,取手新道郵便局
001063970,東山田郵便局
001063980,石岡若松郵便局
001063990,藤代宮和田郵便局
001064000,水戸千波郵便局
001064010,真壁長岡郵便局
001064020,小川飯前郵便局
001064030,日立南高野郵便局
001064040,石岡自由ヶ丘郵便局
001064050,大津西町郵便局
001064060,水戸平須郵便局
001064070,取手寺田郵便局
001064080,下館横島郵便局
001064090,古河三杉郵便局
001064100,土浦天川郵便局
001064110,日立小木津郵便局
001064120,日立諏訪郵便局
001064130,潮来辻郵便局
001064140,神栖知手郵便局
001064150,鉾田舟木郵便局
001064160,藤代新川郵便局
001064170,土浦荒川沖郵便局
001064180,勝田津田郵便局
001064190,神栖大野原郵便局
001064200,神栖郵便局
001064210,波崎土合ヶ原郵便局
001064220,日立大沼郵便局
001064230,那珂向山郵便局
001064240,鹿島神宮前郵便局
001064250,土浦宍塚郵便局
001064260,勝田中根郵便局
001064270,友部駅前郵便局
001064280,桜竹園郵便局
001064290,取手戸頭郵便局
001064300,鹿嶋平井郵便局
001064310,取手一郵便局
001064320,境上仲郵便局
001064330,龍ケ崎下町郵便局
001064340,桜並木郵便局
001064350,水戸東赤塚郵便局
001064360,水戸双葉台郵便局
001064370,筑波大学内郵便局
001064390,水戸市役所前郵便局
001064400,水戸河和田郵便局
001064410,谷田部松代郵便局
001064420,筑波学園郵便局
001064430,牛久みどり野郵便局
001064440,下館大町郵便局
001064450,土浦真鍋台郵便局
001064460,古河北町郵便局
001064470,水戸石川郵便局
001064480,波崎太田郵便局
001064490,大宮上町郵便局
001064500,水戸吉沢郵便局
001064510,日立川尻町郵便局
001064520,土浦乙戸郵便局
001064530,取手ボックスヒル内郵便局
001064540,勝田高野郵便局
001064550,大宮栄町郵便局
001064560,本牛久郵便局
001064570,取手井野郵便局
001064580,龍ケ崎長山郵便局
001064590,笠間大町郵便局
001064600,土浦永国郵便局
001064610,千代田下稲吉郵便局
001064620,日立塙山郵便局
001064630,守谷久保ヶ丘郵便局
001064640,石岡南台郵便局
001064650,守谷みずき野郵便局
001064660,古河三和郵便局
001064670,美浦木原郵便局
001064680,大子池田郵便局
001064690,茨城県庁内郵便局
001064700,牛久駅西口郵便局
001064710,五霞原宿台郵便局
001064720,龍ケ崎中根台郵便局
001064740,阿見青宿郵便局
001064750,下館玉戸郵便局
001064760,那珂菅谷郵便局
001064770,日立助川郵便局
001064780,那珂竹の内郵便局
001064800,ひたち野うしく郵便局
001064830,つくば研究学園郵便局
001064840,みらい平郵便局
001067000,友部旭町郵便局
001070010,栃木郵便局
001070020,宇都宮中央郵便局
001070030,佐野郵便局
001070040,大田原郵便局
001070050,足利郵便局
001070060,鹿沼郵便局
001070070,烏山郵便局
001070080,芦野郵便局
001070090,今市郵便局
001070100,喜連川郵便局
001070110,小山郵便局
001070120,真岡郵便局
001070130,日光郵便局
001070140,茂木郵便局
001070150,黒羽郵便局
001070160,馬頭郵便局
001070170,田沼郵便局
001070180,矢板郵便局
001070190,石橋郵便局
001070200,足利西郵便局
001070210,間々田郵便局
001070220,久下田郵便局
001070230,益子郵便局
001070240,大田原佐久山郵便局
001070250,芳賀郵便局
001070260,藤岡郵便局
001070270,壬生郵便局
001070280,足尾郵便局
001070290,上三川郵便局
001070300,部屋郵便局
001070310,氏家郵便局
001070320,大平郵便局
001070330,福居郵便局
001070340,葛生郵便局
001070350,上河内郵便局
001070360,文挾郵便局
001070370,粟野郵便局
001070380,船生郵便局
001070390,高林郵便局
001070400,黒田原郵便局
001070410,関谷郵便局
001070420,中川郵便局
001070430,高根沢郵便局
001070450,西那須野郵便局
001070460,飛駒郵便局
001070470,南小林郵便局
001070480,下野小金井郵便局
001070490,草久郵便局
001070500,合戦場郵便局
001070510,黒磯郵便局
001070520,塩原郵便局
001070530,宇都宮千手町郵便局
001070540,金崎郵便局
001070550,那須温泉郵便局
001070560,徳次郎郵便局
001070570,岩舟郵便局
001070580,小川郵便局
001070590,足尾赤倉郵便局
001070600,宇都宮西一郵便局
001070610,中禅寺郵便局
001070620,伊王野郵便局
001070630,道場宿郵便局
001070640,梅沢郵便局
001070650,延島郵便局
001070660,大沢郵便局
001070670,河内郵便局
001070680,鬼怒川温泉郵便局
001070690,玉生郵便局
001070700,七井郵便局
001070710,宇都宮南郵便局
001070720,加園郵便局
001070730,吹上郵便局
001070740,粕尾郵便局
001070750,大桑郵便局
001070760,三依郵便局
001070770,栗山郵便局
001070780,黒羽須佐木郵便局
001070790,板室温泉郵便局
001070800,楡木郵便局
001070810,薬師寺郵便局
001070820,市貝郵便局
001070830,小山上生井郵便局
001070840,富田郵便局
001070850,梁田郵便局
001070860,日光本町郵便局
001070870,足利伊勢町郵便局
001070880,足利山前郵便局
001070890,栃木室町郵便局
001070900,小来川郵便局
001070910,逆川郵便局
001070920,小山城南郵便局
001070930,南摩郵便局
001070940,卒島郵便局
001070950,足利北郷郵便局
001070960,越堀郵便局
001070970,佐野堀米郵便局
001070980,栃木県庁内郵便局
001070990,東那須野郵便局
001071000,須藤郵便局
001071010,宇都宮小幡郵便局
001071020,宇都宮上河原郵便局
001071030,清滝郵便局
001071040,古峯ヶ原郵便局
001071050,赤見郵便局
001071060,片岡郵便局
001071070,宇都宮中戸祭郵便局
001071080,大宮郵便局
001071090,鶴田駅前郵便局
001071100,大田原野崎郵便局
001071120,皆川郵便局
001071130,鹿沼府所本町郵便局
001071140,大谷郵便局
001071150,宇都宮川向郵便局
001071160,熟田郵便局
001071170,泉郵便局
001071180,足利通六郵便局
001071190,宇都宮今泉町郵便局
001071200,南那須郵便局
001071210,常盤郵便局
001071220,大内郵便局
001071230,水橋郵便局
001071240,物部郵便局
001071250,赤津郵便局
001071260,足利助戸郵便局
001071270,石井郵便局
001071280,篠井郵便局
001071290,河内田原郵便局
001071300,南犬飼郵便局
001071310,新合郵便局
001071320,田野郵便局
001071330,長沼郵便局
001071340,北高根沢郵便局
001071350,佐野馬門郵便局
001071360,佐野犬伏郵便局
001071370,日光駅前郵便局
001071380,足利葉鹿郵便局
001071390,芳賀山前郵便局
001071400,稲葉郵便局
001071410,本郷郵便局
001071420,小貝郵便局
001071430,佐良土郵便局
001071440,下江川郵便局
001071450,野木郵便局
001071460,小山東野田郵便局
001071470,飯貝郵便局
001071480,両郷郵便局
001071490,岩崎郵便局
001071500,足利筑波郵便局
001071510,永野郵便局
001071520,七合郵便局
001071530,大平水代郵便局
001071540,宇都宮一条郵便局
001071550,佐野赤坂郵便局
001071560,足利有楽町郵便局
001071570,足利松田郵便局
001071580,真岡中村郵便局
001071590,足利八幡郵便局
001071600,佐野吾妻郵便局
001071610,吉田郵便局
001071620,栃木駅前郵便局
001071630,川治郵便局
001071650,北犬飼郵便局
001071660,岩舟新里郵便局
001071670,国府郵便局
001071680,瑞穂野郵便局
001071690,大山田郵便局
001071700,宇都宮八幡山郵便局
001071710,足利毛野郵便局
001071720,上江川郵便局
001071730,那須郵便局
001071740,小木須郵便局
001071750,金丸原郵便局
001071780,氷室郵便局
001071810,湯西川郵便局
001071820,福原郵便局
001071830,須賀川郵便局
001071850,宇都宮桜郵便局
001071860,黒羽前田郵便局
001071870,親園郵便局
001071880,赤麻郵便局
001071890,小山羽川郵便局
001071900,宇都宮関堀郵便局
001071910,足利三重郵便局
001071920,蒲須坂郵便局
001071930,藤岡三鴨郵便局
001071940,小山下石塚郵便局
001071950,名草郵便局
001071960,板荷郵便局
001071970,宇都宮塙田町郵便局
001071980,足利雪輪町郵便局
001071990,今市塩野室郵便局
001072000,鐺山郵便局
001072010,宇都宮六道郵便局
001072020,市野沢郵便局
001072030,西那須野狩野郵便局
001072040,小砂郵便局
001072050,日光安良沢郵便局
001072060,大田原住吉郵便局
001072070,鹿沼泉町郵便局
001072080,宇都宮大学内郵便局
001072090,百村郵便局
001072100,小山中里郵便局
001072110,宇都宮中河原郵便局
001072120,佐野並木郵便局
001072130,宇都宮双葉郵便局
001072140,岡本駅前郵便局
001072150,絹島郵便局
001072160,鹿沼樅山郵便局
001072170,上粕尾郵便局
001072180,栃木蔵の街郵便局
001072190,大平横堀郵便局
001072200,武茂郵便局
001072210,向田郵便局
001072220,赤羽郵便局
001072230,小島郵便局
001072240,岩舟静和郵便局
001072250,宇都宮屋板郵便局
001072260,宇都宮泉が丘郵便局
001072270,小山天神郵便局
001072280,足利田中郵便局
001072290,宇都宮吉野郵便局
001072300,東武宇都宮駅前郵便局
001072310,栃木片柳郵便局
001072320,宇都宮宿郷郵便局
001072330,下今市郵便局
001072340,黒磯青木郵便局
001072350,小山犬塚郵便局
001072360,矢場川郵便局
001072370,真岡荒町郵便局
001072380,家中郵便局
001072390,宇都宮不動前郵便局
001072400,西鹿沼郵便局
001072410,おもちゃのまち郵便局
001072420,小山花垣郵便局
001072430,宇都宮末広郵便局
001072440,今市明神郵便局
001072450,足利通三郵便局
001072460,鹿沼鳥居跡郵便局
001072470,宇都宮西川田郵便局
001072480,宇都宮岡台郵便局
001072490,下野大沢駅前郵便局
001072500,宇都宮戸祭郵便局
001072510,宇都宮操町郵便局
001072520,栃木大町郵便局
001072530,宇都宮東町郵便局
001072540,宇都宮平出郵便局
001072550,藤岡富吉郵便局
001072560,藤原高徳郵便局
001072570,足利勧農郵便局
001072580,宇都宮細谷町郵便局
001072590,氏家馬場郵便局
001072600,宇都宮大曽郵便局
001072610,藤原滝郵便局
001072620,今市大谷向郵便局
001072630,佐野植上郵便局
001072640,矢板本町郵便局
001072650,栃木本町郵便局
001072660,宇都宮江曽島郵便局
001072670,佐野堀米西郵便局
001072680,足利朝倉郵便局
001072690,小山間々田三郵便局
001072700,宇都宮野沢郵便局
001072710,烏山仲町郵便局
001072720,宇都宮下栗郵便局
001072730,足利本城郵便局
001072740,真岡西田井郵便局
001072750,大田原中央一郵便局
001072760,壬生中央町郵便局
001072770,鹿沼千渡郵便局
001072780,小山乙女郵便局
001072790,宇都宮越戸郵便局
001072800,宇都宮宝木町郵便局
001072810,小山駅東通郵便局
001072820,宇都宮三の沢郵便局
001072830,佐野石塚郵便局
001072840,大平西野田郵便局
001072850,黒磯豊浦郵便局
001072860,栃木平柳郵便局
001072870,西那須野駅前郵便局
001072880,上三川上蒲生郵便局
001072890,小山雨ヶ谷新田郵便局
001072900,鹿沼上日向郵便局
001072910,宇都宮岩曾郵便局
001072920,石橋本町郵便局
001072930,足利南大町郵便局
001072940,鹿沼緑町郵便局
001072950,宇都宮緑郵便局
001072960,佐野大和郵便局
001072970,小山扶桑郵便局
001072980,雀宮駅前郵便局
001072990,小山中央二郵便局
001073000,黒磯中央町郵便局
001073010,宇都宮富士見ヶ丘郵便局
001073020,栃木沼和田郵便局
001073030,宇都宮東郵便局
001073040,宇都宮さつき団地郵便局
001073050,宇都宮御幸ヶ原郵便局
001073060,宇都宮瑞穂郵便局
001073070,宇都宮兵庫塚郵便局
001073080,宇都宮清原台郵便局
001073090,今市市役所通郵便局
001073120,西那須野下永田郵便局
001073130,田沼吉水駅前郵便局
001073140,野木駅東口郵便局
001073150,鹿沼下田町郵便局
001073160,鹿沼みなみ町郵便局
001073170,宇都宮簗瀬郵便局
001073180,宇都宮挟又郵便局
001073190,自治医大駅前郵便局
001073200,足利小俣郵便局
001073240,宇都宮今泉東郵便局
001040010,前橋中央郵便局
001040020,桐生郵便局
001040030,高崎郵便局
001040040,富岡郵便局
001040050,太田郵便局
001040060,沼田郵便局
001040070,渋川郵便局
001040080,館林郵便局
001040090,伊勢崎郵便局
001040100,安中郵便局
001040110,藤岡郵便局
001040120,下仁田郵便局
001040130,中之条郵便局
001040140,高崎住吉郵便局
001040150,前橋六供郵便局
001040160,境郵便局
001040170,木崎郵便局
001040180,玉村郵便局
001040190,松井田郵便局
001040200,倉賀野郵便局
001040210,伊香保郵便局
001040220,草津郵便局
001040230,大間々郵便局
001040240,新町郵便局
001040250,鬼石郵便局
001040260,吉井郵便局
001040270,板鼻郵便局
001040280,群馬郵便局
001040290,板倉郵便局
001040300,富士見郵便局
001040310,大胡郵便局
001040320,本宿郵便局
001040330,布施郵便局
001040340,猿ケ京郵便局
001040350,長野原郵便局
001040360,磐戸郵便局
001040370,追貝郵便局
001040380,月夜野郵便局
001040390,万場郵便局
001040400,岩下郵便局
001040410,藪塚本町郵便局
001040420,室田郵便局
001040430,倉渕郵便局
001040440,岩鼻郵便局
001040450,大泉郵便局
001040460,川俣郵便局
001040470,横川郵便局
001040480,磯部郵便局
001040490,中里郵便局
001040500,花輪郵便局
001040510,四万郵便局
001040520,沢渡郵便局
001040530,前橋東郵便局
001040540,原町郵便局
001040550,尾島郵便局
001040560,大笹郵便局
001040570,赤城郵便局
001040580,大戸郵便局
001040590,箕輪郵便局
001040600,安中原市郵便局
001040610,高平郵便局
001040620,水上郵便局
001040640,上牧郵便局
001040650,応桑郵便局
001040670,三原郵便局
001040680,箱島郵便局
001040690,高山郵便局
001040700,湯檜曽郵便局
001040710,楢原郵便局
001040720,砥沢郵便局
001040730,子持郵便局
001040740,一ノ宮郵便局
001040750,真庭郵便局
001040760,中野郵便局
001040770,前橋本町郵便局
001040780,赤岩郵便局
001040790,桐生錦町郵便局
001040800,小幡郵便局
001040810,高崎中居郵便局
001040820,総社郵便局
001040830,前橋住吉郵便局
001040840,高崎鶴見町郵便局
001040850,新羽郵便局
001040860,前橋朝日郵便局
001040870,世良田郵便局
001040880,太田竜舞郵便局
001040890,金井郵便局
001040900,国定郵便局
001040910,片品郵便局
001040930,強戸郵便局
001040940,生品郵便局
001040950,高崎豊岡郵便局
001040960,前橋石倉郵便局
001040970,川場郵便局
001040980,粕川郵便局
001040990,前橋本町一郵便局
001041000,桐生宮本町郵便局
001041010,伊勢崎豊受郵便局
001041020,前橋大友郵便局
001041030,南蛇井郵便局
001041040,美九里郵便局
001041050,梅田郵便局
001041070,中之条名久田郵便局
001041080,久呂保郵便局
001041090,館林本町郵便局
001041100,高崎金井淵郵便局
001041110,水沼郵便局
001041120,毛里田郵便局
001041130,秋間郵便局
001041140,吉岡郵便局
001041150,高崎京目郵便局
001041160,前橋上泉郵便局
001041170,境伊与久郵便局
001041180,前橋田口郵便局
001041190,笠懸郵便局
001041200,甘楽秋畑郵便局
001041210,小野郵便局
001041240,高崎飯塚郵便局
001041250,日野郵便局
001041260,六合郵便局
001041270,前橋表町郵便局
001041290,芝根郵便局
001041300,権田郵便局
001041310,安中後閑郵便局
001041320,新屋郵便局
001041330,桐生浜松町郵便局
001041340,里見郵便局
