update,area1,area2,day,spot,ruby,atr,
,関西,兵庫県,,神戸高速鉄道東西線 大開駅～新開地駅間,こうべこうそくてつどうとうざいせん だいかいえき～しんかいちえきかん,鉄道,
,関西,兵庫県,,神戸高速鉄道南北線 新開地駅,こうべこうそくてつどうなんぼくせん しんかいちえき,鉄道,
,関西,兵庫県,,神戸高速鉄道南北線 新開地駅～湊川駅間,こうべこうそくてつどうなんぼくせん しんかいちえき～みなとがわえきかん,鉄道,
,関西,兵庫県,,神戸高速鉄道南北線 湊川駅,こうべこうそくてつどうなんぼくせん みなとがわえき,鉄道,
,関西,兵庫県,,神戸高速鉄道有馬線 湊川駅～長田駅間,こうべこうそくてつどうありません みなとがわえき～ながたえきかん,鉄道,
,関西,兵庫県,,神戸市営地下鉄西神・山手線 伊川谷駅～西神南駅間,こうべしえいちかてつせいしん・やまてせん いかわだにえき～せいしんみなみえきかん,鉄道,
,関西,兵庫県,,神戸市営地下鉄西神・山手線 学園都市駅～伊川谷駅間,こうべしえいちかてつせいしん・やまてせん がくえんとしえき～いかわだにえきかん,鉄道,
,関西,兵庫県,,神戸市営地下鉄西神・山手線 県庁前駅,こうべしえいちかてつせいしん・やまてせん けんちょうまええき,鉄道,
,関西,兵庫県,,神戸市営地下鉄西神・山手線 県庁前駅～大倉山駅間,こうべしえいちかてつせいしん・やまてせん けんちょうまええき～おおくらやまえきかん,鉄道,
,関西,兵庫県,,神戸市営地下鉄西神・山手線 三宮駅,こうべしえいちかてつせいしん・やまてせん さんのみやえき,鉄道,
,関西,兵庫県,,神戸市営地下鉄西神・山手線 三宮駅～県庁前駅間,こうべしえいちかてつせいしん・やまてせん さんのみやえき～けんちょうまええきかん,鉄道,
,関西,兵庫県,,神戸市営地下鉄西神・山手線 上沢駅,こうべしえいちかてつせいしん・やまてせん かみさわえき,鉄道,
,関西,兵庫県,,神戸市営地下鉄西神・山手線 上沢駅～長田駅間,こうべしえいちかてつせいしん・やまてせん かみさわえき～ながたえきかん,鉄道,
,関西,兵庫県,,神戸市営地下鉄西神・山手線 新神戸駅,こうべしえいちかてつせいしん・やまてせん しんこうべえき,鉄道,
,関西,兵庫県,,神戸市営地下鉄西神・山手線 新神戸駅～三宮駅間,こうべしえいちかてつせいしん・やまてせん しんこうべえき～さんのみやえきかん,鉄道,
,関西,兵庫県,,神戸市営地下鉄西神・山手線 新長田駅～板宿駅間,こうべしえいちかてつせいしん・やまてせん しんながたえき～いたやどえきかん,鉄道,
,関西,兵庫県,,神戸市営地下鉄西神・山手線 西神南駅～西神中央駅間,こうべしえいちかてつせいしん・やまてせん せいしんみなみえき～せいしんちゅうおうえきかん,鉄道,
,関西,兵庫県,,神戸市営地下鉄西神・山手線 総合運動公園駅～学園都市駅間,こうべしえいちかてつせいしん・やまてせん そうごううんどうこうえんえき～がくえんとしえきかん,鉄道,
,関西,兵庫県,,神戸市営地下鉄西神・山手線 大倉山駅,こうべしえいちかてつせいしん・やまてせん おおくらやまえき,鉄道,
,関西,兵庫県,,神戸市営地下鉄西神・山手線 大倉山駅～湊川公園駅間,こうべしえいちかてつせいしん・やまてせん おおくらやまえき～みなとがわこうえんえきかん,鉄道,
,関西,兵庫県,,神戸市営地下鉄西神・山手線 長田駅,こうべしえいちかてつせいしん・やまてせん ながたえき,鉄道,
,関西,兵庫県,,神戸市営地下鉄西神・山手線 長田駅～新長田駅間,こうべしえいちかてつせいしん・やまてせん ながたえき～しんながたえきかん,鉄道,
,関西,兵庫県,,神戸市営地下鉄西神・山手線 板宿駅,こうべしえいちかてつせいしん・やまてせん いたやどえき,鉄道,
,関西,兵庫県,,神戸市営地下鉄西神・山手線 板宿駅～妙法寺駅間,こうべしえいちかてつせいしん・やまてせん いたやどえき～みょうほうじえきかん,鉄道,
,関西,兵庫県,,神戸市営地下鉄西神・山手線 湊川公園駅,こうべしえいちかてつせいしん・やまてせん みなとがわこうえんえき,鉄道,
,関西,兵庫県,,神戸市営地下鉄西神・山手線 湊川公園駅～上沢駅間,こうべしえいちかてつせいしん・やまてせん みなとがわこうえんえき～かみさわえきかん,鉄道,
,関西,兵庫県,,神戸市営地下鉄西神・山手線 妙法寺駅～名谷駅間,こうべしえいちかてつせいしん・やまてせん みょうほうじえき～みょうだにえきかん,鉄道,
,関西,兵庫県,,神戸市営地下鉄西神・山手線 名谷駅～総合運動公園駅間,こうべしえいちかてつせいしん・やまてせん みょうだにえき～そうごううんどうこうえんえきかん,鉄道,
,関西,兵庫県,,御立トンネル,みたちとんねる,トンネル,
,関西,兵庫県,,広峰山トンネル,ひろみねさんとんねる,トンネル,
,関西,兵庫県,,三谷トンネル,みたにとんねる,トンネル,
,関西,兵庫県,,書写山第一トンネル,しょしゃざんだいいちとんねる,トンネル,
,関西,兵庫県,,書写山第二トンネル,しょしゃざんだいにとんねる,トンネル,
,関西,兵庫県,,上大野トンネル,かみおおのとんねる,トンネル,
,関西,奈良県,,かもきみトンネル,かもきみとんねる,トンネル,
,関西,奈良県,,巨勢山トンネル,こせやまとんねる,トンネル,
,関西,奈良県,,新鹿路トンネル,しんろくろとんねる,トンネル,
,関西,奈良県,,新田東佐味トンネル,しんでんひがしさびとんねる,トンネル,
,関西,奈良県,,朝町トンネル,あさまちとんねる,トンネル,
,関西,和歌山県,,下津トンネル,しもつとんねる,トンネル,
,関西,和歌山県,,長峰トンネル,ながみねとんねる,トンネル,
,関西,和歌山県,,藤白トンネル,ふじしろとんねる,トンネル,
,中国,岡山県,,岡山赤十字病院,おかやませきじゅうじびょういん,病院,
,中国,岡山県,,岡山駅地下街,おかやまえきちかがい,施設,
,中国,広島県,,紙屋町シャレオ,かみやちょうしゃれお,施設,
,中国,広島県,,基町パーキングアクセス,もとまちぱーきんぐあくせす,施設,
,中国,広島県,,紙屋町地下駐車場,かみやちょうちかちゅうしゃじょう,施設,
,中国,広島県,,アストラムライン 県庁前駅,あすとらむらいん けんちょうまええき,鉄道,
,中国,広島県,,アストラムライン 県庁前駅～城北駅間,あすとらむらいん けんちょうまええき～じょうほくえきかん,鉄道,
,中国,広島県,,アストラムライン 城北駅,あすとらむらいん じょうほくえき,鉄道,
,中国,広島県,,アストラムライン 城北駅～新白島駅間,あすとらむらいん じょうほくえき～しんはくしまえきかん,鉄道,
,中国,広島県,,アストラムライン 本通駅,あすとらむらいん ほんどおりえき,鉄道,
,中国,広島県,,アストラムライン 本通駅～県庁前駅間,あすとらむらいん ほんどおりえき～けんちょうまええきかん,鉄道,
,中国,広島県,,駒ヶ原トンネル,こまがはらとんねる,トンネル,
,中国,広島県,,志和トンネル,しわとんねる,トンネル,
,中国,広島県,,時広トンネル,ときひろとんねる,トンネル,
,中国,広島県,,中之町トンネル,なかのちょうとんねる,トンネル,
,中国,広島県,,八坂トンネル,やさかとんねる,トンネル,
,中国,山口県,,関戸トンネル,せきどとんねる,トンネル,
,中国,山口県,,小瀬トンネル,おぜとんねる,トンネル,
,四国,高知県,,国立病院機構高知病院,こくりつびょういんきこうこうちびょういん,病院,
,四国,高知県,,橘川トンネル,たちばながわとんねる,トンネル,
,四国,高知県,,金上野トンネル,きんじょうのとんねる,トンネル,
,四国,高知県,,拳ノ川トンネル,こぶしのかわとんねる,トンネル,
,九州,福岡県,,博多リバレイン,はかたりばれいん,施設,
,九州,福岡県,,福岡市営地下鉄空港線 祇園駅,ふくおかしえいちかてつくうこうせん ぎおんえき,鉄道,
,九州,福岡県,,福岡市営地下鉄空港線 祇園駅～博多駅間,ふくおかしえいちかてつくうこうせん ぎおんえき～はかたえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄空港線 室見駅,ふくおかしえいちかてつくうこうせん むろみえき,鉄道,
,九州,福岡県,,福岡市営地下鉄空港線 室見駅～藤崎駅間,ふくおかしえいちかてつくうこうせん むろみえき～ふじさきえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄空港線 西新駅,ふくおかしえいちかてつくうこうせん にしじんえき,鉄道,
,九州,福岡県,,福岡市営地下鉄空港線 西新駅～唐人町駅間,ふくおかしえいちかてつくうこうせん にしじんえき～とうじんまちえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄空港線 赤坂駅,ふくおかしえいちかてつくうこうせん あかさかえき,鉄道,
,九州,福岡県,,福岡市営地下鉄空港線 赤坂駅～天神駅間,ふくおかしえいちかてつくうこうせん あかさかえき～てんじんえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄空港線 大濠公園駅,ふくおかしえいちかてつくうこうせん おおほりこうえんえき,鉄道,
,九州,福岡県,,福岡市営地下鉄空港線 大濠公園駅～赤坂駅間,ふくおかしえいちかてつくうこうせん だいごうこうえんえき～あかさかえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄空港線 中洲川端駅,ふくおかしえいちかてつくうこうせん なかすかわばたえき,鉄道,
,九州,福岡県,,福岡市営地下鉄空港線 中洲川端駅～祇園駅間,ふくおかしえいちかてつくうこうせん なかすかわばたえき～ぎおんえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄空港線 天神駅,ふくおかしえいちかてつくうこうせん てんじんえき,鉄道,
,九州,福岡県,,福岡市営地下鉄空港線 天神駅～中洲川端駅間,ふくおかしえいちかてつくうこうせん てんじんえき～なかすかわばたえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄空港線 唐人町駅,ふくおかしえいちかてつくうこうせん とうじんまちえき,鉄道,
,九州,福岡県,,福岡市営地下鉄空港線 唐人町駅～大濠公園駅間,ふくおかしえいちかてつくうこうせん とうじんまちえき～おおほりこうえんえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄空港線 東比恵駅,ふくおかしえいちかてつくうこうせん ひがしひええき,鉄道,
,九州,福岡県,,福岡市営地下鉄空港線 東比恵駅～福岡空港駅間,ふくおかしえいちかてつくうこうせん ひがしひええき～ふくおかくうこうえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄空港線 藤崎駅,ふくおかしえいちかてつくうこうせん ふじさきえき,鉄道,
,九州,福岡県,,福岡市営地下鉄空港線 藤崎駅～西新駅間,ふくおかしえいちかてつくうこうせん ふじさきえき～にしじんえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄空港線 博多駅,ふくおかしえいちかてつくうこうせん はかたえき,鉄道,
,九州,福岡県,,福岡市営地下鉄空港線 博多駅～東比恵駅間,ふくおかしえいちかてつくうこうせん はかたえき～ひがしひええきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄空港線 福岡空港駅,ふくおかしえいちかてつくうこうせん ふくおかくうこうえき,鉄道,
,九州,福岡県,,福岡市営地下鉄空港線 姪浜駅～室見駅間,ふくおかしえいちかてつくうこうせん めいのはまえき～むろみえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 賀茂駅,ふくおかしえいちかてつななくません かもえき,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 賀茂駅～野芥駅間,ふくおかしえいちかてつななくません かもえき～のけえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 橋本駅,ふくおかしえいちかてつななくません はしもとえき,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 橋本駅～次郎丸駅間,ふくおかしえいちかてつななくません はしもとえき～じろうまるえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 金山駅,ふくおかしえいちかてつななくません かなやまえき,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 金山駅～茶山駅間,ふくおかしえいちかてつななくません かなやまえき～ちゃやまえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 櫛田神社前駅,ふくおかしえいちかてつななくません くしだじんじゃまええき,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 櫛田神社前駅～博多駅,ふくおかしえいちかてつななくません くしだじんじゃまええきかん～はかたえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 桜坂駅,ふくおかしえいちかてつななくません さくらざかえき,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 桜坂駅～薬院大通駅間,ふくおかしえいちかてつななくません さくらざかえき～やくいんおおどおりえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 次郎丸駅,ふくおかしえいちかてつななくません じろうまるえき,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 次郎丸駅～賀茂駅間,ふくおかしえいちかてつななくません じろうまるえき～かもえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 七隈駅,ふくおかしえいちかてつななくません ななくまえき,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 七隈駅～金山駅間,ふくおかしえいちかてつななくません ななくまえき～かなやまえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 茶山駅,ふくおかしえいちかてつななくません ちゃやまえき,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 茶山駅～別府駅間,ふくおかしえいちかてつななくません ちゃやまえき～べっぷえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 天神南駅,ふくおかしえいちかてつななくません てんじんみなみえき,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 天神南駅～櫛田神社前駅間,ふくおかしえいちかてつななくません てんじんみなみえき～くしだじんじゃまええきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 渡辺通駅,ふくおかしえいちかてつななくません わたなべどおりえき,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 渡辺通駅～天神南駅間,ふくおかしえいちかてつななくません わたなべどおりえき～てんじんみなみえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 梅林駅,ふくおかしえいちかてつななくません うめばやしえき,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 梅林駅～福大前駅間,ふくおかしえいちかてつななくません うめばやしえき～ふくだいまええきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 博多駅,ふくおかしえいちかてつななくません はかたえき,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 福大前駅,ふくおかしえいちかてつななくません ふくだいまええき,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 福大前駅～七隈駅間,ふくおかしえいちかてつななくません ふくだいまええき～ななくまえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 別府駅,ふくおかしえいちかてつななくません べっぷえき,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 別府駅～六本松駅間,ふくおかしえいちかてつななくません べっぷえき～ろっぽんまつえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 野芥駅,ふくおかしえいちかてつななくません のけえき,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 野芥駅～梅林駅間,ふくおかしえいちかてつななくません のけえき～うめばやしえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 薬院駅,ふくおかしえいちかてつななくません やくいんえき,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 薬院駅～渡辺通駅間,ふくおかしえいちかてつななくません やくいんえき～わたなべどおりえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 薬院大通駅,ふくおかしえいちかてつななくません やくいんおおどおりえき,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 薬院大通駅～薬院駅間,ふくおかしえいちかてつななくません やくいんおおどおりえき～やくいんえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 六本松駅,ふくおかしえいちかてつななくません ろっぽんまつえき,鉄道,
,九州,福岡県,,福岡市営地下鉄七隈線 六本松駅～桜坂駅間,ふくおかしえいちかてつななくません ろっぽんまつえき～さくらざかえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄箱崎線 呉服町駅,ふくおかしえいちかてつはこざきせん ごふくちょうえき,鉄道,
,九州,福岡県,,福岡市営地下鉄箱崎線 呉服町駅～千代県庁口駅間,ふくおかしえいちかてつはこざきせん ごふくちょうえき～ちよけんちょうぐちえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄箱崎線 千代県庁口駅,ふくおかしえいちかてつはこざきせん ちよけんちょうぐちえき,鉄道,
,九州,福岡県,,福岡市営地下鉄箱崎線 千代県庁口駅～馬出九大病院前駅間,ふくおかしえいちかてつはこざきせん ちよけんちょうぐちえき～まいだしきゅうだいびょういんまええきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄箱崎線 中洲川端駅,ふくおかしえいちかてつはこざきせん なかすかわばたえき,鉄道,
,九州,福岡県,,福岡市営地下鉄箱崎線 中洲川端駅～呉服町駅間,ふくおかしえいちかてつはこざきせん なかすかわばたえき～ごふくまちえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄箱崎線 天神駅～中洲川端駅間,ふくおかしえいちかてつはこざきせん てんじんえき～なかすかわばたえきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄箱崎線 馬出九大病院前駅,ふくおかしえいちかてつはこざきせん まいだしきゅうだいびょういんまええき,鉄道,
,九州,福岡県,,福岡市営地下鉄箱崎線 馬出九大病院前駅～箱崎宮前駅間,ふくおかしえいちかてつはこざきせん まいだしきゅうだいびょういんまええき～はこざきみやまええきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄箱崎線 箱崎宮前駅,ふくおかしえいちかてつはこざきせん はこざきみやまええき,鉄道,
,九州,福岡県,,福岡市営地下鉄箱崎線 箱崎宮前駅～箱崎九大前駅間,ふくおかしえいちかてつはこざきせん はこざきみやまええき～はこざききゅうだいまええきかん,鉄道,
,九州,福岡県,,福岡市営地下鉄箱崎線 箱崎九大前駅,ふくおかしえいちかてつはこざきせん はこざききゅうだいまええき,鉄道,
,九州,福岡県,,福岡市営地下鉄箱崎線 箱崎九大前駅～貝塚駅間,ふくおかしえいちかてつはこざきせん はこざききゅうだいまええき～かいづかえきかん,鉄道,
,九州,佐賀県,,九州新幹線 宇土手トンネル,きゅうしゅうしんかんせん うとでとんねる,鉄道,
,九州,佐賀県,,九州新幹線 下西山トンネル,きゅうしゅうしんかんせん しもにしやまとんねる,鉄道,
,九州,佐賀県,,九州新幹線 三坂トンネル,きゅうしゅうしんかんせん みさかとんねる,鉄道,
,九州,佐賀県,,九州新幹線 大草野トンネル,きゅうしゅうしんかんせん おおくさのとんねる,鉄道,
,九州,佐賀県,,九州新幹線 第１袴野トンネル,きゅうしゅうしんかんせん だいいちはかまのとんねる,鉄道,
,九州,佐賀県,,九州新幹線 第２袴野トンネル,きゅうしゅうしんかんせん だいにはかまのとんねる,鉄道,
,九州,佐賀県,,九州新幹線 内田トンネル,きゅうしゅうしんかんせん うちだとんねる,鉄道,
,九州,佐賀県,,九州新幹線 俵坂トンネル,きゅうしゅうしんかんせん たわらさかとんねる,鉄道,
,九州,佐賀県,,九州新幹線 武雄トンネル,きゅうしゅうしんかんせん たけおとんねる,鉄道,
,九州,長崎県,,九州新幹線 塩鶴トンネル,きゅうしゅうしんかんせん しおづるとんねる,鉄道,
,九州,長崎県,,九州新幹線 久山トンネル,きゅうしゅうしんかんせん くやまとんねる,鉄道,
,九州,長崎県,,九州新幹線 経ヶ岳トンネル,きゅうしゅうしんかんせん きょうがたけとんねる,鉄道,
,九州,長崎県,,九州新幹線 江ノ串トンネル,きゅうしゅうしんかんせん えのぐしとんねる,鉄道,
,九州,長崎県,,九州新幹線 高岳トンネル,きゅうしゅうしんかんせん たかだけとんねる,鉄道,
,九州,長崎県,,九州新幹線 三ノ瀬トンネル,きゅうしゅうしんかんせん さんのせとんねる,鉄道,
,九州,長崎県,,九州新幹線 松原トンネル,きゅうしゅうしんかんせん まつばらとんねる,鉄道,
,九州,長崎県,,九州新幹線 新長崎トンネル,きゅうしゅうしんかんせん しんながさきとんねる,鉄道,
,九州,長崎県,,九州新幹線 清水トンネル,きゅうしゅうしんかんせん しみずとんねる,鉄道,
,九州,長崎県,,九州新幹線 千綿トンネル,きゅうしゅうしんかんせん ちわたとんねる,鉄道,
,九州,長崎県,,九州新幹線 第１岩松トンネル,きゅうしゅうしんかんせん だいいちいわまつとんねる,鉄道,
,九州,長崎県,,九州新幹線 第１平山トンネル,きゅうしゅうしんかんせん だいいちひらやまとんねる,鉄道,
,九州,長崎県,,九州新幹線 第１本明トンネル,きゅうしゅうしんかんせん だいいちほんみょうとんねる,鉄道,
,九州,長崎県,,九州新幹線 第２岩松トンネル,きゅうしゅうしんかんせん だいにいわまつとんねる,鉄道,
,九州,長崎県,,九州新幹線 第２平山トンネル,きゅうしゅうしんかんせん だいにひらやまとんねる,鉄道,
,九州,長崎県,,九州新幹線 第２本明トンネル,きゅうしゅうしんかんせん だいにほんみょうとんねる,鉄道,
,九州,長崎県,,九州新幹線 第３岩松トンネル,きゅうしゅうしんかんせん だいさんいわまつとんねる,鉄道,
,九州,長崎県,,九州新幹線 彼杵トンネル,きゅうしゅうしんかんせん そのぎとんねる,鉄道,
,九州,長崎県,,九州新幹線 平間トンネル,きゅうしゅうしんかんせん ひらまとんねる,鉄道,
,九州,長崎県,,九州新幹線 木場トンネル,きゅうしゅうしんかんせん こばとんねる,鉄道,
,九州,長崎県,,九州新幹線 鈴田トンネル,きゅうしゅうしんかんせん すずたとんねる,鉄道,
,九州,長崎県,,九州新幹線 諫早トンネル,きゅうしゅうしんかんせん いさはやとんねる,鉄道,
,九州,熊本県,,九州新幹線 小田代トンネル,きゅうしゅうしんかんせん おたしろとんねる,鉄道,
,九州,熊本県,,九州新幹線 水俣トンネル,きゅうしゅうしんかんせん みなまたとんねる,鉄道,
,九州,熊本県,,九州新幹線 袋トンネル,きゅうしゅうしんかんせん ふくろとんねる,鉄道,
,九州,大分県,,隠山トンネル,かくれやまとんねる,トンネル,
,九州,大分県,,臼杵トンネル,うすきとんねる,トンネル,
,九州,大分県,,臼津トンネル,きゅうしんとんねる,トンネル,
,九州,大分県,,乙原トンネル,おとばるとんねる,トンネル,
,九州,大分県,,九六位トンネル,くろくいとんねる,トンネル,
,九州,大分県,,向ヶ平トンネル,むかいがひらとんねる,トンネル,
,九州,大分県,,南端トンネル,みなみはたとんねる,トンネル,
,九州,大分県,,法花寺第一トンネル,ほげじだいいちとんねる,トンネル,
,九州,大分県,,法花寺第二トンネル,ほげじだいにとんねる,トンネル,
,九州,大分県,,豊岡第２トンネル,とよおかだいにとんねる,トンネル,
,九州,宮崎県,,加久藤トンネル,かくとうとんねる,トンネル,
,九州,鹿児島県,,九州新幹線 宇都野トンネル,きゅうしゅうしんかんせん うつのとんねる,鉄道,
,九州,鹿児島県,,九州新幹線 関外トンネル,きゅうしゅうしんかんせん せきがいとんねる,鉄道,
,九州,鹿児島県,,九州新幹線 境川トンネル,きゅうしゅうしんかんせん さかいがわとんねる,鉄道,
,九州,鹿児島県,,九州新幹線 薩摩田上トンネル,きゅうしゅうしんかんせん さつまたがみとんねる,鉄道,
,九州,鹿児島県,,九州新幹線 小原トンネル,きゅうしゅうしんかんせん こはらとんねる,鉄道,
,九州,鹿児島県,,九州新幹線 針原トンネル,きゅうしゅうしんかんせん はりはらとんねる,鉄道,
,九州,鹿児島県,,九州新幹線 前田トンネル,きゅうしゅうしんかんせん まえだとんねる,鉄道,
,九州,鹿児島県,,九州新幹線 第１冠岳トンネル,きゅうしゅうしんかんせん だいいちかんむりだけとんねる,鉄道,
,九州,鹿児島県,,九州新幹線 第１紫尾山トンネル,きゅうしゅうしんかんせん だいいちしびさんとんねる,鉄道,
,九州,鹿児島県,,九州新幹線 第２冠岳トンネル,きゅうしゅうしんかんせん だいにかんむりだけとんねる,鉄道,
,九州,鹿児島県,,九州新幹線 第２薩摩トンネル,きゅうしゅうしんかんせん だいにさつまとんねる,鉄道,
,九州,鹿児島県,,九州新幹線 第２紫尾山トンネル,きゅうしゅうしんかんせん だいにしびさんとんねる,鉄道,
,九州,鹿児島県,,九州新幹線 第３薩摩トンネル,きゅうしゅうしんかんせん だいさんさつまとんねる,鉄道,
,九州,鹿児島県,,九州新幹線 第４薩摩トンネル,きゅうしゅうしんかんせん だいよんさつまとんねる,鉄道,
,九州,鹿児島県,,九州新幹線 第５薩摩トンネル,きゅうしゅうしんかんせん だいごさつまとんねる,鉄道,
,九州,鹿児島県,,九州新幹線 第６薩摩トンネル,きゅうしゅうしんかんせん だいろくさつまとんねる,鉄道,
,九州,鹿児島県,,武岡トンネル,たけおかとんねる,トンネル,
,九州,鹿児島県,,北薩トンネル,ほくさつとんねる,トンネル,
,中央,埼玉県,,川口市立医療センター,かわぐちしりついりょうせんたー,病院,
,中央,埼玉県,,JR東日本 浦和駅,じぇいあーるひがしにほん うらわえき,鉄道,
,中央,埼玉県,,埼玉高速鉄道線 戸塚安行駅,さいたまこうそくてつどうせん とつかあんぎょうえき,鉄道,
,中央,埼玉県,,埼玉高速鉄道線 戸塚安行駅～東川口駅間,さいたまこうそくてつどうせん とつかあんぎょうえき～ひがしかわぐちえきかん,鉄道,
,中央,埼玉県,,埼玉高速鉄道線 新井宿駅,さいたまこうそくてつどうせん あらいじゅくえき,鉄道,
,中央,埼玉県,,埼玉高速鉄道線 新井宿駅～戸塚安行駅間,さいたまこうそくてつどうせん あらいじゅくえき～とつかあんぎょうえきかん,鉄道,
,中央,埼玉県,,埼玉高速鉄道線 赤羽岩淵駅～川口元郷駅間,さいたまこうそくてつどうせん あかばねいわぶちえき～かわぐちもとごうえきかん,鉄道,
,中央,埼玉県,,埼玉高速鉄道線 川口元郷駅,さいたまこうそくてつどうせん かわぐちもとごうえき,鉄道,
,中央,埼玉県,,埼玉高速鉄道線 川口元郷駅～南鳩ヶ谷駅間,さいたまこうそくてつどうせん かわぐちもとごうえき～みなみはとがやえきかん,鉄道,
,中央,埼玉県,,埼玉高速鉄道線 東川口駅,さいたまこうそくてつどうせん ひがしかわぐちえき,鉄道,
,中央,埼玉県,,埼玉高速鉄道線 東川口駅～浦和美園駅間,さいたまこうそくてつどうせん ひがしかわぐちえき～うらわみそのえきかん,鉄道,
,中央,埼玉県,,埼玉高速鉄道線 南鳩ヶ谷駅,さいたまこうそくてつどうせん みなみはとがやえき,鉄道,
,中央,埼玉県,,埼玉高速鉄道線 南鳩ヶ谷駅～鳩ヶ谷駅間,さいたまこうそくてつどうせん みなみはとがやえき～はとがやえきかん,鉄道,
,中央,埼玉県,,埼玉高速鉄道線 鳩ヶ谷駅,さいたまこうそくてつどうせん はとがやえき,鉄道,
,中央,埼玉県,,埼玉高速鉄道線 鳩ヶ谷駅～新井宿駅間,さいたまこうそくてつどうせん はとがやえき～あらいじゅくえきかん,鉄道,
,中央,埼玉県,,西武山口線 遊園地西駅～西武球場前駅間,せいぶやまぐちせん ゆうえんちにしえき～せいぶきゅうじょうまええきかん,鉄道,
,中央,埼玉県,,西武秩父線 芦ヶ久保駅～横瀬駅間,せいぶちちぶせん あしがくぼえき～よこぜえきかん,鉄道,
,中央,埼玉県,,西武秩父線 横瀬駅～西武秩父駅間,せいぶちちぶせん よこせえき～せいぶちちぶえきかん,鉄道,
,中央,埼玉県,,西武秩父線 吾野駅～西吾野駅間,せいぶちちぶせん あがのえき～にしあがのえきかん,鉄道,
,中央,埼玉県,,西武秩父線 正丸駅～芦ヶ久保駅間,せいぶちちぶせん しょうまるえき～あしがくぼえきかん,鉄道,
,中央,埼玉県,,西武秩父線 西吾野駅～正丸駅間,せいぶちちぶせん にしあがのえき～しょうまるえきかん,鉄道,
,中央,埼玉県,,西武秩父線 東吾野駅～吾野駅間,せいぶちちぶせん ひがしあがのえき～あがのえきかん,鉄道,
,中央,千葉県,,国保直営総合病院君津中央病院,こくほちょくえいそうごうびょういんきみつゆうおうびょういん,病院,
,中央,千葉県,,JR東日本 松戸駅,じぇいあーるひがしにほん まつどえき,鉄道,
,中央,千葉県,,JR東日本 千葉駅,じぇいあーるひがしにほん ちばえき,鉄道,
,中央,千葉県,,JR東日本 津田沼駅,じぇいあーるひがしにほん つだぬまえき,鉄道,
