product,priority,release,update,new,sale,basictext,specialtext,directory,flag-5g,colorcode,price1,price2,price3,price4,strikethrough,style,battery,display,pointtotal,txt1,point1,note1,discountprice,mnp,discount-note,txt3a,txt3b,number3,txt3c,note3,note3b,netpayment,threshold
Rakuten Hand 5G,1,2022/2/14,,,,,,rakuten-hand-5g,1,#222222/#FFFFFF/#BF0000,17274,19001,791,395,,3ニュースタンダード,2630,5.1,3000,最大,3000,※1,16000,,※2,キャンペーンで,最大,19000,円相当分おトク,"※1,2",,1,13300.7
