manufacturer,name,Product Code,color,dimensions,weight,sizeType,resolution,CPU,OS,memory,cardslot,battery,wirelessCharge,standbyTime1,talkTime1,down(LTE),up(LTE),down(sub6),up(sub6),down (mmW),up (mmW),SIM,FeliCa / NFC,NFC,waterDustresistant,shockResistant,biometricID,fastCharge,accessories1,connectivity1,wifi,tethering,bluetooth,infrared,resolution1,opticalZoom1,digitalZoom1,stabilizer1,autoFocus1,focalratio1,ISO1,HDR1,LEDflash1,AIcamera1,resolution2,opticalZoom2,digitalZoom2,stabilizer2,autoFocus2,focalratio2,ISO2,HDR2,LEDflash2,AIcamera2,HiRes,ETWS,microphonejack,USB,GPS,codec1,5G(sub6)1,5G (mmW)1,LTE1,tdLTE1,wcdma1,GSM1,noteProduct,noteSpec,noteProductKey,noteSpecKey
シャープ,AQUOS wish3,SH-M25,グリーン / ホワイト / ブラック,約147 x 約70 x 約8.9 (mm),約161g,約5.7インチ / LCD,"HD+ / 1,520 × 720",MediaTek™ Dimensity® 700 / オクタコア 2.2GHz x 2 + 2GHz x 6,Android™ 13,4GB (RAM) / 64GB (ROM),micro SDXC™ (最大 1024GB),"3,730mAh",非対応,約600時間,約41時間,200Mbps,75Mbps,1.93Gbps,217Mbps,,,nanoSIM / eSIM,対応 / 対応,#REF!,対応 (IPX5・IPX7 / IP6X),対応,非対応 / 対応,対応,クイックスタートガイド x 1,対応,IEEE 802.11 a/b/g/n/ac,10台,5.3,非対応,"約1,300万画素",非対応,約8倍 / 8倍,対応 / 非対応,対応,f/2,"6,400",対応,対応,対応,約500万画素,非対応,約8倍 / 8倍,対応 / 非対応,非対応,f/2.2,"3,200",対応,非対応,非対応,非対応,対応,対応,USB Type-C / USB 2.0,対応,H.263 / H.264 / H.265 / MPEG-4Video / VP8 / VP9,Band n3 (1.7GHz) / Band n28 (700MHz) / Band n77 (3.8GHz) / Band n78 (3.5GHz) / Band n79 (4.5GHz),,Band 1 (2.0GHz) / Band 2 (1.9GHz) / Band 3 (1.7GHz) / Band 5 (850MHz) / Band 8 (900MHz) / Band 12 (700MHz) / Band 17 (700MHz) / Band 18 (800MHz) / Band 19 (800MHz),Band 38 (2.6GHz) / Band 39 (1.9GHz) / Band 41 (2.5GHz),Band I (2.0GHz) / Band V (850MHz) / Band VIII (900MHz),850MHz / 900MHz / 1.8GHz / 1.9GHz,"発売時点のOSのバージョンを記載しています。最新のOSバージョン情報は[こちら, /information/software/aquos-wish3/]をご確認ください。","発売時点のOSのバージョンを記載しています。最新のOSバージョン情報は[こちら, /information/software/aquos-wish3/]をご確認ください。
通信速度は、ベストエフォート方式による理論値であり、実際の通信速度は通信環境やネットワークの混雑状況によって変化します。","OS","OS
Speed"
