manufacturer,name,Product Code,color,dimensions,weight,sizeType,resolution,CPU,OS,memory,cardslot,battery,wirelessCharge,standbyTime1,talkTime1,down(LTE),up(LTE),down(sub6),up(sub6),down (mmW),up (mmW),SIM,FeliCa / NFC,NFC,waterDustresistant,shockResistant,biometricID,fastCharge,accessories1,connectivity1,wifi,tethering,bluetooth,infrared,resolution1,opticalZoom1,digitalZoom1,stabilizer1,autoFocus1,focalratio1,ISO1,HDR1,LEDflash1,AIcamera1,resolution2,opticalZoom2,digitalZoom2,stabilizer2,autoFocus2,focalratio2,ISO2,HDR2,LEDflash2,AIcamera2,HiRes,ETWS,microphonejack,USB,GPS,codec1,5G(sub6)1,5G (mmW)1,LTE1,tdLTE1,wcdma1,GSM1,noteProduct,noteSpec,noteProductKey,noteSpecKey
オッポ,OPPO A79 5G,CPH2557,グローグリーン / ミステリーブラック,約166 x 約76 x 約8.0 (mm),約193g,約6.7インチ / LCD,"FHD+ / 2,400 × 1,080",MediaTek Dimensity 6020 / オクタコア 2.2GHz x 2 + 2GHz x 6,Android™ 13,4GB (RAM) / 128GB (ROM),micro SDXC™ (最大 1024GB),"5,000mAh",非対応,約548時間,約25時間,400Mbps,75Mbps,2.14Gbps,217Mbps,,,nanoSIM x 2 / eSIM,対応 / 対応,#REF!,対応 (IPX4 / IP5X),非対応,対応 / 対応,対応,保護フィルム(貼付済み) x 1 / 安全ガイド x 1 / クイックガイド x 1 / SIM取出し用ピン(試供品) x 1,対応,IEEE 802.11 a/b/g/n/ac,10台,5.3,非対応,"約5,000万画素 (広角) + 約200万画素 (深度測位)",非対応,約10倍 / 約10倍,非対応 / 対応,対応,"f/1.8, f/2.4","12,000, 6,400",非対応,対応,対応,約800万画素 (広角),非対応,非対応,非対応 / 非対応,非対応,f/2,"3,140",非対応,非対応,対応,対応,対応,対応,USB Type-C / USB 2.0,対応,H.263 / H.264 / H.265 / MPEG-4Video / VP8 / VP9,Band n1 (2.1GHz) / Band n3 (1.7GHz) / Band n28 (700MHz) / Band n41 (2.5GHz) / Band n77 (3.8GHz) / Band n78 (3.5GHz),,Band 1 (2.0GHz) / Band 2 (1.9GHz) / Band 3 (1.7GHz) / Band 4 (1.7GHz / 2.1GHz) / Band 5 (850MHz) / Band 7 (2.6GHz) / Band 8 (900MHz) / Band 12 (700MHz) / Band 13 (750MHz) / Band 17 (700MHz) / Band 18 (800MHz) / Band 19 (800MHz) / Band 26 (800MHz) / Band 28 (700MHz),Band 38 (2.6GHz) / Band 39 (1.9GHz) / Band 40 (2.3GHz) / Band 41 (2.5GHz) / Band 42 (3.5GHz),Band I (2.0GHz) / Band II (1.9GHz) / Band IV (1.7GHz / 2.1GHz) / Band V (850MHz) / Band VI (800MHz) / Band VIII (900MHz) / Band XIX (800MHz),850MHz / 900MHz / 1.8GHz / 1.9GHz,デュアルSIMでは、nanoSIM x 2 または nanoSIM/eSIM で利用可能ですが、nanoSIM×2の場合は、microSDカードの利用はできません。,"通信速度は、ベストエフォート方式による理論値であり、実際の通信速度は通信環境やネットワークの混雑状況によって変化します。
デュアルSIMでは、nanoSIM x 2 または nanoSIM/eSIM で利用可能ですが、nanoSIM×2の場合は、microSDカードの利用はできません。","SIM","Speed
SIM"
